Heavy atom count,Decoded SMILES,Connection IDs,Encoded SMILES,Coordination environment
17,COC(=O)CCNC(=O)CCn1ccnn1,[14],[Li]<-n1ccn(CCC(=O)NCCC(=O)OC)n1,['N([C])([N])']
17,CC1C2OC3OC1(C)P(C#N)C(C)(O2)C3C,[8],[Li]<-P1(C#N)C2(C)OC3OC(OC1(C)C3C)C2C,['P([C])([C])([C])']
17,Cc1cc2[nH]c(=N)n(C(C)(C)C)c2cc1C,[6],[Li]<-N=c1[nH]c2cc(C)c(C)cc2n1C(C)(C)C,['N([C])']
17,CC(C)N([C]N(C)c1ccccc1)C(C)C,[4],[Be]=C(N(C)c1ccccc1)N(C(C)C)C(C)C,['C_carb([N])([N])']
17,COC1=CC23C=CC=CC2(C=C1)N[C]N3C,[13],[Be]=C1NC23C=CC=CC2(C=C(OC)C=C3)N1C,['C_carb([N])([N])']
17,CC(=Nc1ccc(C)cc1)c1ccccc1,[2],[Li]<-N(=C(C)c1ccccc1)c1ccc(C)cc1,['N([C])([C])']
17,Nc1ccc(N=Cc2ccccc2O)cc1,[5],[Li]<-N(=Cc1ccccc1O)c1ccc(N)cc1,['N([C])([C])']
17,Cc1cccc(N=Cc2cncc(I)c2)c1,[10],[Li]<-n1cc(I)cc(C=Nc2cccc(C)c2)c1,['N([C])([C])']
17,S=C(NCc1ccccc1)c1ccccc1,[0],[Li]<-S=C(NCc1ccccc1)c1ccccc1,['S([C])']
17,CC(C)C(=Nc1ccccc1)c1ccsc1,[4],[Li]<-N(=C(c1ccsc1)C(C)C)c1ccccc1,['N([C])([C])']
17,CC(C)OCCN(CCO)CCOC(C)C,[6],[Li]<-N(CCO)(CCOC(C)C)CCOC(C)C,['N([C])([C])([C])']
17,Cc1ccc(CN2[C]NC=C2N)c(C)c1C,[7],[Be]=C1NC=C(N)N1Cc1ccc(C)c(C)c1C,['C_carb([N])([N])']
17,CCn1ccnc1N=Nc1ccc(I)cc1,[5],[Li]<-n1ccn(CC)c1N=Nc1ccc(I)cc1,['N([C])([C])']
17,Cn1ccn(C)c1=PC(Cl)=C(F)C(F)(F)F,[7],[Li]<-P(C(Cl)=C(F)C(F)(F)F)=c1n(C)ccn1C,['P([C])([C])']
17,COc1ccccc1N1[C]N(C)C(Cl)=C1Cl,[9],[Be]=C1N(C)C(Cl)=C(Cl)N1c1ccccc1OC,['C_carb([N])([N])']
17,Cc1cc(-c2cnccc2C(C)(C)N)c[nH]1,[6],[Li]<-n1ccc(C(C)(C)N)c(-c2c[nH]c(C)c2)c1,['N([C])([C])']
17,CC(=NNC1CN=CS1)c1ccc(F)cc1,[6],[Li]<-N1=CSC(NN=C(C)c2ccc(F)cc2)C1,['N([C])([C])']
17,Cc1ccccc1P(C(C)(C)C)C(C)(C)C,[7],[Li]<-P(c1ccccc1C)(C(C)(C)C)C(C)(C)C,['P([C])([C])([C])']
17,Cc1ccc(C)c(N2C=NC(C)(C)C2)c1C,[9],[Li]<-N1=CN(c2c(C)ccc(C)c2C)CC1(C)C,['N([C])([C])']
17,CC(C)P(Oc1ccccc1C#N)C(C)C,[3],[Li]<-P(Oc1ccccc1C#N)(C(C)C)C(C)C,['P([O])([C])([C])']
17,CO[C]N(C)c1cc(OC)cc(C(C)C)c1,[2],[Be]=C(OC)N(C)c1cc(OC)cc(C(C)C)c1,['C_carb([O])([N])']
17,O=S(=O)(C1C=CC=CC1(F)F)n1cccn1,[15],[Li]<-n1cccn1S(=O)(=O)C1C=CC=CC1(F)F,['N([C])([N])']
17,COCCOP(c1ccccc1)C(C)(C)C,[5],[Li]<-P(OCCOC)(c1ccccc1)C(C)(C)C,['P([O])([C])([C])']
17,FC(F)(F)c1ccc(Cn2ccnc2)cc1,[12],[Li]<-n1ccn(Cc2ccc(C(F)(F)F)cc2)c1,['N([C])([C])']
17,CC1=NC(N)(c2ccccc2Cl)N(C)C=C1,[2],[Li]<-N1=C(C)C=CN(C)C1(N)c1ccccc1Cl,['N([C])([C])']
17,PC(=S)P(c1ccccc1)c1ccccc1,[2],[Li]<-S=C(P)P(c1ccccc1)c1ccccc1,['S([C])']
17,O=C(O)C=Cc1ccc(-n2ccnc2)cc1,[12],[Li]<-n1ccn(-c2ccc(C=CC(=O)O)cc2)c1,['N([C])([C])']
17,c1cnc2c(N3CCOCC3)cccc2c1,[2],[Li]<-n1cccc2cccc(N3CCOCC3)c21,['N([C])([C])']
17,COC(=Pc1ccccc1)c1ccccc1,[3],[Li]<-P(=C(OC)c1ccccc1)c1ccccc1,['P([C])([C])']
17,CN(C)n1c(-c2ccccc2)cnc1C=O,[15],[Li]<-O=Cc1ncc(-c2ccccc2)n1N(C)C,['O([C])']
17,O=C(NN=Cc1cccs1)c1ccccc1,[3],[Li]<-N(=Cc1cccs1)NC(=O)c1ccccc1,['N([C])([N])']
17,C=CCN1[C]N(C(C)c2ccccc2)C=C1,[4],[Be]=C1N(CC=C)C=CN1C(C)c1ccccc1,['C_carb([N])([N])']
17,CC(=O)Oc1nc(-c2ccccn2)c(C)s1,[12],[Li]<-n1ccccc1-c1nc(OC(C)=O)sc1C,['N([C])([C])']
17,CC(C)(C)CN1[C]N(CC(C)(C)N)C=C1Cl,[6],[Be]=C1N(CC(C)(C)N)C=C(Cl)N1CC(C)(C)C,['C_carb([N])([N])']
17,NC1(c2ccccc2)CNCCNCCN1,[12],[Li]<-N1CCNCC(N)(c2ccccc2)NCC1,['N([C])([C])']
17,COc1cccc(C2[Se][Se]CC2(C)OC)c1,[8],[Li]<-[Se]1[Se]CC(C)(OC)C1c1cccc(OC)c1,['Se([Se])([C])']
17,Cc1ccc(N2[C]N(CCC#N)C=C2)cc1,[6],[Be]=C1N(CCC#N)C=CN1c1ccc(C)cc1,['C_carb([N])([N])']
17,Cc1ccc(N=Cc2ccncc2)cc1C,[10],[Li]<-n1ccc(C=Nc2ccc(C)c(C)c2)cc1,['N([C])([C])']
17,CSc1ccccc1N1[C]N(C(C)=O)C=C1,[9],[Be]=C1N(C(C)=O)C=CN1c1ccccc1SC,['C_carb([N])([N])']
17,Cc1ccc(P(C)(=O)c2ccccc2)cc1,[7],[Li]<-O=P(C)(c1ccccc1)c1ccc(C)cc1,['O([P])']
17,c1cncc(-c2cccc3ccccc23)c1,[2],[Li]<-n1cccc(-c2cccc3ccccc23)c1,['N([C])([C])']
17,COc1cccc(N=Nc2cccnc2)c1,[13],[Li]<-n1cccc(N=Nc2cccc(OC)c2)c1,['N([C])([C])']
17,COC(=O)CCN=CC(=O)c1ccccc1,[6],[Li]<-N(=CC(=O)c1ccccc1)CCC(=O)OC,['N([C])([C])']
17,Cc1ccc(CN(C)Cc2ccncc2)s1,[12],[Li]<-n1ccc(CN(C)Cc2ccc(C)s2)cc1,['N([C])([C])']
17,CC(C)N([C]Nc1ccc(O)cc1)C(C)C,[4],[Be]=C(Nc1ccc(O)cc1)N(C(C)C)C(C)C,['C_carb([N])([N])']
17,CC1CC(C)(CO)OP(c2ccccc2)O1,[8],[Li]<-P1(c2ccccc2)OC(C)CC(C)(CO)O1,['P([C])([O])([O])']
17,Cc1cc(C)c(CN2C=NCCC2)c(C)c1,[9],[Li]<-N1=CN(Cc2c(C)cc(C)cc2C)CCC1,['N([C])([C])']
17,COc1ccc(COc2csc(N)n2)cc1,[13],[Li]<-n1c(OCc2ccc(OC)cc2)csc1N,['N([C])([C])']
17,NC(=O)c1ncccc1-c1ccc[n+]([O-])c1,[4],[Li]<-n1cccc(-c2ccc[n+]([O-])c2)c1C(N)=O,['N([C])([C])']
17,Cc1cccc(N2[C]NC(N)=N2)c1[N+](=O)[O-],[7],[Be]=C1NC(N)=NN1c1cccc(C)c1[N+](=O)[O-],['C_carb([N])([N])']
17,C=C(C)N1[C]N(C(C)c2ccccc2)C=C1,[4],[Be]=C1N(C(=C)C)C=CN1C(C)c1ccccc1,['C_carb([N])([N])']
17,CCN([C]NCc1ccnc(OC)c1)CC,[3],[Be]=C(NCc1ccnc(OC)c1)N(CC)CC,['C_carb([N])([N])']
17,S=C(N=Cc1ccoc1)Nc1ccccc1,[0],[Li]<-S=C(N=Cc1ccoc1)Nc1ccccc1,['S([C])']
17,CC1=CN(C)[C]N1c1ccc(C(C)C)cc1,[5],[Be]=C1N(C)C=C(C)N1c1ccc(C(C)C)cc1,['C_carb([N])([N])']
17,c1ccc2c(Nc3nncs3)cccc2c1,[7],[Li]<-n1ncsc1Nc1cccc2ccccc12,['N([N])([C])']
17,Fc1cc(-c2ccccn2)c(F)c(F)c1F,[9],[Li]<-n1ccccc1-c1cc(F)c(F)c(F)c1F,['N([C])([C])']
17,CP(c1ccccc1)c1ccccc1C#N,[1],[Li]<-P(C)(c1ccccc1)c1ccccc1C#N,['P([C])([C])([C])']
17,CCP(CC)(CC)=Nc1c(C)cccc1C,[7],[Li]<-N(c1c(C)cccc1C)=P(CC)(CC)CC,['N([C])([P])']
17,CC(C)(C)PC(C)(C)C#Cc1ccccc1,[4],[Li]<-P(C(C)(C)C)C(C)(C)C#Cc1ccccc1,['P([C])([C])']
17,NC(=O)n1ccn(Cc2ccccc2)c1=S,[15],[Li]<-S=c1n(Cc2ccccc2)ccn1C(N)=O,['S([C])']
17,c1ccc(C2CCc3ccccc3N2)nc1,[14],[Li]<-n1ccccc1C1CCc2ccccc2N1,['N([C])([C])']
17,O=C1CC=CC2(C1)N1CN3CN2CP(C3)C1,[9],[Li]<-N12CN3CP(CN(C1)C31C=CCC(=O)C1)C2,['N([C])([C])([C])']
17,CN(Cc1cnc(Cl)cn1)c1ccccc1,[1],[Li]<-N(C)(Cc1cnc(Cl)cn1)c1ccccc1,['N([C])([C])([C])']
17,Cc1cc(C)cc(N[C]N2CCOCC2)c1,[8],[Be]=C(Nc1cc(C)cc(C)c1)N1CCOCC1,['C_carb([N])([N])']
17,CC1=CN(c2ccc3ccccc3c2)[C]S1,[14],[Be]=C1SC(C)=CN1c1ccc2ccccc2c1,['C_carb([S])([N])']
17,CC(C)(C)N1CN(c2ccccc2)[C]C1N,[13],[Be]=C1C(N)N(C(C)(C)C)CN1c1ccccc1,['C_carb([C])([N])']
17,COC(=O)C(C)OP(C(C)(C)C)C(C)(C)C,[7],[Li]<-P(OC(C)C(=O)OC)(C(C)(C)C)C(C)(C)C,['P([O])([C])([C])']
17,Cc1cc(C2(N)N[C]C(N)N2)cc(C)c1C,[7],[Be]=C1NC(N)(c2cc(C)c(C)c(C)c2)NC1N,['C_carb([N])([C])']
17,CC1(C)CCSCCCSCCC(C)(C)S1,[15],[Li]<-S1C(C)(C)CCSCCCSCCC1(C)C,['S([C])([C])']
17,Cc1cccc(C)c1OP(C(C)C)C(C)C,[9],[Li]<-P(Oc1c(C)cccc1C)(C(C)C)C(C)C,['P([O])([C])([C])']
17,CC1(C)CN2OC=NC2(c2ccccc2)C1,[4],[Li]<-N12CC(C)(C)CC1(c1ccccc1)N=CO2,['N([C])([C])([O])']
17,Cc1cnccc1C(=O)c1cnccc1N,[11],[Li]<-n1ccc(N)c(C(=O)c2ccncc2C)c1,['N([C])([C])']
17,OC(c1ccccn1)(C(F)(F)F)C(F)(F)F,[7],[Li]<-n1ccccc1C(O)(C(F)(F)F)C(F)(F)F,['N([C])([C])']
17,Cc1ccc(N2[C]N(C(C)C)C=C2)cc1C,[6],[Be]=C1N(c2ccc(C)c(C)c2)C=CN1C(C)C,['C_carb([N])([N])']
17,Cc1cc(C)cc(N2[C]N(C(O)O)C=C2)c1,[8],[Be]=C1N(c2cc(C)cc(C)c2)C=CN1C(O)O,['C_carb([N])([N])']
17,C=Cc1ccc(P(Cl)c2ccccc2)cc1,[6],[Li]<-P(Cl)(c1ccccc1)c1ccc(C=C)cc1,['P([Cl])([C])([C])']
17,CC(C)(C)P(Cc1ccccn1)C(C)(C)C,[4],[Li]<-P(Cc1ccccn1)(C(C)(C)C)C(C)(C)C,['P([C])([C])([C])']
17,N#CCc1nnc(Cc2ccccc2)n1N,[5],[Li]<-n1nc(CC#N)n(N)c1Cc1ccccc1,['N([N])([C])']
17,NC1(c2ccccc2)[C]NC2(CCCN2)N1,[8],[Be]=C1NC2(CCCN2)NC1(N)c1ccccc1,['C_carb([N])([C])']
17,CCCCN1[C]N(c2ccc(N)cc2)C=C1,[5],[Be]=C1N(CCCC)C=CN1c1ccc(N)cc1,['C_carb([N])([N])']
17,CC(C)(C)CN1[C]C2(CC1)CC1C=CC2O1,[6],[Be]=C1N(CC(C)(C)C)CCC12CC1C=CC2O1,['C_carb([N])([C])']
17,Cc1cn(C(C)C(=O)c2ccccc2)cn1,[15],[Li]<-n1cn(C(C)C(=O)c2ccccc2)cc1C,['N([C])([C])']
17,Cc1ccc(C(=C[C]N(C)C)N(C)C)cc1,[7],[Be]=C(C=C(c1ccc(C)cc1)N(C)C)N(C)C,['C_carb([C])([N])']
17,CCC(CO)N1[C]N(C(C)C(=O)OC)C=C1,[6],[Be]=C1N(C(CC)CO)C=CN1C(C)C(=O)OC,['C_carb([N])([N])']
17,CC(=O)CN1C(=O)CCC1c1ccccn1,[15],[Li]<-n1ccccc1C1CCC(=O)N1CC(C)=O,['N([C])([C])']
17,FC(F)(F)P1C2C=CC(C2)C1(F)C(F)(F)F,[4],[Li]<-P1(C(F)(F)F)C2C=CC(C2)C1(F)C(F)(F)F,['P([C])([C])([C])']
17,CC(=O)c1ccc2cc(C(N)=O)ccc2n1,[15],[Li]<-n1c(C(C)=O)ccc2cc(C(N)=O)ccc21,['N([C])([C])']
17,CC(C)P(C(C)c1ccccc1)C(C)(C)C,[3],[Li]<-P(C(C)C)(C(C)c1ccccc1)C(C)(C)C,['P([C])([C])([C])']
17,CCOC(=O)c1ccn(-c2ccccc2)n1,[15],[Li]<-n1c(C(=O)OCC)ccn1-c1ccccc1,['N([C])([N])']
17,CC(C)P(C(C)C)C1CC=CC1C(C)(C)C,[3],[Li]<-P(C(C)C)(C(C)C)C1CC=CC1C(C)(C)C,['P([C])([C])([C])']
17,CC(=Nc1cncc(C)c1)c1ccncc1,[5],[Li]<-n1cc(C)cc(N=C(C)c2ccncc2)c1,['N([C])([C])']
17,CCN1[C]N(CCO)C(c2ccccc2)=C1,[3],[Be]=C1N(CC)C=C(c2ccccc2)N1CCO,['C_carb([N])([N])']
17,CN=c1ccn(-c2ccccc2C)c(C)c1,[1],[Li]<-N(C)=c1ccn(-c2ccccc2C)c(C)c1,['N([C])([C])']
17,CC1(N)NC=NCC1N=Nc1ccccc1,[3],[Li]<-N1C=NCC(N=Nc2ccccc2)C1(C)N,['N([C])([C])']
17,NC1N2CNCN(C2)CP1c1ccccc1,[9],[Li]<-P1(c2ccccc2)CN2CNCN(C2)C1N,['P([C])([C])([C])']
17,CC(=O)c1ccc2ncn(C(C)(C)C)c2c1,[7],[Li]<-n1cn(C(C)(C)C)c2cc(C(C)=O)ccc21,['N([C])([C])']
17,Cc1ccccc1NP1OCCC(C)(C)O1,[8],[Li]<-P1(Nc2ccccc2C)OCCC(C)(C)O1,['P([N])([O])([O])']
17,CC(C)c1ccccc1N=c1cc[cH-]cc1,[9],[Li]<-N(c1ccccc1C(C)C)=c1cc[cH-]cc1,['N([C])([C])']
17,CCCCOC(=O)N(C)[C]c1ccccc1,[9],[Be]=C(c1ccccc1)N(C)C(=O)OCCCC,['C_carb([C])([N])']
17,CC(C)C(c1ccccc1)N1[C]N(C)C=C1,[11],[Be]=C1N(C)C=CN1C(c1ccccc1)C(C)C,['C_carb([N])([N])']
17,COc1cc(C(C)C)cc([C]N)c1C(C)=O,[10],[Be]=C(N)c1cc(C(C)C)cc(OC)c1C(C)=O,['C_carb([N])([C])']
17,COC(=O)C1(C)CP(c2ccccc2)C1C,[7],[Li]<-P1(c2ccccc2)CC(C)(C(=O)OC)C1C,['P([C])([C])([C])']
17,Cc1cc(Pc2ccccc2)cc(C)c1C,[4],[Li]<-P(c1ccccc1)c1cc(C)c(C)c(C)c1,['P([C])([C])']
17,CSc1ccc(N=Nc2ncccn2)cc1,[9],[Li]<-n1cccnc1N=Nc1ccc(SC)cc1,['N([C])([C])']
17,Cc1cc(Cl)cc(Cl)c1CN1[C]N(C)C=C1,[11],[Be]=C1N(C)C=CN1Cc1c(C)cc(Cl)cc1Cl,['C_carb([N])([N])']
17,Cc1ccc(N2C[C]C(C)(C)C2(C)C)cc1,[7],[Be]=C1CN(c2ccc(C)cc2)C(C)(C)C1(C)C,['C_carb([C])([C])']
17,Cc1nccn1-c1nccc(S(C)(=O)=O)n1,[2],[Li]<-n1ccn(-c2nccc(S(C)(=O)=O)n2)c1C,['N([C])([C])']
17,COC(=O)C(C)=NN[C]NC1CCCCC1,[8],[Be]=C(NN=C(C)C(=O)OC)NC1CCCCC1,['C_carb([N])([N])']
17,Cc1cc(C)c(C)c(CN2[C]N(C)CC2)c1,[10],[Be]=C1N(C)CCN1Cc1cc(C)cc(C)c1C,['C_carb([N])([N])']
17,COc1cc(C=Nc2ccccc2)ccn1,[15],[Li]<-n1ccc(C=Nc2ccccc2)cc1OC,['N([C])([C])']
17,CCOP(=O)(CCN1[C]N(C)C=C1)OCC,[8],[Be]=C1N(C)C=CN1CCP(=O)(OCC)OCC,['C_carb([N])([N])']
17,COC(=O)C1=CC(C)(c2ccccc2)N=N1,[15],[Li]<-N1=NC(C)(c2ccccc2)C=C1C(=O)OC,['N([N])([C])']
17,Cc1ncc2c(c1-c1ccccc1)OCP2,[2],[Li]<-n1cc2c(c(-c3ccccc3)c1C)OCP2,['N([C])([C])']
17,COP1C2OC3(C)OC(C)(OC1C3C)C2C,[2],[Li]<-P1(OC)C2OC3(C)OC(C)(OC1C3C)C2C,['P([O])([C])([C])']
17,Cc1cccc(-n2cnc3ccccc32)n1,[8],[Li]<-n1cn(-c2cccc(C)n2)c2ccccc21,['N([C])([C])']
17,NC(=S)Nc1cccc(-c2ccc[nH+]c2)c1,[2],[Li]<-S=C(N)Nc1cccc(-c2ccc[nH+]c2)c1,['S([C])']
17,CCO[C]c1cc(C(C)C)cc(N(C)C)c1,[3],[Be]=C(OCC)c1cc(C(C)C)cc(N(C)C)c1,['C_carb([O])([C])']
17,COC1(N)N=CC(c2ccoc2)=C(CCl)N1,[15],[Li]<-N1C(CCl)=C(c2ccoc2)C=NC1(N)OC,['N([C])([C])']
17,CN(C)c1c(C(C)(C)C)ccc2c1SCC2,[13],[Li]<-S1CCc2ccc(C(C)(C)C)c(N(C)C)c21,['S([C])([C])']
17,O=c1oc2cc(O)ccc2c2ccccc12,[0],[Li]<-O=c1oc2cc(O)ccc2c2ccccc12,['O([C])']
17,Clc1ccc2oc(-c3ccncc3)nc2c1,[10],[Li]<-n1ccc(-c2nc3cc(Cl)ccc3o2)cc1,['N([C])([C])']
17,Cc1cc(C)c(CN2C=NCCC2)cc1C,[9],[Li]<-N1=CN(Cc2cc(C)c(C)cc2C)CCC1,['N([C])([C])']
17,O=C(C=NCc1cccs1)c1ccccc1,[3],[Li]<-N(=CC(=O)c1ccccc1)Cc1cccs1,['N([C])([C])']
17,O=C1C2CCCN2[C]N1Cc1ccccc1,[7],[Be]=C1N(Cc2ccccc2)C(=O)C2CCCN12,['C_carb([N])([N])']
17,Cc1cn(Cn2nnc3ccccc32)cn1,[15],[Li]<-n1cn(Cn2nnc3ccccc32)cc1C,['N([C])([C])']
17,Fc1cc(F)c(-n2nc([S-])n[nH+]2)c(F)c1F,[9],[Li]<-[S-]c1n[nH+]n(-c2c(F)cc(F)c(F)c2F)n1,['S([C])']
17,Cc1cc(C=NN=Cc2cccnc2)cs1,[12],[Li]<-n1cccc(C=NN=Cc2csc(C)c2)c1,['N([C])([C])']
17,C[Si](C)(C)c1cc(-c2ccccc2)ccp1,[15],[Li]<-p1ccc(-c2ccccc2)cc1[Si](C)(C)C,['P([C])([C])']
17,C=Cc1cccc(CN2[C]N(CC)C=C2)c1,[9],[Be]=C1N(CC)C=CN1Cc1cccc(C=C)c1,['C_carb([N])([N])']
17,CC(=O)C12N=CN=CC1N(C(C)(C)C)C=N2,[15],[Li]<-N1=CN(C(C)(C)C)C2C=NC=NC21C(C)=O,['N([C])([C])']
17,CCc1ccc(Cc2nnc(CC)[nH]2)cc1,[13],[Li]<-[nH]1c(CC)nnc1Cc1ccc(CC)cc1,['N([C])([C])']
17,CCN1[C]N(C(C)C)c2cc(C)c(C)cc21,[3],[Be]=C1N(CC)c2cc(C)c(C)cc2N1C(C)C,['C_carb([N])([N])']
17,Cc1ccc(N=Nc2ccncc2C)cc1,[10],[Li]<-n1ccc(N=Nc2ccc(C)cc2)c(C)c1,['N([C])([C])']
17,c1ccc2c(c1)CCC(c1ccncc1)N2,[12],[Li]<-n1ccc(C2CCc3ccccc3N2)cc1,['N([C])([C])']
17,COC(=O)c1ccc(C[C]N(C)C)c(C)c1,[9],[Be]=C(Cc1ccc(C(=O)OC)cc1C)N(C)C,['C_carb([C])([N])']
17,COc1ccccc1NCc1ccccc1,[8],[Li]<-N(Cc1ccccc1)c1ccccc1OC,['N([C])([C])']
17,Clc1ccccc1C1=NCc2ccccc21,[8],[Li]<-N1=C(c2ccccc2Cl)c2ccccc2C1,['N([C])([C])']
17,C1=NCC(c2ccccc2)c2ccccc21,[1],[Li]<-N1=Cc2ccccc2C(c2ccccc2)C1,['N([C])([C])']
17,CC(=Nc1cncc(C)c1)c1ccccc1,[5],[Li]<-n1cc(C)cc(N=C(C)c2ccccc2)c1,['N([C])([C])']
17,CCCCN1[C]N(c2ccc(Br)cc2)C=C1,[5],[Be]=C1N(CCCC)C=CN1c1ccc(Br)cc1,['C_carb([N])([N])']
17,CC(C)(C)CN1[C]N(C2CCCCC2)CC1,[6],[Be]=C1N(CC(C)(C)C)CCN1C1CCCCC1,['C_carb([N])([N])']
17,CC(O)(O)N1[C]N(Cc2ccccc2)C=C1,[5],[Be]=C1N(Cc2ccccc2)C=CN1C(C)(O)O,['C_carb([N])([N])']
17,CC(=O)c1c(C)cnn1Cc1ccccc1,[7],[Li]<-n1cc(C)c(C(C)=O)n1Cc1ccccc1,['N([C])([N])']
17,CC(C)P(Cc1ccc(C#N)cc1)C(C)C,[3],[Li]<-P(Cc1ccc(C#N)cc1)(C(C)C)C(C)C,['P([C])([C])([C])']
17,CC(C)OP(=O)(Cl)C([Si](C)(C)C)[Si](C)(C)C,[5],[Li]<-O=P(Cl)(OC(C)C)C([Si](C)(C)C)[Si](C)(C)C,['O([P])']
17,Cc1cccc(C2=C(N(C)C(C)(C)C)[C]2)c1,[14],[Be]=C1C(c2cccc(C)c2)=C1N(C)C(C)(C)C,['C_carb([C])([C])']
17,CC(C)N1C[C]CNC1(N)c1ccccc1,[5],[Be]=C1CNC(N)(c2ccccc2)N(C(C)C)C1,['C_carb([C])([C])']
17,Cc1cccc(C)c1N=Cc1cccnc1,[8],[Li]<-N(=Cc1cccnc1)c1c(C)cccc1C,['N([C])([C])']
17,Cc1ncc(N)n1CN=Nc1ccccc1,[2],[Li]<-n1cc(N)n(CN=Nc2ccccc2)c1C,['N([C])([C])']
17,c1ccc(-c2ccnc3ccccc23)cc1,[7],[Li]<-n1ccc(-c2ccccc2)c2ccccc21,['N([C])([C])']
17,Cc1cc(N)n(Cc2ccccc2)c(=O)n1,[15],[Li]<-n1c(C)cc(N)n(Cc2ccccc2)c1=O,['N([C])([C])']
17,C=CP(OP(C)C(C)(C)C)c1ccccc1,[4],[Li]<-P(C)(OP(C=C)c1ccccc1)C(C)(C)C,['P([C])([O])([C])']
17,CP(c1ccccc1)c1c(F)cccc1F,[1],[Li]<-P(C)(c1ccccc1)c1c(F)cccc1F,['P([C])([C])([C])']
17,Cc1ccc(N2[C]N(C)CCCC2)c(C)c1,[6],[Be]=C1N(C)CCCCN1c1ccc(C)cc1C,['C_carb([N])([N])']
17,Cc1cccc(P(C)c2ccccc2C)c1,[6],[Li]<-P(C)(c1cccc(C)c1)c1ccccc1C,['P([C])([C])([C])']
17,CC(C)[n+]1ccccc1N=c1cccc[cH-]1,[9],[Li]<-N(c1cccc[n+]1C(C)C)=c1cccc[cH-]1,['N([C])([C])']
17,CC(C)(C)N[C]NC(=O)c1ccc(F)cc1,[5],[Be]=C(NC(=O)c1ccc(F)cc1)NC(C)(C)C,['C_carb([N])([N])']
17,CCN([C]C(C)=NN(C(C)C)C(C)C)CC,[3],[Be]=C(C(C)=NN(C(C)C)C(C)C)N(CC)CC,['C_carb([C])([N])']
17,Nc1ccccc1-c1nc2ccccc2[nH]1,[15],[Li]<-[nH]1c(-c2ccccc2N)nc2ccccc21,['N([C])([C])']
17,CC(C)P(C1=Cc2ccccc2C1)C(C)C,[3],[Li]<-P(C1=Cc2ccccc2C1)(C(C)C)C(C)C,['P([C])([C])([C])']
17,CCc1nccn1-c1c(C)cc(C)cc1C,[3],[Li]<-n1ccn(-c2c(C)cc(C)cc2C)c1CC,['N([C])([C])']
17,CC(=O)NNC(C)(CO)Cc1ccccn1,[15],[Li]<-n1ccccc1CC(C)(CO)NNC(C)=O,['N([C])([C])']
17,[C]1NC2CNCCC2N1Cc1ccccc1,[0],[Be]=C1NC2CNCCC2N1Cc1ccccc1,['C_carb([N])([N])']
17,Cc1nc2cc(N3C=CC=CC3)ccc2s1,[2],[Li]<-n1c(C)sc2ccc(N3C=CC=CC3)cc21,['N([C])([C])']
17,CC(C)=Nc1ccc(C(C)C)c(C(C)C)c1,[3],[Li]<-N(=C(C)C)c1ccc(C(C)C)c(C(C)C)c1,['N([C])([C])']
17,O=C(C[C]N1CCOCC1)c1ccccc1,[3],[Be]=C(CC(=O)c1ccccc1)N1CCOCC1,['C_carb([C])([N])']
17,COC(=O)C1CP(O)C2(C1)CC2C(=O)OC,[6],[Li]<-P1(O)CC(C(=O)OC)CC12CC2C(=O)OC,['P([O])([C])([C])']
17,CCCN1[C]N(Cc2ccc(Br)cc2)C=C1,[4],[Be]=C1N(CCC)C=CN1Cc1ccc(Br)cc1,['C_carb([N])([N])']
17,CC(C)(C)N1[C]N(C2CCCCCC2)C=C1,[5],[Be]=C1N(C2CCCCCC2)C=CN1C(C)(C)C,['C_carb([N])([N])']
17,c1ccc(P2CCc3ccccc3C2)cc1,[4],[Li]<-P1(c2ccccc2)CCc2ccccc2C1,['P([C])([C])([C])']
17,FC(F)(F)c1ccccc1Cn1ccnc1,[14],[Li]<-n1ccn(Cc2ccccc2C(F)(F)F)c1,['N([C])([C])']
17,CC(=O)OCC(C)(C)P(C(C)C)C(C)CO,[8],[Li]<-P(C(C)C)(C(C)CO)C(C)(C)COC(C)=O,['P([C])([C])([C])']
17,ClC(Cl)P(c1ccccc1)c1ccccc1,[3],[Li]<-P(c1ccccc1)(c1ccccc1)C(Cl)Cl,['P([C])([C])([C])']
17,N#Cc1ccccc1C=Cc1ccccc1,[0],[Li]<-N#Cc1ccccc1C=Cc1ccccc1,['N([C])']
17,PCN1Cc2ccccc2-c2ccccc21,[0],[Li]<-PCN1Cc2ccccc2-c2ccccc21,['P([C])']
17,CP(C)(=S)c1cccc(-c2ccccc2)c1,[3],[Li]<-S=P(C)(C)c1cccc(-c2ccccc2)c1,['S([P])']
17,COC(C)(C)CN1[C]N(C)C2(C)CCC1C2,[7],[Be]=C1N(CC(C)(C)OC)C2CCC(C)(C2)N1C,['C_carb([N])([N])']
17,CCP(=S)(c1ccccc1)c1ccccc1,[3],[Li]<-S=P(CC)(c1ccccc1)c1ccccc1,['S([P])']
17,CC(Cl)([N+]([O-])=Cc1ccccn1)C(F)(F)F,[11],[Li]<-n1ccccc1C=[N+]([O-])C(C)(Cl)C(F)(F)F,['N([C])([C])']
17,CSc1ccc(N=Nc2ccccn2)cc1,[13],[Li]<-n1ccccc1N=Nc1ccc(SC)cc1,['N([C])([C])']
