Atom count,Canonical SMILES,Connection IDs,Enriched SMILES,Coordination environment
30,OCc1ccc(NCc2ccccn2)cc1,"[6, 13]",OCc1ccc(N2->[Ir]<-n3ccccc3C2)cc1,"['N([C])([C])', 'N([C])([C])']"
30,CC(C)CN1[C]N(c2ccccn2)C=C1,"[5, 12]",CC(C)CN1C=CN2C1=[Be]->[Ir]<-n1ccccc12,"['Be([C])', 'N([C])([C])']"
30,Oc1ccc(C(n2cccn2)n2cccn2)cc1,"[10, 15]",Oc1ccc(C2n3cccn3->[Ir]<-n3cccn32)cc1,"['N([C])([N])', 'N([C])([N])']"
30,c1ccc(-c2nncn2Cc2ccccn2)cc1,"[8, 15]",c1ccc(-c2nncn23->[Ir]<-n2ccccc2C3)cc1,"['N([C])([C])', 'N([C])([C])([C])']"
30,Nc1cccc(-c2nncc(-c3ccccn3)n2)c1,"[16, 17]",Nc1cccc(-c2nncc3n2->[Ir]<-n2ccccc2-3)c1,"['N([C])([C])', 'N([C])([C])']"
30,CCN(CC)C1(C=N)C=CC=NC1,"[2, 7]",CCN1(CC)->[Ir]<-N=CC12C=CC=NC2,"['N([C])', 'N([C])([C])([C])']"
30,c1ccc(-c2cnn(Nc3ccccn3)c2)cc1,"[7, 14]",c1ccc(-c2cnn3(->[Ir]<-n4ccccc4N3)c2)cc1,"['N([C])([C])', 'N([N])([C])([N])']"
30,Oc1cnc(-c2ccccn2)c(-c2cccnc2)c1,"[3, 10]",Oc1cc(-c2cccnc2)c2n(->[Ir]<-n3ccccc3-2)c1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1ccc(C=[N+]([O-])C(C)(C)C)nc1,"[7, 12]",Cc1ccc2n(->[Ir]<-[O-][N+](C(C)(C)C)=C2)c1,"['N([C])([C])', 'O([N])']"
30,CC(=Nc1ccc(C(F)(F)F)cc1)c1ccccn1,"[2, 18]",CC1=N(c2ccc(C(F)(F)F)cc2)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
30,NCCNC(CO)C1(F)N=CC=CC1Cl,"[0, 3]",OCC(N1->[Ir]<-NCC1)C1(F)N=CC=CC1Cl,"['N([C])', 'N([C])([C])']"
30,CCN(CC)C(P)c1ccccn1,"[2, 12]",CCN1(CC)->[Ir]<-n2ccccc2C1P,"['N([C])([C])', 'N([C])([C])([C])']"
30,CCN1[C]N(c2ccccc2CN)C=C1,"[3, 12]",CCN1C=CN2C1=[Be]->[Ir]<-NCc1ccccc12,"['Be([C])', 'N([C])']"
30,Cc1cccc(C=Nc2ccccc2C(=O)O)n1,"[7, 17]",Cc1cccc2n1->[Ir]<-N(c1ccccc1C(=O)O)=C2,"['N([C])([C])', 'N([C])([C])']"
30,CC(=O)NN=C(CN)N=Cc1cccc(Cl)c1,"[7, 8]",CC(=O)NN=C1CN->[Ir]<-N1=Cc1cccc(Cl)c1,"['N([C])', 'N([C])([C])']"
30,N=C1C(=Nc2ccccc2)C=Cc2ccccc21,"[0, 3]",c1ccc(N2->[Ir]<-N=c3c=2ccc2ccccc32)cc1,"['N([C])', 'N([C])([C])']"
30,C=Cc1ccccc1NCc1ccccn1,"[8, 15]",C=Cc1ccccc1N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1ccc(C=Nc2cccc(C)c2)nc1,"[6, 14]",Cc1cccc(N2->[Ir]<-n3cc(C)ccc3C=2)c1,"['N([C])([C])', 'N([C])([C])']"
30,COC(=O)Cn1ccnc(Sc2ccccn2)c1=O,"[8, 16]",COC(=O)Cn1ccn2->[Ir]<-n3ccccc3Sc2c1=O,"['N([C])([C])', 'N([C])([C])']"
30,[C]1N(Cc2ccccc2)C=NN1c1ccccn1,"[0, 16]",[Be]1->[Ir]<-n2ccccc2N2N=CN(Cc3ccccc3)C=12,"['Be([C])', 'N([C])([C])']"
30,NC1Nc2ccccc2N1c1cnccc1P,"[9, 16]",NC1Nc2ccccc2N12->[Ir]<-Pc1ccncc12,"['N([C])([C])([C])', 'P([C])']"
30,c1ccc(Cn2ccc(-c3ccccn3)n2)nc1,"[5, 16]",c1ccc(-c2ccn3(->[Ir]<-n4ccccc4C3)n2)nc1,"['N([C])([C])', 'N([C])([N])([C])']"
30,[C]1N(Cc2ccccc2)C=CN1c1ccncn1,"[0, 16]",[Be]1->[Ir]<-n2cnccc2N2C=CN(Cc3ccccc3)C=12,"['Be([C])', 'N([C])([C])']"
30,OC(O)c1cccnc1-c1ncccc1C(O)O,"[7, 10]",OC(O)c1cccn2->[Ir]<-n3cccc(C(O)O)c3-c12,"['N([C])([C])', 'N([C])([C])']"
30,C=C1CCCC1NCc1ccccn1,"[6, 13]",C=C1CCCC1N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1cccnc1NC(=S)Nc1ccccc1,"[5, 9]",Cc1cccn2->[Ir]<-S=C(Nc3ccccc3)Nc12,"['N([C])([C])', 'S([C])']"
30,Cc1cc(C)c(N=Nc2ccccn2)c(O)c1,"[6, 13]",Cc1cc(C)c(N2->[Ir]<-n3ccccc3N=2)c(O)c1,"['N([C])([C])', 'N([C])([N])']"
30,Cc1c(O)cccc1NCc1ccccn1,"[8, 15]",Cc1c(O)cccc1N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
30,CC(C)(O)C1=NC(c2ccccc2)CO1,"[3, 5]",CC1(C)O->[Ir]<-N2=C1OCC2c1ccccc1,"['N([C])([C])', 'O([C])']"
30,COc1cccc(C=NNc2ccccn2)c1,"[8, 15]",COc1cccc(C=N2->[Ir]<-n3ccccc3N2)c1,"['N([C])([C])', 'N([C])([N])']"
30,Cc1noc(N2[C]N(c3ccccn3)C=C2)c1C,"[6, 13]",Cc1noc(N2C=CN3C2=[Be]->[Ir]<-n2ccccc23)c1C,"['Be([C])', 'N([C])([C])']"
30,CC1(C)C=COC(=Nc2ccccc2)C1=N,"[7, 15]",CC1(C)C=COC2=N(c3ccccc3)->[Ir]<-N=C21,"['N([C])', 'N([C])([C])']"
30,CCN(CC)CCN(C)C,"[2, 7]",CCN1(CC)->[Ir]<-N(C)(C)CC1,"['N([C])([C])([C])', 'N([C])([C])([C])']"
30,CC(N)=CN=C(N(C)C)N(C)C,"[2, 4]",CC1=CN(=C(N(C)C)N(C)C)->[Ir]<-N1,"['N([C])', 'N([C])([C])']"
30,Oc1cccc(CNCc2ccccn2)c1,"[7, 14]",Oc1cccc(CN2->[Ir]<-n3ccccc3C2)c1,"['N([C])([C])', 'N([C])([C])']"
30,CN(C=N)C(=Nc1cc[nH]c1)c1ccncc1,"[3, 5]",CN1C=N->[Ir]<-N(c2cc[nH]c2)=C1c1ccncc1,"['N([C])', 'N([C])([C])']"
30,Cc1ccccc1N=CN=Nc1ccccc1,"[7, 10]",Cc1ccccc1N1->[Ir]<-N(c2ccccc2)=NC=1,"['N([C])([C])', 'N([C])([N])']"
30,CC1(C)CNC(c2nc3ccccc3[nH]2)=N1,"[14, 15]",CC1(C)CNC2=N1->[Ir]<-[nH]1c2nc2ccccc21,"['N([C])([C])', 'N([C])([C])']"
30,Oc1ccccc1N=Cc1ccc2cccnc2n1,"[7, 18]",Oc1ccccc1N1->[Ir]<-n2c(ccc3cccnc32)C=1,"['N([C])([C])', 'N([C])([C])']"
30,Nc1cnc(-c2cnccn2)nc1-c1ccccc1,"[10, 11]",Nc1cnc2n(->[Ir]<-n3ccncc3-2)c1-c1ccccc1,"['N([C])([C])', 'N([C])([C])']"
30,C=Cc1cccc(NCc2ccccn2)c1,"[7, 14]",C=Cc1cccc(N2->[Ir]<-n3ccccc3C2)c1,"['N([C])([C])', 'N([C])([C])']"
30,OC(O)c1ccnc(-c2ncccc2C(O)O)c1,"[6, 9]",OC(O)c1ccn2->[Ir]<-n3cccc(C(O)O)c3-c2c1,"['N([C])([C])', 'N([C])([C])']"
30,Clc1ccc(-c2ccnc(-c3ccccn3)c2)cc1,"[8, 15]",Clc1ccc(-c2ccn3->[Ir]<-n4ccccc4-c3c2)cc1,"['N([C])([C])', 'N([C])([C])']"
30,COc1ccc(N=Nc2cc(C)ccn2)cc1,"[6, 14]",COc1ccc(N2->[Ir]<-n3ccc(C)cc3N=2)cc1,"['N([C])([C])', 'N([C])([N])']"
30,Cc1cscc1-c1ncn(Cc2ccccn2)n1,"[9, 16]",Cc1cscc1-c1ncn2(->[Ir]<-n3ccccc3C2)n1,"['N([C])([C])', 'N([C])([N])([C])']"
30,Nc1cccnc1NCC#Cc1ccccc1,"[0, 7]",C(#Cc1ccccc1)CN1->[Ir]<-Nc2cccnc21,"['N([C])', 'N([C])([C])']"
30,CCN=C(c1ccccc1)c1ccccn1,"[2, 15]",CCN1->[Ir]<-n2ccccc2C=1c1ccccc1,"['N([C])([C])', 'N([C])([C])']"
30,COc1ccccc1C=NNc1ccccn1,"[9, 16]",COc1ccccc1C=N1->[Ir]<-n2ccccc2N1,"['N([C])([C])', 'N([C])([N])']"
30,CS(=O)(=O)c1ccc(N=Cc2ccccn2)cc1,"[8, 15]",CS(=O)(=O)c1ccc(N2->[Ir]<-n3ccccc3C=2)cc1,"['N([C])([C])', 'N([C])([C])']"
30,COC(=O)c1cccc(-c2nc3ccccc3[nH]2)n1,"[10, 18]",COC(=O)c1cccc2n1->[Ir]<-n1c-2[nH]c2ccccc21,"['N([C])([C])', 'N([C])([C])']"
30,c1ccc(CNNCc2cccnc2)nc1,"[5, 14]",c1cncc(CNN2->[Ir]<-n3ccccc3C2)c1,"['N([C])([C])', 'N([N])([C])']"
30,CCOC(=O)CN1[C]N(c2cccc(Cl)n2)C=C1,"[7, 15]",CCOC(=O)CN1C=CN2C1=[Be]->[Ir]<-n1c(Cl)cccc12,"['Be([C])', 'N([C])([C])']"
30,NC1(C2(N)CCCN2)CCNC1,"[0, 3]",C1CNC2(C1)N->[Ir]<-NC21CCNC1,"['N([C])', 'N([C])']"
30,O=C(O)CNCCNC1=CCCC=C1,"[4, 7]",O=C(O)CN1->[Ir]<-N(C2=CCCC=C2)CC1,"['N([C])([C])', 'N([C])([C])']"
30,O=C(NNCc1ccccn1)c1ccccc1,"[3, 10]",O=C(NN1->[Ir]<-n2ccccc2C1)c1ccccc1,"['N([C])([C])', 'N([N])([C])']"
30,Clc1ccnc(CCN=Cc2ccccc2)c1,"[4, 8]",Clc1ccn2->[Ir]<-N(=Cc3ccccc3)CCc2c1,"['N([C])([C])', 'N([C])([C])']"
30,CCOC(=O)C(=N)C(C)=Nc1ccc(Br)cc1,"[6, 9]",CCOC(=O)C1=N->[Ir]<-N(c2ccc(Br)cc2)=C1C,"['N([C])', 'N([C])([C])']"
30,[SH2+]c1c[nH]nc1-c1ccnc(Cn2cccn2)c1,"[9, 12]",[SH2+]c1c[nH]nc1-c1ccn2->[Ir]<-n3(cccn3)Cc2c1,"['N([C])([C])', 'N([C])([C])([N])']"
30,S=C(Nc1ccccc1)C(=S)Nc1ccccc1,"[0, 10]",c1ccc(NC2=S->[Ir]<-S=C2Nc2ccccc2)cc1,"['S([C])', 'S([C])']"
30,Oc1ccc(C2COC(c3ccccn3)=N2)cc1,"[14, 15]",Oc1ccc(C2COC3=N2->[Ir]<-n2ccccc23)cc1,"['N([C])([C])', 'N([C])([C])']"
30,Nc1ccccc1-c1cnnc(-c2ccccn2)n1,"[10, 17]",Nc1ccccc1-c1cnn2->[Ir]<-n3ccccc3-c2n1,"['N([C])([C])', 'N([N])([C])']"
30,Cc1ccccc1S(=O)(=O)N=Cc1ccccn1,"[10, 17]",Cc1ccccc1S(=O)(=O)N1->[Ir]<-n2ccccc2C=1,"['N([C])([C])', 'N([S])([C])']"
30,Cc1cccc(NC(=S)Nc2ccccc2)n1,"[8, 16]",Cc1cccc2n1->[Ir]<-S=C(Nc1ccccc1)N2,"['N([C])([C])', 'S([C])']"
30,COc1ccccc1NCc1ccccn1,"[8, 15]",COc1ccccc1N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
30,O=C(c1ccccc1)n1ccc(-c2ccccn2)n1,"[17, 18]",O=C(c1ccccc1)n1ccc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([N])']"
30,O=C1Cc2ccccc2CC1=Nc1ccncc1,"[0, 11]",c1ccc2c(c1)CC1=O->[Ir]<-N(c3ccncc3)=C1C2,"['N([C])([C])', 'O([C])']"
30,CC(O)SC1(C=N)CN=C(C(C)C)O1,"[3, 6]",CC(C)C1=NCC2(C=N->[Ir]<-S2C(C)O)O1,"['N([C])', 'S([C])([C])']"
30,Brc1ccc(N=Cc2ccc3ccccc3n2)cc1,"[5, 16]",Brc1ccc(N2->[Ir]<-n3c(ccc4ccccc43)C=2)cc1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1ccncc1-c1cc(-c2ccccn2)[nH]n1,"[15, 16]",Cc1ccncc1-c1cc2[nH](->[Ir]<-n3ccccc3-2)n1,"['N([C])([C])', 'N([C])([N])']"
30,CC(=NCc1ccccc1)c1ccccn1,"[2, 15]",CC1=N(Cc2ccccc2)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
30,Cc1cccc(Cc2nc3ccccc3[nH]2)n1,"[8, 16]",Cc1cccc2n1->[Ir]<-n1c([nH]c3ccccc31)C2,"['N([C])([C])', 'N([C])([C])']"
30,COc1cccc(C(P)c2ccccn2)c1,"[8, 14]",COc1cccc(C2P->[Ir]<-n3ccccc32)c1,"['N([C])([C])', 'P([C])']"
30,Cc1cccc(Sc2ccncc2N)c1C,"[6, 13]",Cc1cccc(S2->[Ir]<-Nc3cnccc32)c1C,"['N([C])', 'S([C])([C])']"
30,CC(=Nc1ccc(C)cc1)c1ccccn1,"[2, 15]",CC1=N(c2ccc(C)cc2)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
30,CC(C)CN1[C]N(c2cccc(Cl)n2)C=C1,"[5, 13]",CC(C)CN1C=CN2C1=[Be]->[Ir]<-n1c(Cl)cccc12,"['Be([C])', 'N([C])([C])']"
30,Cc1cccc(N2[C]N(c3ccccn3)C=C2)n1,"[7, 14]",Cc1cccc(N2C=CN3C2=[Be]->[Ir]<-n2ccccc23)n1,"['Be([C])', 'N([C])([C])']"
30,c1ccc(CN2Cc3ccccc3C2)nc1,"[5, 14]",c1ccc2c(c1)CN1(->[Ir]<-n3ccccc3C1)C2,"['N([C])([C])', 'N([C])([C])([C])']"
30,CC(C)=NN1C(=S)c2ccccc2NC1N,"[3, 6]",CC(C)=N1->[Ir]<-S=C2c3ccccc3NC(N)N21,"['N([C])([N])', 'S([C])']"
30,Cc1ccccc1-n1cc(-c2ccccn2)nn1,"[15, 16]",Cc1ccccc1-n1cc2n(->[Ir]<-n3ccccc3-2)n1,"['N([C])([C])', 'N([C])([N])']"
30,Nc1ccncc1-n1cnc(-c2cccc(O)c2)n1,"[0, 7]",Oc1cccc(-c2ncn3(->[Ir]<-Nc4ccncc4-3)n2)c1,"['N([C])', 'N([C])([N])([C])']"
30,C(=Nc1cc(-c2ccccc2)on1)c1ccccn1,"[1, 18]",C1=N(c2cc(-c3ccccc3)on2)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
30,Clc1cccc(-c2cccnc2-c2ccccn2)c1,"[10, 17]",Clc1cccc(-c2cccn3->[Ir]<-n4ccccc4-c23)c1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1cc(C)cc(NC(=O)C(C)C=O)c1,"[9, 13]",Cc1cc(C)cc(NC2=O->[Ir]<-O=CC2C)c1,"['O([C])', 'O([C])']"
30,Brc1cc(-c2ccccc2)cc(-c2ccccn2)n1,"[17, 18]",Brc1cc(-c2ccccc2)cc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([C])']"
30,CCN(C)CC[Se]c1ccccc1,"[2, 6]",CCN1(C)->[Ir]<-[Se](c2ccccc2)CC1,"['N([C])([C])([C])', 'Se([C])([C])']"
30,CCc1nc(Cc2ccccn2)c(C)[nH]1,"[3, 11]",CCc1[nH]c(C)c2n1->[Ir]<-n1ccccc1C2,"['N([C])([C])', 'N([C])([C])']"
30,NC1(C=NC(=O)c2ccccc2)CC=CC=N1,"[0, 3]",O=C(c1ccccc1)N1->[Ir]<-NC2(C=1)CC=CC=N2,"['N([C])', 'N([C])([C])']"
30,Cc1cccc(C(N=N)=Nc2cccc(Cl)c2)c1,"[8, 9]",Cc1cccc(C2=N(c3cccc(Cl)c3)->[Ir]<-N=N2)c1,"['N([C])([C])', 'N([N])']"
30,NC1(c2ncccc2Br)C=c2ccccc2=NC1,"[0, 3]",Brc1cccn2->[Ir]<-NC3(C=c4ccccc4=NC3)c12,"['N([C])', 'N([C])([C])']"
30,CC1C(Cl)=CC=CN1NCc1ccccn1,"[8, 15]",CC1C(Cl)=CC=CN1N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([N])([C])']"
30,Cc1noc(C)c1-n1nccc1-c1ccccn1,"[7, 17]",Cc1noc(C)c1-n12->[Ir]<-n3ccccc3-c1ccn2,"['N([C])([C])', 'N([C])([C])([N])']"
30,CC(=NN(C=S)C(C)N)c1ccccc1,"[2, 5]",CC(c1ccccc1)=N1->[Ir]<-S=CN1C(C)N,"['N([C])([N])', 'S([C])']"
30,COC(=O)CCN1[C]N(c2ccccn2)C=C1,"[7, 14]",COC(=O)CCN1C=CN2C1=[Be]->[Ir]<-n1ccccc12,"['Be([C])', 'N([C])([C])']"
30,CN1CCNCCN(C)CC1,"[4, 7]",CN1CCN2->[Ir]<-N(C)(CC1)CC2,"['N([C])([C])', 'N([C])([C])([C])']"
30,Cn1c(C(C)(C)C=N)nc2ccccc21,"[7, 8]",Cn1c2n(->[Ir]<-N=CC2(C)C)c2ccccc21,"['N([C])', 'N([C])([C])']"
30,CC(C)C1=NCC(N)(c2ccccn2)O1,"[7, 13]",CC(C)C1=NCC2(N->[Ir]<-n3ccccc32)O1,"['N([C])', 'N([C])([C])']"
30,COc1ccnc(-c2ccc3cc(F)ccc3n2)c1,"[5, 17]",COc1ccn2->[Ir]<-n3c(ccc4cc(F)ccc43)-c2c1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1c(-c2ccccn2)n[nH]c1-c1ccccn1,"[10, 17]",Cc1c(-c2ccccn2)n[nH]2->[Ir]<-n3ccccc3-c12,"['N([C])([C])', 'N([N])([C])']"
30,CC1(CO)COC(C(C)(C)C=NO)=N1,"[11, 13]",CC1(C)C=N(O)->[Ir]<-N2=C1OCC2(C)CO,"['N([C])([C])', 'N([C])([O])']"
30,CC(=O)NCc1cccc(-c2ccccn2)n1,"[15, 16]",CC(=O)NCc1cccc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([C])']"
30,COc1cccc(N=Nc2ccc(C)cn2)c1,"[7, 15]",COc1cccc(N2->[Ir]<-n3cc(C)ccc3N=2)c1,"['N([C])([C])', 'N([C])([N])']"
30,CN1CCN(Cc2ccccn2)CC1=O,"[4, 11]",CN1CCN2(->[Ir]<-n3ccccc3C2)CC1=O,"['N([C])([C])', 'N([C])([C])([C])']"
30,N=CN(C(=N)c1ccccc1)c1ccccc1,"[0, 4]",C1=N->[Ir]<-N=C(c2ccccc2)N1c1ccccc1,"['N([C])', 'N([C])']"
30,NC1(c2ccccn2)Nc2ccccc2N1C=O,"[0, 7]",O=CN1c2ccccc2NC12N->[Ir]<-n1ccccc12,"['N([C])', 'N([C])([C])']"
30,N=CC1(C=Nc2ccccc2)C=CC=CC1,"[0, 4]",C1=CCC2(C=C1)C=N->[Ir]<-N(c1ccccc1)=C2,"['N([C])', 'N([C])([C])']"
30,NCCNCC(N)c1ccccc1,"[0, 3]",NC(CN1->[Ir]<-NCC1)c1ccccc1,"['N([C])', 'N([C])([C])']"
30,CC(C)C1COC(CN(C)C)=N1,"[8, 11]",CC(C)C1COC2=N1->[Ir]<-N(C)(C)C2,"['N([C])([C])', 'N([C])([C])([C])']"
30,Oc1cc(-c2ccccn2)cc(-c2ccccn2)n1,"[17, 18]",Oc1cc(-c2ccccn2)cc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([C])']"
30,Clc1nc2ccccc2nc1-n1cc(-c2cccs2)cn1,"[9, 20]",Clc1nc2ccccc2n2->[Ir]<-n3cc(-c4cccs4)cn3-c12,"['N([C])([C])', 'N([C])([N])']"
30,CCN(CC)C1(C=N)CC=CC=N1,"[2, 7]",CCN1(CC)->[Ir]<-N=CC12CC=CC=N2,"['N([C])', 'N([C])([C])([C])']"
30,c1ccc(-c2ccnn2Nc2ccccn2)cc1,"[8, 15]",c1ccc(-c2ccnn23->[Ir]<-n2ccccc2N3)cc1,"['N([C])([C])', 'N([N])([C])([N])']"
30,CC(=NC(C)(C)ON)c1ccccc1,"[2, 7]",CC(c1ccccc1)=N1->[Ir]<-NOC1(C)C,"['N([C])([C])', 'N([O])']"
30,Cc1cnn(NC(C)(C)NN)c1C,"[4, 10]",Cc1cnn2(->[Ir]<-NNC(C)(C)N2)c1C,"['N([N])', 'N([N])([C])([N])']"
30,CN(C)C(=S)c1cccc(-c2ccccn2)n1,"[15, 16]",CN(C)C(=S)c1cccc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([C])']"
30,N=C1OC(c2ccccc2)=NC1=Nc1ccccc1,"[0, 12]",c1ccc(-c2nc3c(o2)=N->[Ir]<-N=3c2ccccc2)cc1,"['N([C])', 'N([C])([C])']"
30,Cc1nc(-c2ccccn2)nn1-c1ccccc1,"[9, 10]",Cc1nc2n(->[Ir]<-n3ccccc3-2)n1-c1ccccc1,"['N([C])([C])', 'N([C])([N])']"
30,CSCCCP(C)c1ccccc1,"[1, 5]",CS1->[Ir]<-P(C)(c2ccccc2)CCC1,"['P([C])([C])([C])', 'S([C])([C])']"
30,Nc1cccc(CNc2cnccc2N)c1,"[7, 14]",Nc1cccc(CN2->[Ir]<-Nc3ccncc32)c1,"['N([C])', 'N([C])([C])']"
30,COc1cccc(C=Nc2cccc(N)c2)n1,"[8, 16]",COc1cccc2n1->[Ir]<-N(c1cccc(N)c1)=C2,"['N([C])([C])', 'N([C])([C])']"
30,NCc1ccc(-c2ncccc2CN)nc1,"[7, 14]",NCc1ccc2n(->[Ir]<-n3cccc(CN)c3-2)c1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1cc(C)cc(Nc2ncccc2O)c1,"[7, 14]",Cc1cc(C)cc(N2->[Ir]<-Oc3cccnc32)c1,"['N([C])([C])', 'O([C])']"
30,CC(N=C1CCCC1)c1ccccn1,"[2, 13]",CC1c2ccccn2->[Ir]<-N1=C1CCCC1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1nc2ccccc2n1Cc1ccccn1,"[9, 16]",Cc1nc2ccccc2n12->[Ir]<-n1ccccc1C2,"['N([C])([C])', 'N([C])([C])([C])']"
30,CC(C)C1=CC=C(C(C)C)C(=O)C1=O,"[11, 13]",CC(C)c1ccc(C(C)C)c2c1=O->[Ir]<-O=2,"['O([C])', 'O([C])']"
30,Cn1ccnc1C(=O)Cc1nc2ccccc2[nH]1,"[4, 10]",Cn1ccn2->[Ir]<-n3c([nH]c4ccccc43)CC(=O)c12,"['N([C])([C])', 'N([C])([C])']"
30,NC1(N2[C]C=CC3C=CC=CC32)NC=CN1,"[3, 15]",NC12NC=CN1->[Ir]<-[Be]=C1C=CC3C=CC=CC3N12,"['Be([C])', 'N([C])([C])']"
30,N=C1C=CC=CC1C(=N)N=Cc1ccc(Cl)cc1,"[0, 9]",N=C1C2C=CC=CC2=N->[Ir]<-N1=Cc1ccc(Cl)cc1,"['N([C])', 'N([C])([C])']"
30,Cc1cncc(CN=Nc2cnccc2N)c1,"[8, 15]",Cc1cncc(CN=N2->[Ir]<-Nc3ccncc32)c1,"['N([C])', 'N([N])([C])']"
30,NC=CNC1(c2ccccn2)CC=CC=N1,"[0, 10]",C1=CCC2(N=C1)NC=CN->[Ir]<-n1ccccc12,"['N([C])', 'N([C])([C])']"
30,c1ccc(-n2nnnc2CSc2ccccn2)cc1,"[4, 16]",c1ccc(-n23->[Ir]<-n4ccccc4SCc2nnn3)cc1,"['N([C])([C])', 'N([C])([C])([N])']"
30,CC=NNC(=O)c1ccc(N(C)C)cc1,"[2, 5]",CC=N1->[Ir]<-O=C(c2ccc(N(C)C)cc2)N1,"['N([C])([N])', 'O([C])']"
30,COc1cccc(NCc2ccccn2)c1,"[7, 14]",COc1cccc(N2->[Ir]<-n3ccccc3C2)c1,"['N([C])([C])', 'N([C])([C])']"
30,CN(C)CCNC(C)(C)C,"[1, 5]",CC(C)(C)N1->[Ir]<-N(C)(C)CC1,"['N([C])([C])', 'N([C])([C])([C])']"
30,NC(=S)NN=C(c1ccccc1)c1ccccn1,"[4, 17]",NC(=S)NN1->[Ir]<-n2ccccc2C=1c1ccccc1,"['N([C])([C])', 'N([N])([C])']"
30,C=C(C=Nc1cnccc1N)c1ccccc1,"[3, 10]",C=C(C=N1->[Ir]<-Nc2ccncc21)c1ccccc1,"['N([C])', 'N([C])([C])']"
30,CC(C)C1=NCC(C=N)(N(C)C)O1,"[8, 9]",CC(C)C1=NCC2(C=N->[Ir]<-N2(C)C)O1,"['N([C])', 'N([C])([C])([C])']"
30,CN(C)CCN=Cc1ccc(O)cc1,"[1, 5]",CN1(C)->[Ir]<-N(=Cc2ccc(O)cc2)CC1,"['N([C])([C])', 'N([C])([C])([C])']"
30,COc1ccccc1C(P)c1ccccn1,"[9, 15]",COc1ccccc1C1P->[Ir]<-n2ccccc21,"['N([C])([C])', 'P([C])']"
30,Cc1cn[nH]c1-c1cc2[nH]nc(C)c2c(C=N)n1,"[4, 16]",Cc1cn[nH]2->[Ir]<-N=Cc3nc(cc4[nH]nc(C)c34)-c12,"['N([C])', 'N([N])([C])']"
30,Oc1ccc(CNCc2ccccn2)cc1,"[6, 13]",Oc1ccc(CN2->[Ir]<-n3ccccc3C2)cc1,"['N([C])([C])', 'N([C])([C])']"
30,C=Cc1ccc(NCc2ccccn2)cc1,"[6, 13]",C=Cc1ccc(N2->[Ir]<-n3ccccc3C2)cc1,"['N([C])([C])', 'N([C])([C])']"
30,OC(O)c1cccc(-c2ncccc2C(O)O)n1,"[9, 17]",OC(O)c1cccn2->[Ir]<-n3c(cccc3C(O)O)-c12,"['N([C])([C])', 'N([C])([C])']"
30,CC(C)NC(=S)SC(N)c1ccccn1,"[8, 14]",CC(C)NC(=S)SC1N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
30,N=C1C=C(C(=O)Nc2ccccc2)CCC1=N,"[0, 16]",O=C(Nc1ccccc1)C1=CC2=N->[Ir]<-N=C2CC1,"['N([C])', 'N([C])']"
30,CCNC1Nc2ccccc2NC1N,"[2, 13]",CCN1->[Ir]<-NC2Nc3ccccc3NC21,"['N([C])', 'N([C])([C])']"
30,Cc1cc(C)n(-c2c(C)c(C)nn2N)n1,"[13, 14]",Cc1nn2c(c1C)-n1c(C)cc(C)n1->[Ir]<-N2,"['N([C])([N])', 'N([N])']"
30,[C]NC12C=CC=CC1(N(C)C)N(C)C=N2,"[0, 8]",CN1C=NC23C=CC=CC12N(C)(C)->[Ir]<-[Be]=CN3,"['Be([C])', 'N([C])([C])([C])']"
30,CSC(=O)C(C)n1nccc1-c1ccccn1,"[6, 16]",CSC(=O)C(C)n12->[Ir]<-n3ccccc3-c1ccn2,"['N([C])([C])', 'N([C])([C])([N])']"
30,Oc1cccnc1Cn1nncc1-c1ccccn1,"[8, 18]",Oc1cccnc1Cn12->[Ir]<-n3ccccc3-c1cnn2,"['N([C])([C])', 'N([C])([C])([N])']"
