Ligand ID,Heavy atom count,Canonical SMILES,Connection IDs,Enriched SMILES,Coordination environment
uncond_mono-min15k-2655,11,CSC(=S)c1ccccc1,[3],[Li]<-S=C(SC)c1ccccc1,['S([C])']
uncond_mono-min15k-2656,11,CCN=Cc1ccccn1,[9],[Li]<-n1ccccc1C=NCC,['N([C])([C])']
uncond_mono-min15k-2657,11,CC(=O)Cc1ccncc1,[7],[Li]<-n1ccc(CC(C)=O)cc1,['N([C])([C])']
uncond_mono-min15k-2658,11,CC(=N)N1CCCCC1C,[2],[Li]<-N=C(C)N1CCCCC1C,['N([C])']
uncond_mono-min15k-2659,11,Cc1ccc(C(N)=O)cc1,[7],[Li]<-O=C(N)c1ccc(C)cc1,['O([C])']
uncond_mono-min15k-2660,11,CN1[C]N(C(C)(C)C)C=C1,[2],[Be]=C1N(C)C=CN1C(C)(C)C,['C_carb([N])([N])']
uncond_mono-min15k-2661,11,C[Si](C)(C)C(P)[Si](C)(C)C,[5],[Li]<-PC([Si](C)(C)C)[Si](C)(C)C,['P([C])']
uncond_mono-min15k-2662,11,C=C(C)N=C1CCC(N)C1,[3],[Li]<-N(C(=C)C)=C1CCC(N)C1,['N([C])([C])']
uncond_mono-min15k-2663,11,CN([O-])c1ccc(Br)cc1,[2],[Li]<-[O-]N(C)c1ccc(Br)cc1,['O([N])']
uncond_mono-min15k-2664,11,CC(=S)c1cncc(N)c1,[5],[Li]<-n1cc(N)cc(C(C)=S)c1,['N([C])([C])']
uncond_mono-min15k-2665,11,NC(CCl)c1ccccc1,[0],[Li]<-NC(CCl)c1ccccc1,['N([C])']
uncond_mono-min15k-2666,11,CC(=O)Nc1cccnc1,[8],[Li]<-n1cccc(NC(C)=O)c1,['N([C])([C])']
uncond_mono-min15k-2667,11,CC(C)=C(C)n1cncn1,[7],[Li]<-n1cnn(C(C)=C(C)C)c1,['N([C])([C])']
uncond_mono-min15k-2668,11,CC(C)(N)Cn1ccnc1,[3],[Li]<-NC(C)(C)Cn1ccnc1,['N([C])']
uncond_mono-min15k-2669,11,NC(=O)Cc1ccncc1,[7],[Li]<-n1ccc(CC(N)=O)cc1,['N([C])([C])']
uncond_mono-min15k-2670,11,O=NCc1ccccc1Cl,[1],[Li]<-N(=O)Cc1ccccc1Cl,['N([O])([C])']
uncond_mono-min15k-2671,11,Cc1c[nH]c2ccncc12,[7],[Li]<-n1ccc2[nH]cc(C)c2c1,['N([C])([C])']
uncond_mono-min15k-2672,11,CN(C)C1CC2CCC1S2,[9],[Li]<-S1C2CCC1C(N(C)C)C2,['S([C])([C])']
uncond_mono-min15k-2673,11,CN(C)Cc1nc(N)c[nH]1,[9],[Li]<-[nH]1cc(N)nc1CN(C)C,['N([C])([C])']
uncond_mono-min15k-2674,11,C[C]NCc1ccccc1,[1],[Be]=C(C)NCc1ccccc1,['C_carb([C])([N])']
uncond_mono-min15k-2675,11,CCO[C]c1ccccc1,[3],[Be]=C(OCC)c1ccccc1,['C_carb([O])([C])']
uncond_mono-min15k-2676,11,CC(C)(C)c1c[nH]c(N)n1,[6],[Li]<-[nH]1cc(C(C)(C)C)nc1N,['N([C])([C])']
uncond_mono-min15k-2677,11,COC(Cl)c1ccccn1,[9],[Li]<-n1ccccc1C(Cl)OC,['N([C])([C])']
uncond_mono-min15k-2678,11,N#Cc1ccc(C=N)cc1,[7],[Li]<-N=Cc1ccc(C#N)cc1,['N([C])']
uncond_mono-min15k-2679,11,CC(C)(N)c1ccccn1,[9],[Li]<-n1ccccc1C(C)(C)N,['N([C])([C])']
uncond_mono-min15k-2680,11,NC(=O)c1cncc(O)c1,[5],[Li]<-n1cc(O)cc(C(N)=O)c1,['N([C])([C])']
uncond_mono-min15k-2681,11,CC(C)NCc1ccsc1,[3],[Li]<-N(Cc1ccsc1)C(C)C,['N([C])([C])']
uncond_mono-min15k-2682,11,COC(O)c1cccnc1,[8],[Li]<-n1cccc(C(O)OC)c1,['N([C])([C])']
uncond_mono-min15k-2683,11,CC1[C]CC(C)(N(C)C)O1,[2],[Be]=C1CC(C)(N(C)C)OC1C,['C_carb([C])([C])']
uncond_mono-min15k-2684,11,COc1cccc(C#N)c1,[8],[Li]<-N#Cc1cccc(OC)c1,['N([C])']
uncond_mono-min15k-2685,11,Cc1cnc(CO)n1CO,[3],[Li]<-n1cc(C)n(CO)c1CO,['N([C])([C])']
uncond_mono-min15k-2686,11,CC(=N)Cc1ccccc1,[2],[Li]<-N=C(C)Cc1ccccc1,['N([C])']
uncond_mono-min15k-2687,11,CCN1[C]N(CCO)CC1,[3],[Be]=C1N(CC)CCN1CCO,['C_carb([N])([N])']
uncond_mono-min15k-2688,11,Cc1c(N)[nH]c(=O)[nH]c1=S,[9],[Li]<-S=c1[nH]c(=O)[nH]c(N)c1C,['S([C])']
uncond_mono-min15k-2689,11,Cc1cc(C(C)(C)C)[nH]n1,[9],[Li]<-n1[nH]c(C(C)(C)C)cc1C,['N([N])([C])']
uncond_mono-min15k-2690,11,CCN=Nc1ccccc1,[2],[Li]<-N(CC)=Nc1ccccc1,['N([C])([N])']
uncond_mono-min15k-2691,11,O=Nc1c(F)cccc1F,[1],[Li]<-N(=O)c1c(F)cccc1F,['N([O])([C])']
uncond_mono-min15k-2692,11,C[C]Nc1ccccc1C,[1],[Be]=C(C)Nc1ccccc1C,['C_carb([C])([N])']
uncond_mono-min15k-2693,11,CSC(=N)c1ccccc1,[3],[Li]<-N=C(SC)c1ccccc1,['N([C])']
uncond_mono-min15k-2694,11,CC(C)(C)N1[C]NC(N)=C1,[5],[Be]=C1NC(N)=CN1C(C)(C)C,['C_carb([N])([N])']
uncond_mono-min15k-2695,11,CC(C)N1CCCNC1=S,[9],[Li]<-S=C1NCCCN1C(C)C,['S([C])']
uncond_mono-min15k-2696,11,CC(C)CC(O)C(F)(F)F,[5],[Li]<-OC(CC(C)C)C(F)(F)F,['O([C])']
uncond_mono-min15k-2697,11,COc1ccccc1[C]N,[8],[Be]=C(N)c1ccccc1OC,['C_carb([N])([C])']
uncond_mono-min15k-2698,11,CCSC(C)n1ccnc1,[8],[Li]<-n1ccn(C(C)SCC)c1,['N([C])([C])']
uncond_mono-min15k-2699,11,F[C]Nc1ccccc1I,[1],[Be]=C(F)Nc1ccccc1I,['C_carb([F])([N])']
uncond_mono-min15k-2700,11,CC(=O)c1ncncc1N,[4],[Li]<-n1cncc(N)c1C(C)=O,['N([C])([C])']
uncond_mono-min15k-2701,11,Cc1ccc(NC=N)cc1,[7],[Li]<-N=CNc1ccc(C)cc1,['N([C])']
uncond_mono-min15k-2702,11,CCB(CC)OC(=N)CC,[7],[Li]<-N=C(CC)OB(CC)CC,['N([C])']
uncond_mono-min15k-2703,11,Cc1csc2cnncc12,[6],[Li]<-n1cc2scc(C)c2cn1,['N([C])([N])']
uncond_mono-min15k-2704,11,CCC(=N)ON1CCCC1,[3],[Li]<-N=C(CC)ON1CCCC1,['N([C])']
uncond_mono-min15k-2705,11,CC(CO)CP1OC1(O)O,[5],[Li]<-P1(CC(C)CO)OC1(O)O,['P([C])([O])([C])']
uncond_mono-min15k-2706,11,COC(=O)c1ccncn1,[9],[Li]<-n1cnccc1C(=O)OC,['N([C])([C])']
uncond_mono-min15k-2707,11,CC(=O)Nc1ncccn1,[5],[Li]<-n1cccnc1NC(C)=O,['N([C])([C])']
uncond_mono-min15k-2708,11,N#Cc1ccc(CO)cc1,[7],[Li]<-OCc1ccc(C#N)cc1,['O([C])']
uncond_mono-min15k-2709,11,C=C(OCC)C(=N)C1CC1,[6],[Li]<-N=C(C(=C)OCC)C1CC1,['N([C])']
uncond_mono-min15k-2710,11,Cc1cn[nH]c1C(C)(C)C,[4],[Li]<-[nH]1ncc(C)c1C(C)(C)C,['N([N])([C])']
uncond_mono-min15k-2711,11,COc1ccccc1C=O,[9],[Li]<-O=Cc1ccccc1OC,['O([C])']
uncond_mono-min15k-2712,11,CC(C)(O)c1cc(O)n[nH]1,[8],[Li]<-n1[nH]c(C(C)(C)O)cc1O,['N([N])([C])']
uncond_mono-min15k-2713,11,CC(=S)SCC(=S)N(C)C,[2],[Li]<-S=C(C)SCC(=S)N(C)C,['S([C])']
uncond_mono-min15k-2714,11,O=C1CNc2ccccc21,[0],[Li]<-O=C1CNc2ccccc21,['O([C])']
uncond_mono-min15k-2715,11,CC(C)(C)C=NC(C)(C)C,[5],[Li]<-N(=CC(C)(C)C)C(C)(C)C,['N([C])([C])']
uncond_mono-min15k-2716,11,CC(C)C1(N)NCC(=S)N1,[8],[Li]<-S=C1CNC(N)(C(C)C)N1,['S([C])']
uncond_mono-min15k-2717,11,Cc1cccc([N+](=O)[O-])n1,[9],[Li]<-n1c(C)cccc1[N+](=O)[O-],['N([C])([C])']
uncond_mono-min15k-2718,11,CC(C)(C)C=PC(C)(C)C,[5],[Li]<-P(=CC(C)(C)C)C(C)(C)C,['P([C])([C])']
uncond_mono-min15k-2719,11,COP(F)c1ccccc1,[2],[Li]<-P(F)(OC)c1ccccc1,['P([F])([O])([C])']
uncond_mono-min15k-2720,11,COc1ccccc1CN,[9],[Li]<-NCc1ccccc1OC,['N([C])']
uncond_mono-min15k-2721,11,CCn1ccnc1C(C)C,[5],[Li]<-n1ccn(CC)c1C(C)C,['N([C])([C])']
uncond_mono-min15k-2722,11,C=CN1[C]C(C)(N(C)C)C1,[3],[Be]=C1N(C=C)CC1(C)N(C)C,['C_carb([N])([C])']
uncond_mono-min15k-2723,11,CSCc1c(C)noc1C,[1],[Li]<-S(C)Cc1c(C)noc1C,['S([C])([C])']
uncond_mono-min15k-2724,11,CC(C)(C)c1cccnc1,[8],[Li]<-n1cccc(C(C)(C)C)c1,['N([C])([C])']
uncond_mono-min15k-2725,11,CC(C)=NC(C)(C)N(C)C,[3],[Li]<-N(=C(C)C)C(C)(C)N(C)C,['N([C])([C])']
uncond_mono-min15k-2726,11,N=CC(=O)c1ccccc1,[0],[Li]<-N=CC(=O)c1ccccc1,['N([C])']
uncond_mono-min15k-2727,11,CC(=O)c1cc(C)n(C)n1,[9],[Li]<-n1c(C(C)=O)cc(C)n1C,['N([C])([N])']
uncond_mono-min15k-2728,11,Cn1ccnc1C(C)(C)O,[4],[Li]<-n1ccn(C)c1C(C)(C)O,['N([C])([C])']
uncond_mono-min15k-2729,11,CN(N)Cc1ccccc1,[2],[Li]<-NN(C)Cc1ccccc1,['N([N])']
uncond_mono-min15k-2730,11,NC(=O)Cc1ccccn1,[9],[Li]<-n1ccccc1CC(N)=O,['N([C])([C])']
uncond_mono-min15k-2731,11,CC(=O)Cc1ccccn1,[9],[Li]<-n1ccccc1CC(C)=O,['N([C])([C])']
uncond_mono-min15k-2732,11,CN(C)Cc1ccccn1,[9],[Li]<-n1ccccc1CN(C)C,['N([C])([C])']
uncond_mono-min15k-2733,11,CN=Cc1cnccc1O,[5],[Li]<-n1ccc(O)c(C=NC)c1,['N([C])([C])']
uncond_mono-min15k-2734,11,CC#CC1=CN(C)[C]N1C,[7],[Be]=C1N(C)C=C(C#CC)N1C,['C_carb([N])([N])']
uncond_mono-min15k-2735,11,Clc1cncn2cncc12,[7],[Li]<-n1cc2c(Cl)cncn2c1,['N([C])([C])']
uncond_mono-min15k-2736,11,CC(C)OP(C)C(C)(C)C,[4],[Li]<-P(C)(OC(C)C)C(C)(C)C,['P([C])([O])([C])']
uncond_mono-min15k-2737,11,CCC(C)N1[C]N(C)C=C1,[5],[Be]=C1N(C)C=CN1C(C)CC,['C_carb([N])([N])']
uncond_mono-min15k-2738,11,C[C]OCc1ccccc1,[1],[Be]=C(C)OCc1ccccc1,['C_carb([C])([O])']
uncond_mono-min15k-2739,11,COC(=O)c1cnc(C)s1,[6],[Li]<-n1cc(C(=O)OC)sc1C,['N([C])([C])']
uncond_mono-min15k-2740,11,NC(=O)c1ncncc1O,[6],[Li]<-n1cnc(C(N)=O)c(O)c1,['N([C])([C])']
uncond_mono-min15k-2741,11,CSc1ccccc1C=O,[9],[Li]<-O=Cc1ccccc1SC,['O([C])']
uncond_mono-min15k-2742,11,CCOC(C)(C=O)C(O)O,[6],[Li]<-O=CC(C)(OCC)C(O)O,['O([C])']
uncond_mono-min15k-2743,11,CP(C)(=N)C1CCCCC1,[3],[Li]<-N=P(C)(C)C1CCCCC1,['N([P])']
uncond_mono-min15k-2744,11,CNc1ccc(OC)cc1,[1],[Li]<-N(C)c1ccc(OC)cc1,['N([C])([C])']
uncond_mono-min15k-2745,11,CSC(C)c1ccccc1,[1],[Li]<-S(C)C(C)c1ccccc1,['S([C])([C])']
uncond_mono-min15k-2746,11,CC(C)(C)P1C(P)PC1P,[4],[Li]<-P1(C(C)(C)C)C(P)PC1P,['P([C])([C])([C])']
uncond_mono-min15k-2747,11,CCOC(=O)C(N)C(C)C,[6],[Li]<-NC(C(=O)OCC)C(C)C,['N([C])']
uncond_mono-min15k-2748,11,Cc1c[nH]c(=S)n1C(C)C,[5],[Li]<-S=c1[nH]cc(C)n1C(C)C,['S([C])']
uncond_mono-min15k-2749,11,Cc1ccccc1[C]NN,[7],[Be]=C(NN)c1ccccc1C,['C_carb([N])([C])']
uncond_mono-min15k-2750,11,CN1[C]NC(C#N)=C1C#N,[2],[Be]=C1NC(C#N)=C(C#N)N1C,['C_carb([N])([N])']
uncond_mono-min15k-2751,11,CC(C)(C)Cn1ccnc1,[8],[Li]<-n1ccn(CC(C)(C)C)c1,['N([C])([C])']
uncond_mono-min15k-2752,11,Cc1ccc2cc[nH]c2n1,[9],[Li]<-n1c(C)ccc2cc[nH]c21,['N([C])([C])']
uncond_mono-min15k-2753,11,C=CS(=O)N1C=NCCC1,[6],[Li]<-N1=CN(S(=O)C=C)CCC1,['N([C])([C])']
uncond_mono-min15k-2754,11,Cc1cc(C)cc(C#N)c1,[8],[Li]<-N#Cc1cc(C)cc(C)c1,['N([C])']
uncond_mono-min15k-2755,11,CC(C)(C)[C]NC(C)(C)C,[4],[Be]=C(NC(C)(C)C)C(C)(C)C,['C_carb([N])([C])']
uncond_mono-min15k-2756,11,CN[C]c1ccccc1C,[2],[Be]=C(NC)c1ccccc1C,['C_carb([N])([C])']
uncond_mono-min15k-2757,11,CC(N(C)C)n1ccnc1,[8],[Li]<-n1ccn(C(C)N(C)C)c1,['N([C])([C])']
uncond_mono-min15k-2758,11,CCN([C]NCCN)CC,[3],[Be]=C(NCCN)N(CC)CC,['C_carb([N])([N])']
uncond_mono-min15k-2759,11,O=C1CSC2=NCCCN12,[5],[Li]<-N1=C2SCC(=O)N2CCC1,['N([C])([C])']
uncond_mono-min15k-2760,11,Cc1cncc2cnsc12,[7],[Li]<-n1cc2cncc(C)c2s1,['N([C])([S])']
uncond_mono-min15k-2761,11,CC(=NO)c1cccnc1,[8],[Li]<-n1cccc(C(C)=NO)c1,['N([C])([C])']
uncond_mono-min15k-2762,11,CC(C)(C)P(Cl)C(C)(C)C,[4],[Li]<-P(Cl)(C(C)(C)C)C(C)(C)C,['P([Cl])([C])([C])']
uncond_mono-min15k-2763,11,Cc1ncc(C(C)(O)O)s1,[2],[Li]<-n1cc(C(C)(O)O)sc1C,['N([C])([C])']
uncond_mono-min15k-2764,11,C=C([C]OC)c1ccoc1,[2],[Be]=C(OC)C(=C)c1ccoc1,['C_carb([O])([C])']
uncond_mono-min15k-2765,11,CC(O)(O)N1[C]NC(N)=C1,[5],[Be]=C1NC(N)=CN1C(C)(O)O,['C_carb([N])([N])']
uncond_mono-min15k-2766,11,C=CC1(C)N=CNCC1=O,[6],[Li]<-N1C=NC(C)(C=C)C(=O)C1,['N([C])([C])']
uncond_mono-min15k-2767,11,CCO[C]Cn1cccn1,[3],[Be]=C(Cn1cccn1)OCC,['C_carb([C])([O])']
uncond_mono-min15k-2768,11,CC(N)=Nc1ccncc1,[7],[Li]<-n1ccc(N=C(C)N)cc1,['N([C])([C])']
uncond_mono-min15k-2769,11,Cc1nnc(C)n1CC#N,[3],[Li]<-n1nc(C)n(CC#N)c1C,['N([N])([C])']
uncond_mono-min15k-2770,11,CN(C)C1=C(C(C)(C)C)[C]1,[9],[Be]=C1C(N(C)C)=C1C(C)(C)C,['C_carb([C])([C])']
uncond_mono-min15k-2771,11,Nc1ncnc2[nH]cnc12,[8],[Li]<-n1c[nH]c2ncnc(N)c21,['N([C])([C])']
uncond_mono-min15k-2772,11,CC(=O)c1cncc(O)c1,[5],[Li]<-n1cc(O)cc(C(C)=O)c1,['N([C])([C])']
uncond_mono-min15k-2773,11,CCOc1ccc[n+]([O-])c1,[8],[Li]<-[O-][n+]1cccc(OCC)c1,['O([N])']
uncond_mono-min15k-2774,11,CN=Cc1ccc(F)cc1,[1],[Li]<-N(C)=Cc1ccc(F)cc1,['N([C])([C])']
uncond_mono-min15k-2775,11,CC(=S)Nc1ccccc1,[2],[Li]<-S=C(C)Nc1ccccc1,['S([C])']
uncond_mono-min15k-2776,11,COc1cccc(CN)c1,[8],[Li]<-NCc1cccc(OC)c1,['N([C])']
uncond_mono-min15k-2777,11,CC(C#N)c1ccccc1,[3],[Li]<-N#CC(C)c1ccccc1,['N([C])']
uncond_mono-min15k-2778,11,CN(C)c1ccc(N)nc1,[8],[Li]<-n1cc(N(C)C)ccc1N,['N([C])([C])']
uncond_mono-min15k-2779,11,NCc1c(F)cccc1F,[0],[Li]<-NCc1c(F)cccc1F,['N([C])']
uncond_mono-min15k-2780,11,CNc1sc(=S)sc1SC,[5],[Li]<-S=c1sc(NC)c(SC)s1,['S([C])']
uncond_mono-min15k-2781,11,Nc1ccc(C=O)cc1I,[0],[Li]<-Nc1ccc(C=O)cc1I,['N([C])']
uncond_mono-min15k-2782,11,Cc1cc(C(C)(C)O)n[nH]1,[8],[Li]<-n1[nH]c(C)cc1C(C)(C)O,['N([N])([C])']
uncond_mono-min15k-2783,11,CC(C)CPCC(C)(C)C,[4],[Li]<-P(CC(C)C)CC(C)(C)C,['P([C])([C])']
uncond_mono-min15k-2784,11,CC(=O)c1ccc(F)cc1,[2],[Li]<-O=C(C)c1ccc(F)cc1,['O([C])']
uncond_mono-min15k-2785,11,CSC(=S)n1cc(C)cn1,[9],[Li]<-n1cc(C)cn1C(=S)SC,['N([C])([N])']
uncond_mono-min15k-2786,11,Nc1cn[nH]c1C(F)(F)F,[4],[Li]<-[nH]1ncc(N)c1C(F)(F)F,['N([N])([C])']
uncond_mono-min15k-2787,11,CC(=N)Nc1ccccn1,[2],[Li]<-N=C(C)Nc1ccccn1,['N([C])']
uncond_mono-min15k-2788,11,F[C]Nc1ccc(I)cc1,[1],[Be]=C(F)Nc1ccc(I)cc1,['C_carb([F])([N])']
uncond_mono-min15k-2789,11,CN=C(C)c1ccccc1,[1],[Li]<-N(C)=C(C)c1ccccc1,['N([C])([C])']
uncond_mono-min15k-2790,11,Cc1c(N)nc(=O)[nH]c1N,[7],[Li]<-[nH]1c(N)c(C)c(N)nc1=O,['N([C])([C])']
uncond_mono-min15k-2791,11,CC=Nc1ncccc1C,[4],[Li]<-n1cccc(C)c1N=CC,['N([C])([C])']
uncond_mono-min15k-2792,11,Cc1n[nH]c(=N)n(C)c1=O,[2],[Li]<-n1[nH]c(=N)n(C)c(=O)c1C,['N([N])([C])']
uncond_mono-min15k-2793,11,CC(C)OC(=O)[C]N(C)C,[6],[Be]=C(C(=O)OC(C)C)N(C)C,['C_carb([C])([N])']
uncond_mono-min15k-2794,11,Cc1[nH]ncc1C(C)(C)O,[2],[Li]<-[nH]1ncc(C(C)(C)O)c1C,['N([N])([C])']
uncond_mono-min15k-2795,11,CC(C)(P)c1ccccc1,[3],[Li]<-PC(C)(C)c1ccccc1,['P([C])']
uncond_mono-min15k-2796,11,Cc1ccc(N)c(CO)n1,[9],[Li]<-n1c(C)ccc(N)c1CO,['N([C])([C])']
uncond_mono-min15k-2797,11,NCc1ccc(F)c(F)c1,[0],[Li]<-NCc1ccc(F)c(F)c1,['N([C])']
uncond_mono-min15k-2798,11,COc1ccccc1C#N,[9],[Li]<-N#Cc1ccccc1OC,['N([C])']
uncond_mono-min15k-2799,11,c1cnn(-c2cscn2)c1,[8],[Li]<-n1cscc1-n1cccn1,['N([C])([C])']
uncond_mono-min15k-2800,11,Nc1nc(C(F)(F)F)c[nH]1,[9],[Li]<-[nH]1cc(C(F)(F)F)nc1N,['N([C])([C])']
uncond_mono-min15k-2801,11,COC(=O)Cn1cnnc1,[7],[Li]<-n1cn(CC(=O)OC)cn1,['N([C])([N])']
uncond_mono-min15k-2802,11,O=C(NO)c1cccnc1,[8],[Li]<-n1cccc(C(=O)NO)c1,['N([C])([C])']
uncond_mono-min15k-2803,11,CC=Nc1ccccc1F,[2],[Li]<-N(=CC)c1ccccc1F,['N([C])([C])']
uncond_mono-min15k-2804,11,CC(=O)NC(=S)NC(C)O,[5],[Li]<-S=C(NC(C)=O)NC(C)O,['S([C])']
uncond_mono-min15k-2805,11,CC(C)=NC(=O)C=C(F)F,[3],[Li]<-N(C(=O)C=C(F)F)=C(C)C,['N([C])([C])']
uncond_mono-min15k-2806,11,Cc1cnccc1N(C)C,[3],[Li]<-n1ccc(N(C)C)c(C)c1,['N([C])([C])']
uncond_mono-min15k-2807,11,CC(C)Sc1ccncn1,[7],[Li]<-n1ccc(SC(C)C)nc1,['N([C])([C])']
uncond_mono-min15k-2808,11,FC(F)(F)C1CCN=CN1,[9],[Li]<-N1C=NCCC1C(F)(F)F,['N([C])([C])']
uncond_mono-min15k-2809,11,CC(=NN)c1ccccn1,[9],[Li]<-n1ccccc1C(C)=NN,['N([C])([C])']
uncond_mono-min15k-2810,11,CC(=O)NCCNC(C)C,[6],[Li]<-N(CCNC(C)=O)C(C)C,['N([C])([C])']
uncond_mono-min15k-2811,11,C=C(C)NCC(=O)OCC,[3],[Li]<-N(CC(=O)OCC)C(=C)C,['N([C])([C])']
uncond_mono-min15k-2812,11,CC(C)=CP(O)C(C)(C)C,[4],[Li]<-P(O)(C=C(C)C)C(C)(C)C,['P([O])([C])([C])']
uncond_mono-min15k-2813,11,O=Cc1c(F)cccc1F,[0],[Li]<-O=Cc1c(F)cccc1F,['O([C])']
uncond_mono-min15k-2814,11,CC(C)(C)P1OPC(O)O1,[4],[Li]<-P1(C(C)(C)C)OPC(O)O1,['P([C])([O])([O])']
uncond_mono-min15k-2815,11,CP(C=O)c1ccccc1,[3],[Li]<-O=CP(C)c1ccccc1,['O([C])']
uncond_mono-min15k-2816,11,CP1C2CCCC1CCC2,[1],[Li]<-P1(C)C2CCCC1CCC2,['P([C])([C])([C])']
uncond_mono-min15k-2817,11,CCN([C]C(F)(F)F)CC,[3],[Be]=C(N(CC)CC)C(F)(F)F,['C_carb([N])([C])']
uncond_mono-min15k-2818,11,Cc1cc(C=O)cc(O)n1,[9],[Li]<-n1c(C)cc(C=O)cc1O,['N([C])([C])']
uncond_mono-min15k-2819,11,CC[As](C)c1ccccc1,[2],[Li]<-[As](C)(CC)c1ccccc1,['As([C])([C])([C])']
uncond_mono-min15k-2820,11,CCC(=N)n1nccc1C,[3],[Li]<-N=C(CC)n1nccc1C,['N([C])']
uncond_mono-min15k-2821,11,C[As](C(C)(C)C)C(C)(C)C,[1],[Li]<-[As](C)(C(C)(C)C)C(C)(C)C,['As([C])([C])([C])']
uncond_mono-min15k-2822,11,CCN1CCSC(C)(C)C1,[5],[Li]<-S1CCN(CC)CC1(C)C,['S([C])([C])']
uncond_mono-min15k-2823,11,Cc1ccc2c(c1)CSC2,[8],[Li]<-S1Cc2ccc(C)cc2C1,['S([C])([C])']
uncond_mono-min15k-2824,11,CN1[C]N(C)C(C)(N)CC1,[2],[Be]=C1N(C)CCC(C)(N)N1C,['C_carb([N])([N])']
uncond_mono-min15k-2825,11,CC(C)(N)c1ccncc1,[7],[Li]<-n1ccc(C(C)(C)N)cc1,['N([C])([C])']
uncond_mono-min15k-2826,11,Sn1ccc2cccnc21,[8],[Li]<-n1cccc2ccn(S)c21,['N([C])([C])']
uncond_mono-min15k-2827,11,O=c1cc1-c1cccnc1,[0],[Li]<-O=c1cc1-c1cccnc1,['O([C])']
uncond_mono-min15k-2828,11,F[C]NCCOC(F)(F)F,[1],[Be]=C(F)NCCOC(F)(F)F,['C_carb([F])([N])']
uncond_mono-min15k-2829,11,C=C([C]N)c1ccccc1,[2],[Be]=C(N)C(=C)c1ccccc1,['C_carb([N])([C])']
uncond_mono-min15k-2830,11,Nc1nc2n(n1)C=CCN2,[4],[Li]<-n12nc(N)nc1NCC=C2,['N([N])([C])([C])']
uncond_mono-min15k-2831,11,Cn1ccn(C(N)=O)c1=S,[9],[Li]<-S=c1n(C)ccn1C(N)=O,['S([C])']
uncond_mono-min15k-2832,11,CC1(O)CN=CN1C(=N)F,[8],[Li]<-N=C(F)N1C=NCC1(C)O,['N([C])']
uncond_mono-min15k-2833,11,CN(C)C(=S)NC(C)(C)C,[4],[Li]<-S=C(NC(C)(C)C)N(C)C,['S([C])']
uncond_mono-min15k-2834,11,C=Cc1ccc(NC)cc1,[6],[Li]<-N(C)c1ccc(C=C)cc1,['N([C])([C])']
uncond_mono-min15k-2835,11,CSc1ccccc1C#N,[9],[Li]<-N#Cc1ccccc1SC,['N([C])']
uncond_mono-min15k-2836,11,NC(=S)Nc1ncccn1,[2],[Li]<-S=C(N)Nc1ncccn1,['S([C])']
uncond_mono-min15k-2837,11,Cn1nnc2ccccc21,[2],[Li]<-n1nc2ccccc2n1C,['N([N])([N])']
uncond_mono-min15k-2838,11,COC1=NN[C]N1C(C)C,[5],[Be]=C1NN=C(OC)N1C(C)C,['C_carb([N])([N])']
uncond_mono-min15k-2839,11,C=C(C)C1=CN(C)[C]N1C,[7],[Be]=C1N(C)C=C(C(=C)C)N1C,['C_carb([N])([N])']
uncond_mono-min15k-2840,11,Cc1ccc(C)p1N(C)C,[6],[Li]<-p1(N(C)C)c(C)ccc1C,['P([N])([C])([C])']
uncond_mono-min15k-2841,11,CP1Oc2ccccc2O1,[1],[Li]<-P1(C)Oc2ccccc2O1,['P([C])([O])([O])']
uncond_mono-min15k-2842,11,CC(=S)NC1CCCCC1,[2],[Li]<-S=C(C)NC1CCCCC1,['S([C])']
uncond_mono-min15k-2843,11,CC(=O)c1[nH]nc(N)c1C,[4],[Li]<-[nH]1nc(N)c(C)c1C(C)=O,['N([N])([C])']
uncond_mono-min15k-2844,11,N#Cc1ccc(F)c(N)c1,[8],[Li]<-Nc1cc(C#N)ccc1F,['N([C])']
uncond_mono-min15k-2845,11,CCN1[C]N(C(C)C)CC1,[3],[Be]=C1N(CC)CCN1C(C)C,['C_carb([N])([N])']
uncond_mono-min15k-2846,11,Cc1cc(P)cc(C)c1C,[4],[Li]<-Pc1cc(C)c(C)c(C)c1,['P([C])']
uncond_mono-min15k-2847,11,C[N+]([O-])=Cc1ccncc1,[7],[Li]<-n1ccc(C=[N+](C)[O-])cc1,['N([C])([C])']
uncond_mono-min15k-2848,11,CN=C(O)c1ccccc1,[1],[Li]<-N(C)=C(O)c1ccccc1,['N([C])([C])']
uncond_mono-min15k-2849,11,COP(Cl)c1ccccc1,[2],[Li]<-P(Cl)(OC)c1ccccc1,['P([Cl])([O])([C])']
uncond_mono-min15k-2850,11,CC(=O)n1ccn(C)c1=S,[9],[Li]<-S=c1n(C)ccn1C(C)=O,['S([C])']
uncond_mono-min15k-2851,11,Cc1[nH]c(C(O)O)nc1N,[2],[Li]<-[nH]1c(C(O)O)nc(N)c1C,['N([C])([C])']
uncond_mono-min15k-2852,11,CCNC(C)N=CC(C)C,[2],[Li]<-N(CC)C(C)N=CC(C)C,['N([C])([C])']
uncond_mono-min15k-2853,11,CC(=O)[C]N(C)C(C)(C)C,[3],[Be]=C(C(C)=O)N(C)C(C)(C)C,['C_carb([C])([N])']
