,Original encoded SMILES,Original log P,Original G parameter,Denticity,Isomer,Original encoded SMILES again,Optimized encoded SMILES,Tanimoto similarity,Optimization objective,Minimization,Original ligand ID,Optimized ligand ID,Sampling region,Optimization direction,Valid
2,[Li]<-n1cnn(C(C)c2ccccc2)c1,1.8874,19.019576635365272,0,0,[Li]<-n1cnn(C(C)c2ccccc2)c1,[Li]<-n1cn(C(C)C)c2ccc(C(C)C)cc21,0.2388059701492537,log P,False,uncond_mono-min15k-7834,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-7834,Low G parameter,O1,True
3,[Li]<-N1=CN(C(C)C)CC1,0.7386999999999999,19.36972783702053,0,0,[Li]<-N1=CN(C(C)C)CC1,[Li]<-n1cn(C(C)C)c2cc(C)ccc21,0.2156862745098039,log P,False,uncond_mono-min15k-1359,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-1359,Low G parameter,O1,True
4,[Li]<-n1ccn(-c2cccc(OC)c2)c1,1.8809,19.70396307496419,0,0,[Li]<-n1ccn(-c2cccc(OC)c2)c1,[Li]<-n1cccc(-c2cccc(Br)c2)c1,0.3114754098360656,log P,False,uncond_mono-min15k-6795,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-6795,Low G parameter,O1,True
5,[Li]<-n1cc2cccc(Br)c2[nH]1,2.3253999999999992,19.60050931083877,0,0,[Li]<-n1cc2cccc(Br)c2[nH]1,[Li]<-n1cc2cc(-c3ccccc3)c(Br)cc2[nH]1,0.4035087719298245,log P,False,uncond_mono-min15k-3071,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-3071,Low G parameter,O1,True
6,[Li]<-n1cc(-c2ccc(Br)cc2)co1,3.1041000000000016,19.146904345058093,0,0,[Li]<-n1cc(-c2ccc(Br)cc2)co1,[Li]<-n1cc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)o1,0.4461538461538462,log P,False,uncond_mono-min15k-6437,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-6437,Low G parameter,O1,True
7,[Li]<-NCc1ccccc1OC,1.1539,18.693299379277416,0,0,[Li]<-NCc1ccccc1OC,[Li]<-n1ccc(-c2ccccc2OC)c(-c2cc[nH]c2C)c1,0.2816901408450704,log P,False,uncond_mono-min15k-2720,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-2720,Low G parameter,O1,True
8,[Li]<-NCc1ccc(F)c(F)c1,1.4235,17.650803756167434,0,0,[Li]<-NCc1ccc(F)c(F)c1,[Li]<-NCc1c2ccccc2c(F)c2ccccc12,0.2615384615384615,log P,False,uncond_mono-min15k-2797,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-2797,Low G parameter,O1,True
9,[Li]<-n1cc(N)co1,0.2568000000000001,19.05936654464428,0,0,[Li]<-n1cc(N)co1,[Li]<-n1cc(-c2cccc(Br)c2)co1,0.3023255813953488,log P,False,uncond_mono-min15k-325,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-325,Low G parameter,O1,True
0,[Li]<-NCc1ccccc1OC,1.1539,18.693299379277416,0,0,[Li]<-NCc1ccccc1OC,[Be]=C1N(C)CC(C)(N)N1c1ccccc1C#N,0.203125,G parameter,False,uncond_mono-min15k-2720,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-2720,Low G parameter,O2,True
1,[Li]<-N1=CN(C(C)C)CC1,0.7386999999999999,19.36972783702053,0,0,[Li]<-N1=CN(C(C)C)CC1,[Be]=C1NC(N)CCN1C(C)C,0.2325581395348837,G parameter,False,uncond_mono-min15k-1359,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-1359,Low G parameter,O2,True
2,[Li]<-n1cc(C)n(CC)c1,1.21142,19.218526181760307,0,0,[Li]<-n1cc(C)n(CC)c1,[Be]=C1N(C)C=CN1CC,0.2631578947368421,G parameter,False,uncond_mono-min15k-1003,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-1003,Low G parameter,O2,True
4,[Li]<-n1cnn(C(C)c2ccccc2)c1,1.8874,19.019576635365272,0,0,[Li]<-n1cnn(C(C)c2ccccc2)c1,[Be]=C1NCCC(N)(c2ccccc2)N1C,0.2424242424242424,G parameter,False,uncond_mono-min15k-7834,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-7834,Low G parameter,O2,True
5,[Li]<-n1cnn(CC(C)(C)C)c1,1.3241999999999998,18.963870762374665,0,0,[Li]<-n1cnn(CC(C)(C)C)c1,[Be]=C1NCCC(C)(N)N1CC(C)(C)C,0.2264150943396226,G parameter,False,uncond_mono-min15k-3184,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-3184,Low G parameter,O2,True
6,[Li]<-n1ccn(C2CCCCC2)n1,1.7833,19.09119847206748,0,0,[Li]<-n1ccn(C2CCCCC2)n1,[Li]<-N1CCCC1n1ccnn1,0.2407407407407407,G parameter,False,uncond_mono-min15k-4656,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-4656,Low G parameter,O2,True
0,[Li]<-n1ccn(-c2cccc(OC)c2)c1,1.8809,19.70396307496419,0,0,[Li]<-n1ccn(-c2cccc(OC)c2)c1,[Li]<-n1ccn(C(O)O)c1,0.2549019607843137,log P,True,uncond_mono-min15k-6795,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-6795,Low G parameter,O3,True
1,[Li]<-n1cnn(C(C)c2ccccc2)c1,1.8874,19.019576635365272,0,0,[Li]<-n1cnn(C(C)c2ccccc2)c1,[Li]<-n1cncn1C(C)c1ccccc1,0.6,log P,True,uncond_mono-min15k-7834,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-7834,Low G parameter,O3,True
2,[Li]<-n1ccn(Cc2ccncc2)c1,1.3263999999999998,19.40155976444374,0,0,[Li]<-n1ccn(Cc2ccncc2)c1,[Li]<-n1cn(-c2cccc[n+]2[O-])cc1N,0.203125,log P,True,uncond_mono-min15k-6140,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-6140,Low G parameter,O3,True
3,[Li]<-n1cc2cccc(Br)c2[nH]1,2.3253999999999992,19.60050931083877,0,0,[Li]<-n1cc2cccc(Br)c2[nH]1,[Li]<-N1=CCC(N)(c2ccccc2)N1,0.2142857142857142,log P,True,uncond_mono-min15k-3071,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-3071,Low G parameter,O3,True
4,[Li]<-n1ccn(-c2cccc(C=C)c2)c1,2.5153,19.36972783702053,0,0,[Li]<-n1ccn(-c2cccc(C=C)c2)c1,[Li]<-n1ccn(C[SeH])c1,0.2653061224489796,log P,True,uncond_mono-min15k-7292,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-7292,Low G parameter,O3,True
5,[Li]<-n1cnn(CC(C)(C)C)c1,1.3241999999999998,18.963870762374665,0,0,[Li]<-n1cnn(CC(C)(C)C)c1,[Li]<-n1cncn1CC(C)=O,0.217391304347826,log P,True,uncond_mono-min15k-3184,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-3184,Low G parameter,O3,True
6,[Li]<-n1ccn(C2CCCCC2)n1,1.7833,19.09119847206748,0,0,[Li]<-n1ccn(C2CCCCC2)n1,[Li]<-n1ccn(C)n1,0.3170731707317073,log P,True,uncond_mono-min15k-4656,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-4656,Low G parameter,O3,True
7,[Li]<-n1cnn(-c2ccc(C(C)C)nn2)c1,1.1807,18.892248925672448,0,0,[Li]<-n1cnn(-c2ccc(C(C)C)nn2)c1,[Li]<-n1cncn1-c1ccc(C)nn1,0.3859649122807017,log P,True,uncond_mono-min15k-8762,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-8762,Low G parameter,O3,True
8,[Li]<-N=CC(C)C,1.29197,18.621677542575203,0,0,[Li]<-N=CC(C)C,[Li]<-N=CC(C)N,0.5,log P,True,uncond_mono-min15k-124,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-124,Low G parameter,O3,True
0,[Li]<-n1cc(-c2ccc(Br)cc2)co1,3.1041000000000016,19.146904345058093,0,0,[Li]<-n1cc(-c2ccc(Br)cc2)co1,[Li]<-N(=Cc1ccco1)c1cccc(C)c1,0.2121212121212121,G parameter,True,uncond_mono-min15k-6437,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-6437,Low G parameter,O4,True
1,[Li]<-O=Cc1c(OC)cccc1OC,1.5162999999999998,19.29810600031832,0,0,[Li]<-O=Cc1c(OC)cccc1OC,[Li]<-n1cc(C)n(Cc2ccccc2OC)c1,0.2857142857142857,G parameter,True,uncond_mono-min15k-5636,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-5636,Low G parameter,O4,True
2,[Li]<-n1ccn(-c2cccc(OC)c2)c1,1.8809,19.70396307496419,0,0,[Li]<-n1ccn(-c2cccc(OC)c2)c1,[Li]<-N(=Cc1c[nH]cn1)c1cccc(N(C)C)c1,0.2054794520547945,G parameter,True,uncond_mono-min15k-6795,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-6795,Low G parameter,O4,True
3,[Li]<-n1cnn(C(C)c2ccccc2)c1,1.8874,19.019576635365272,0,0,[Li]<-n1cnn(C(C)c2ccccc2)c1,[Li]<-N(=CC(C)C)c1ccccc1F,0.25,G parameter,True,uncond_mono-min15k-7834,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-7834,Low G parameter,O4,True
4,[Li]<-n1ccn(Cc2ccncc2)c1,1.3263999999999998,19.40155976444374,0,0,[Li]<-n1ccn(Cc2ccncc2)c1,[Li]<-n1cc(C#CC)n(-c2ccncc2)c1,0.3728813559322034,G parameter,True,uncond_mono-min15k-6140,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-6140,Low G parameter,O4,True
5,[Li]<-N=Cc1ccccc1OC,1.69287,19.00366067165367,0,0,[Li]<-N=Cc1ccccc1OC,[Li]<-N#Cc1cccc(C)c1,0.2291666666666666,G parameter,True,uncond_mono-min15k-2892,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-2892,Low G parameter,O4,True
6,[Li]<-n1cc2cccc(Br)c2[nH]1,2.3253999999999992,19.60050931083877,0,0,[Li]<-n1cc2cccc(Br)c2[nH]1,[Li]<-N(c1cccc(C)c1)=c1cc[nH]c(N)c1,0.2063492063492063,G parameter,True,uncond_mono-min15k-3071,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-3071,Low G parameter,O4,True
7,[Li]<-N=Cc1ccccc1OCC,2.08297,19.807416839089605,0,0,[Li]<-N=Cc1ccccc1OCC,[Li]<-N(=Cc1c[nH]cn1)c1ccccc1C,0.2419354838709677,G parameter,True,uncond_mono-min15k-4971,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-4971,Low G parameter,O4,True
8,[Li]<-n1cnn(CC(C)(C)C)c1,1.3241999999999998,18.963870762374665,0,0,[Li]<-n1cnn(CC(C)(C)C)c1,[Li]<-n1cnc(C(C)(C)C)[nH]1,0.3095238095238095,G parameter,True,uncond_mono-min15k-3184,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-3184,Low G parameter,O4,True
9,[Li]<-n1cnn(-c2ccc(C(C)C)nn2)c1,1.1807,18.892248925672448,0,0,[Li]<-n1cnn(-c2ccc(C(C)C)nn2)c1,[Li]<-n1cncn1-c1cnncc1C(C)C,0.3125,G parameter,True,uncond_mono-min15k-8762,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-8762,Low G parameter,O4,True
0,[Li]<-O=Cc1c(OC)cccc1OC,1.5162999999999998,19.29810600031832,0,0,[Li]<-O=Cc1c(OC)cccc1OC,[Be]=C1N(C)C=CN1Cc1ccc(OC)c(C(C)=O)c1,0.2054794520547945,log P + G parameter,False,uncond_mono-min15k-5636,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-5636,Low G parameter,O5,True
1,[Li]<-n1ccn(-c2cccc(OC)c2)c1,1.8809,19.70396307496419,0,0,[Li]<-n1ccn(-c2cccc(OC)c2)c1,[Be]=C(NC)c1cccc(-n2cc(C(=O)OC)nn2)c1,0.24,log P + G parameter,False,uncond_mono-min15k-6795,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-6795,Low G parameter,O5,True
2,[Li]<-n1cnn(C(C)c2ccccc2)c1,1.8874,19.019576635365272,0,0,[Li]<-n1cnn(C(C)c2ccccc2)c1,[Be]=C1NC2(C=CC=CC2)CC(c2ccccc2)N1C,0.2337662337662337,log P + G parameter,False,uncond_mono-min15k-7834,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-7834,Low G parameter,O5,True
3,[Li]<-NCc1ccc(F)c(F)c1,1.4235,17.650803756167434,0,0,[Li]<-NCc1ccc(F)c(F)c1,[Be]=C1N(C)C=CN1Cc1ccc(F)cc1F,0.2542372881355932,log P + G parameter,False,uncond_mono-min15k-2797,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-2797,Low G parameter,O5,True
4,[Li]<-N1=CN(C(C)C)CC1,0.7386999999999999,19.36972783702053,0,0,[Li]<-N1=CN(C(C)C)CC1,[Be]=C1N(C)CCN1C(C)C,0.3157894736842105,log P + G parameter,False,uncond_mono-min15k-1359,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-1359,Low G parameter,O5,True
5,[Li]<-N=Cc1ccccc1OC,1.69287,19.00366067165367,0,0,[Li]<-N=Cc1ccccc1OC,[Be]=C1N(C)C=C(c2ccccc2OC)N1C(C)C,0.3114754098360656,log P + G parameter,False,uncond_mono-min15k-2892,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-2892,Low G parameter,O5,True
6,[Li]<-NCc1ccccc1OC,1.1539,18.693299379277416,0,0,[Li]<-NCc1ccccc1OC,[Be]=C1N(C)C=CN1Cc1ccccc1C#N,0.2666666666666666,log P + G parameter,False,uncond_mono-min15k-2720,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-2720,Low G parameter,O5,True
7,[Li]<-n1cc2cccc(Br)c2[nH]1,2.3253999999999992,19.60050931083877,0,0,[Li]<-n1cc2cccc(Br)c2[nH]1,[Be]=C1N(C)C=CN1c1ccc(Br)cc1,0.2068965517241379,log P + G parameter,False,uncond_mono-min15k-3071,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-3071,Low G parameter,O5,True
8,[Li]<-n1cnn(-c2ccc(C(C)C)nn2)c1,1.1807,18.892248925672448,0,0,[Li]<-n1cnn(-c2ccc(C(C)C)nn2)c1,[Li]<-n1cncn1-c1ccc(C(C)C)nn1,0.6153846153846154,log P + G parameter,False,uncond_mono-min15k-8762,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-8762,Low G parameter,O5,True
9,[Li]<-n1cnn(CC(C)(C)C)c1,1.3241999999999998,18.963870762374665,0,0,[Li]<-n1cnn(CC(C)(C)C)c1,[Be]=C1N(C)Cc2ccccc2N1CC(C)(C)C,0.25,log P + G parameter,False,uncond_mono-min15k-3184,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-3184,Low G parameter,O5,True
0,[Li]<-NCc1ccccc1OC,1.1539,18.693299379277416,0,0,[Li]<-NCc1ccccc1OC,[Be]=C(N)Nc1ccccc1C#N,0.2307692307692307,log P - G parameter,True,uncond_mono-min15k-2720,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-2720,Low G parameter,O6,True
1,[Li]<-N1=CN(C(C)C)CC1,0.7386999999999999,19.36972783702053,0,0,[Li]<-N1=CN(C(C)C)CC1,[Be]=C1CN(C(C)C)CN1C,0.25,log P - G parameter,True,uncond_mono-min15k-1359,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-1359,Low G parameter,O6,True
2,[Li]<-n1cc(C)n(CC)c1,1.21142,19.218526181760307,0,0,[Li]<-n1cc(C)n(CC)c1,[Li]<-N1=C(C)C=CN(CC)C1,0.3421052631578947,log P - G parameter,True,uncond_mono-min15k-1003,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-1003,Low G parameter,O6,True
3,[Li]<-n1cc(-c2ccc(Br)cc2)co1,3.1041000000000016,19.146904345058093,0,0,[Li]<-n1cc(-c2ccc(Br)cc2)co1,[Be]=C1Oc2ccc(Br)cc2N1C,0.25,log P - G parameter,True,uncond_mono-min15k-6437,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-6437,Low G parameter,O6,True
4,[Li]<-O=Cc1c(OC)cccc1OC,1.5162999999999998,19.29810600031832,0,0,[Li]<-O=Cc1c(OC)cccc1OC,[Be]=C1N(C)Cc2c(C=C(C)OC)cccc2N1C,0.2142857142857142,log P - G parameter,True,uncond_mono-min15k-5636,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-5636,Low G parameter,O6,True
5,[Li]<-n1ccn(-c2cccc(OC)c2)c1,1.8809,19.70396307496419,0,0,[Li]<-n1ccn(-c2cccc(OC)c2)c1,[Be]=C(NN)Nc1cccc(OC)c1,0.3333333333333333,log P - G parameter,True,uncond_mono-min15k-6795,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-6795,Low G parameter,O6,True
6,[Li]<-N=Cc1ccsc1,1.7457699999999998,18.5818876332962,0,0,[Li]<-N=Cc1ccsc1,[Li]<-N=c1[nH]c(-c2ccsc2)cn1C,0.3043478260869565,log P - G parameter,True,uncond_mono-min15k-549,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-549,Low G parameter,O6,True
0,[Li]<-n1ccn(-c2cccc(OC)c2)c1,1.8809,19.70396307496419,0,0,[Li]<-n1ccn(-c2cccc(OC)c2)c1,[Li]<-N(=Cn1ccnc1)c1cccc(O)c1,0.2575757575757575,log P + G parameter,True,uncond_mono-min15k-6795,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-6795,Low G parameter,O7,True
1,[Li]<-n1cnn(C(C)c2ccccc2)c1,1.8874,19.019576635365272,0,0,[Li]<-n1cnn(C(C)c2ccccc2)c1,[Li]<-n1nnc(C)n1N=C(C)c1ccccc1,0.3076923076923077,log P + G parameter,True,uncond_mono-min15k-7834,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-7834,Low G parameter,O7,True
3,[Li]<-n1ccn(C2CCCCC2)n1,1.7833,19.09119847206748,0,0,[Li]<-n1ccn(C2CCCCC2)n1,[Li]<-n1nccn1C1CCCCC1,0.5555555555555556,log P + G parameter,True,uncond_mono-min15k-4656,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-4656,Low G parameter,O7,True
4,[Li]<-O=Cc1c(OC)cccc1OC,1.5162999999999998,19.29810600031832,0,0,[Li]<-O=Cc1c(OC)cccc1OC,[Li]<-n1cn(NCc2ccccc2OC)c(C)n1,0.2727272727272727,log P + G parameter,True,uncond_mono-min15k-5636,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-5636,Low G parameter,O7,True
5,[Li]<-n1cc2cccc(Br)c2[nH]1,2.3253999999999992,19.60050931083877,0,0,[Li]<-n1cc2cccc(Br)c2[nH]1,[Li]<-N1(c2cccc(O)c2)CC1,0.22,log P + G parameter,True,uncond_mono-min15k-3071,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-3071,Low G parameter,O7,True
6,[Li]<-n1cc(-c2ccc(Br)cc2)co1,3.1041000000000016,19.146904345058093,0,0,[Li]<-n1cc(-c2ccc(Br)cc2)co1,[Li]<-N(=Cc1ccco1)c1cccc(O)c1,0.2121212121212121,log P + G parameter,True,uncond_mono-min15k-6437,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-6437,Low G parameter,O7,True
7,[Li]<-N=Cc1ccsc1,1.7457699999999998,18.5818876332962,0,0,[Li]<-N=Cc1ccsc1,[Li]<-N=Cc1cccs1,0.4375,log P + G parameter,True,uncond_mono-min15k-549,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-549,Low G parameter,O7,True
8,[Li]<-n1cnn(-c2ccc(C(C)C)nn2)c1,1.1807,18.892248925672448,0,0,[Li]<-n1cnn(-c2ccc(C(C)C)nn2)c1,[Li]<-n1cncn1-c1cnncc1C,0.234375,log P + G parameter,True,uncond_mono-min15k-8762,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-8762,Low G parameter,O7,True
9,[Li]<-NCc1ccc(F)c(F)c1,1.4235,17.650803756167434,0,0,[Li]<-NCc1ccc(F)c(F)c1,[Li]<-n1nncn1Cc1ccccc1F,0.2068965517241379,log P + G parameter,True,uncond_mono-min15k-2797,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-2797,Low G parameter,O7,True
0,[Li]<-N1=CN(C(C)C)CC1,0.7386999999999999,19.36972783702053,0,0,[Li]<-N1=CN(C(C)C)CC1,[Li]<-N1=CN(C(C)C)C(C)C1,0.3888888888888889,log P - G parameter,False,uncond_mono-min15k-1359,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-1359,Low G parameter,O8,True
1,[Li]<-n1cc(C)n(CC)c1,1.21142,19.218526181760307,0,0,[Li]<-n1cc(C)n(CC)c1,[Li]<-n1cc(C)n(C(=C)c2c[nH]cn2)c1,0.3125,log P - G parameter,False,uncond_mono-min15k-1003,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-1003,Low G parameter,O8,True
2,[Li]<-O=Cc1c(OC)cccc1OC,1.5162999999999998,19.29810600031832,0,0,[Li]<-O=Cc1c(OC)cccc1OC,[Li]<-S1CC(C)=CCN1c1ccccc1OC,0.2857142857142857,log P - G parameter,False,uncond_mono-min15k-5636,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-5636,Low G parameter,O8,True
3,[Li]<-n1cnn(C(C)c2ccccc2)c1,1.8874,19.019576635365272,0,0,[Li]<-n1cnn(C(C)c2ccccc2)c1,[Li]<-N(=Cc1cccs1)c1ccccc1C,0.2575757575757575,log P - G parameter,False,uncond_mono-min15k-7834,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-7834,Low G parameter,O8,True
4,[Li]<-n1ccn(Cc2ccncc2)c1,1.3263999999999998,19.40155976444374,0,0,[Li]<-n1ccn(Cc2ccncc2)c1,[Li]<-n1cc(C#CC)n(-c2ccccc2)c1,0.2461538461538461,log P - G parameter,False,uncond_mono-min15k-6140,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-6140,Low G parameter,O8,True
5,[Li]<-N=Cc1ccccc1OC,1.69287,19.00366067165367,0,0,[Li]<-N=Cc1ccccc1OC,[Li]<-n1ccc(C(=C)c2ccccc2)c(C)c1,0.2258064516129032,log P - G parameter,False,uncond_mono-min15k-2892,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-2892,Low G parameter,O8,True
6,[Li]<-n1ccn(-c2cccc(C=C)c2)c1,2.5153,19.36972783702053,0,0,[Li]<-n1ccn(-c2cccc(C=C)c2)c1,[Li]<-n1cc(C(=C)c2ccccc2)n(-c2ccccc2)c1,0.2727272727272727,log P - G parameter,False,uncond_mono-min15k-7292,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-7292,Low G parameter,O8,True
7,[Li]<-N=Cc1ccccc1OCC,2.08297,19.807416839089605,0,0,[Li]<-N=Cc1ccccc1OCC,[Li]<-[nH]1cc(C(=C)c2ccccc2)nc1C,0.2258064516129032,log P - G parameter,False,uncond_mono-min15k-4971,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-4971,Low G parameter,O8,True
8,[Li]<-n1cnn(CC(C)(C)C)c1,1.3241999999999998,18.963870762374665,0,0,[Li]<-n1cnn(CC(C)(C)C)c1,[Li]<-n1cncn1CC(C)(C)C,0.4871794871794871,log P - G parameter,False,uncond_mono-min15k-3184,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-3184,Low G parameter,O8,True
9,[Li]<-n1ccn(C2CCCCC2)n1,1.7833,19.09119847206748,0,0,[Li]<-n1ccn(C2CCCCC2)n1,[Li]<-n1cc(-c2ccccc2)n(C2CCCCC2)c1,0.3538461538461538,log P - G parameter,False,uncond_mono-min15k-4656,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-4656,Low G parameter,O8,True
0,[Li]<-N=P(C)(C(C)C)C(C)(C)C,3.6030700000000015,27.10488620085946,0,0,[Li]<-N=P(C)(C(C)C)C(C)(C)C,[Li]<-N=P(c1ccccc1)(C(C)(C)C)C(C)(C)C,0.2962962962962963,log P,False,uncond_mono-min15k-3372,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-3372,High log P,O1,True
1,[Li]<-N=C1C=CC(=S2C=CSC2=C(C)C)C=C1,4.042870000000002,21.351265319115072,0,0,[Li]<-N=C1C=CC(=S2C=CSC2=C(C)C)C=C1,[Li]<-N=C1C=CC(=S2C(=C(C)C)Sc3ccc(Br)cc32)C=C1,0.5072463768115942,log P,False,uncond_mono-min15k-11727,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-11727,High log P,O1,True
2,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,3.2901900000000017,25.6087856119688,0,0,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,[Li]<-S=C1SC=C(C)[SH]1C(S)c1ccccc1C,0.2941176470588235,log P,False,uncond_mono-min15k-8930,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-8930,High log P,O1,True
3,[Li]<-N(=Cc1cccs1)c1ccccc1I,4.103300000000002,23.01448352697756,0,0,[Li]<-N(=Cc1cccs1)c1ccccc1I,[Li]<-n1cccc(C=C2SC(C)=C(c3cccs3)S2)c1C,0.25,log P,False,uncond_mono-min15k-9095,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-9095,High log P,O1,True
4,[Li]<-P(Cl)(C(=Cc1ccccc1)OC(C)=O)C(C)C,4.592200000000004,24.86073531752348,0,0,[Li]<-P(Cl)(C(=Cc1ccccc1)OC(C)=O)C(C)C,[Li]<-P(Cl)(c1cccc(C(F)(F)Cl)c1)C(C)(C)C,0.2133333333333333,log P,False,uncond_mono-min15k-14471,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-14471,High log P,O1,True
5,[Li]<-N(c1ccccc1)c1ccccc1,3.430200000000001,25.306382301448355,0,0,[Li]<-N(c1ccccc1)c1ccccc1,[Li]<-N(c1ccc(-c2ccccc2)cc1)c1ccc(-c2cccs2)cc1,0.3855421686746988,log P,False,uncond_mono-min15k-8006,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-8006,High log P,O1,True
6,[Li]<-n1oc(Nc2ccccc2I)cc1C,3.331220000000001,25.51328982969919,0,0,[Li]<-n1oc(Nc2ccccc2I)cc1C,[Li]<-n1ccccc1-c1c(Br)cccc1-c1ccccc1,0.2195121951219512,log P,False,uncond_mono-min15k-9055,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-9055,High log P,O1,True
7,[Li]<-P1(Cc2ccccc2)C(C)C1c1ccccc1,4.811900000000004,23.58745822059525,0,0,[Li]<-P1(Cc2ccccc2)C(C)C1c1ccccc1,[Li]<-p1(Cc2ccccc2)c(-c2ccccc2)cc(C)c1C,0.5135135135135135,log P,False,uncond_mono-min15k-14649,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-14649,High log P,O1,True
8,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,4.009530000000003,27.677860894477167,0,0,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,[Be]=C1CN(c2cc(C)cc(C)c2C)C(C)(C)C1(C)C,0.6842105263157895,log P,False,uncond_mono-novel_remainder-1059,cond_mono-isolated_ligands-O1_optimized-uncond_mono-novel_remainder-1059,High log P,O1,True
