,Ligand ID,Isomer,Label ID,HOMO-LUMO gap (Eh),Metal center charge,Final single point energy (Eh),log P,G parameter,Atom count,Decoded SMILES,Connection IDs,Encoded SMILES,Coordination environment,Denticity,tmp_lab,sampling_region,input_smiles,optimized_smiles,tanimoto_similarity,isomer_prediction,optimization_direction,minimize
5219,uncond_bi-min10k-5726,0,5319,0.137824,0.4703037561299688,-1330.633256171641,1.7033,44.11109342670699,31,CC(C)([N+](=O)[O-])C1(N)CCCCC1,"[3, 7]",CC1(C)C2(CCCCC2)N->[Ir]<-[N+]1(=O)[O-],"['N([C])', 'N([O])([O])([C])']",1,uncond_bi-min10k-5726-cis,High metal center charge,CC1(C)C2(CCCCC2)N->[Ir]<-[N+]1(=O)[O-],,0.047058823529411764,trans,both,True
5219,uncond_bi-min10k-5726,0,5319,0.137824,0.4703037561299688,-1330.633256171641,1.7033,44.11109342670699,31,CC(C)([N+](=O)[O-])C1(N)CCCCC1,"[3, 7]",CC1(C)C2(CCCCC2)N->[Ir]<-[N+]1(=O)[O-],"['N([C])', 'N([O])([O])([C])']",1,uncond_bi-min10k-5726-cis,High metal center charge,CC1(C)C2(CCCCC2)N->[Ir]<-[N+]1(=O)[O-],CC1(C)C2(CCCCC2)N->[Ir]<-[N+]1(=O)[O-],1.0,trans,charge,False
5219,uncond_bi-min10k-5726,0,5319,0.137824,0.4703037561299688,-1330.633256171641,1.7033,44.11109342670699,31,CC(C)([N+](=O)[O-])C1(N)CCCCC1,"[3, 7]",CC1(C)C2(CCCCC2)N->[Ir]<-[N+]1(=O)[O-],"['N([C])', 'N([O])([O])([C])']",1,uncond_bi-min10k-5726-cis,High metal center charge,CC1(C)C2(CCCCC2)N->[Ir]<-[N+]1(=O)[O-],,0.08333333333333333,trans,charge,True
5219,uncond_bi-min10k-5726,0,5319,0.137824,0.4703037561299688,-1330.633256171641,1.7033,44.11109342670699,31,CC(C)([N+](=O)[O-])C1(N)CCCCC1,"[3, 7]",CC1(C)C2(CCCCC2)N->[Ir]<-[N+]1(=O)[O-],"['N([C])', 'N([O])([O])([C])']",1,uncond_bi-min10k-5726-cis,High metal center charge,CC1(C)C2(CCCCC2)N->[Ir]<-[N+]1(=O)[O-],,0.09259259259259259,trans,both_opposite,False
5219,uncond_bi-min10k-5726,0,5319,0.137824,0.4703037561299688,-1330.633256171641,1.7033,44.11109342670699,31,CC(C)([N+](=O)[O-])C1(N)CCCCC1,"[3, 7]",CC1(C)C2(CCCCC2)N->[Ir]<-[N+]1(=O)[O-],"['N([C])', 'N([O])([O])([C])']",1,uncond_bi-min10k-5726-cis,High metal center charge,CC1(C)C2(CCCCC2)N->[Ir]<-[N+]1(=O)[O-],CC1(c2ccccc2)C2COCN2->[Ir]<-[N+]1(=O)[O-],0.16216216216216217,trans,both_opposite,True
3706,uncond_bi-min10k-3783,0,3787,0.0959019999999999,0.3879962834110094,-1620.069283963982,2.6006,35.41301925831609,28,c1ccc(-c2nnccc2-c2cccnc2)nc1,"[5, 16]",c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,"['N([C])([C])', 'N([N])([C])']",1,uncond_bi-min10k-3783-cis,High metal center charge,c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,c1cncc(-c2c(C3CCNC3)ncc3c2N2(->[Ir]<-S3)CCCC2)c1,0.2169811320754717,cis,homo_lumo_gap,False
3706,uncond_bi-min10k-3783,0,3787,0.0959019999999999,0.3879962834110094,-1620.069283963982,2.6006,35.41301925831609,28,c1ccc(-c2nnccc2-c2cccnc2)nc1,"[5, 16]",c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,"['N([C])([C])', 'N([N])([C])']",1,uncond_bi-min10k-3783-cis,High metal center charge,c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,C1=N2->[Ir]<-n3ccccc3C2Cc2ncccc21,0.35,trans,homo_lumo_gap,True
3706,uncond_bi-min10k-3783,0,3787,0.0959019999999999,0.3879962834110094,-1620.069283963982,2.6006,35.41301925831609,28,c1ccc(-c2nnccc2-c2cccnc2)nc1,"[5, 16]",c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,"['N([C])([C])', 'N([N])([C])']",1,uncond_bi-min10k-3783-cis,High metal center charge,c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,c1ccc(-c2cncc3c2N->[Ir]<-N3)cc1,0.3076923076923077,trans,both,False
3706,uncond_bi-min10k-3783,0,3787,0.0959019999999999,0.3879962834110094,-1620.069283963982,2.6006,35.41301925831609,28,c1ccc(-c2nnccc2-c2cccnc2)nc1,"[5, 16]",c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,"['N([C])([C])', 'N([N])([C])']",1,uncond_bi-min10k-3783-cis,High metal center charge,c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,c1ccn2->[Ir]<-n3ccccc3-c2c1,0.391304347826087,trans,both,True
3706,uncond_bi-min10k-3783,0,3787,0.0959019999999999,0.3879962834110094,-1620.069283963982,2.6006,35.41301925831609,28,c1ccc(-c2nnccc2-c2cccnc2)nc1,"[5, 16]",c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,"['N([C])([C])', 'N([N])([C])']",1,uncond_bi-min10k-3783-cis,High metal center charge,c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,O=C(C1=CN23->[Ir]<-N4=C(NN=C(c5cccnc5)N4)C2(C=CC=C3)C=C1)N1CCCC1,0.27419354838709675,trans,charge,False
3706,uncond_bi-min10k-3783,0,3787,0.0959019999999999,0.3879962834110094,-1620.069283963982,2.6006,35.41301925831609,28,c1ccc(-c2nnccc2-c2cccnc2)nc1,"[5, 16]",c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,"['N([C])([C])', 'N([N])([C])']",1,uncond_bi-min10k-3783-cis,High metal center charge,c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,c1ccc(S2->[Ir]<-Nc3ccncc32)cc1,0.3076923076923077,trans,charge,True
3706,uncond_bi-min10k-3783,0,3787,0.0959019999999999,0.3879962834110094,-1620.069283963982,2.6006,35.41301925831609,28,c1ccc(-c2nnccc2-c2cccnc2)nc1,"[5, 16]",c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,"['N([C])([C])', 'N([N])([C])']",1,uncond_bi-min10k-3783-cis,High metal center charge,c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,Cc1cncc(CC23NCC(c4cccnc4)C2(C)OP->[Ir]<-N3)c1,0.19811320754716982,trans,both_opposite,False
3706,uncond_bi-min10k-3783,0,3787,0.0959019999999999,0.3879962834110094,-1620.069283963982,2.6006,35.41301925831609,28,c1ccc(-c2nnccc2-c2cccnc2)nc1,"[5, 16]",c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,"['N([C])([C])', 'N([N])([C])']",1,uncond_bi-min10k-3783-cis,High metal center charge,c1cncc(-c2ccnn3->[Ir]<-n4ccccc4-c23)c1,C1=CC23C=C(c4ccccc4)C=CN2(->[Ir]<-n2ccc(-c4ccccc4)cc23)C=C1,0.2391304347826087,trans,both_opposite,True
1794,uncond_bi-min10k-1528,1,1844,0.1167189999999999,0.2464690798853659,-1315.486258555144,0.9973,34.18749005252268,24,NCc1cnc(-c2ccccn2)cn1,"[0, 13]",c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,"['N([C])', 'N([C])([C])']",1,uncond_bi-min10k-1528-trans,Center,c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,Cc1cc(CN2->[Ir]<-N=CC2)ccn1,0.16901408450704225,cis,homo_lumo_gap,False
1794,uncond_bi-min10k-1528,1,1844,0.1167189999999999,0.2464690798853659,-1315.486258555144,0.9973,34.18749005252268,24,NCc1cnc(-c2ccccn2)cn1,"[0, 13]",c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,"['N([C])', 'N([C])([C])']",1,uncond_bi-min10k-1528-trans,Center,c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,C1=N2->[Ir]<-n3ccccc3C2Cc2ncccc21,0.28,trans,homo_lumo_gap,True
1794,uncond_bi-min10k-1528,1,1844,0.1167189999999999,0.2464690798853659,-1315.486258555144,0.9973,34.18749005252268,24,NCc1cnc(-c2ccccn2)cn1,"[0, 13]",c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,"['N([C])', 'N([C])([C])']",1,uncond_bi-min10k-1528-trans,Center,c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,,0.1095890410958904,cis,both,False
1794,uncond_bi-min10k-1528,1,1844,0.1167189999999999,0.2464690798853659,-1315.486258555144,0.9973,34.18749005252268,24,NCc1cnc(-c2ccccn2)cn1,"[0, 13]",c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,"['N([C])', 'N([C])([C])']",1,uncond_bi-min10k-1528-trans,Center,c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,c1ccn2->[Ir]<-n3ccc(-c4cc5ncccc5cn4)cc3-c2c1,0.2808988764044944,cis,both,True
1794,uncond_bi-min10k-1528,1,1844,0.1167189999999999,0.2464690798853659,-1315.486258555144,0.9973,34.18749005252268,24,NCc1cnc(-c2ccccn2)cn1,"[0, 13]",c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,"['N([C])', 'N([C])([C])']",1,uncond_bi-min10k-1528-trans,Center,c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,c1cc(-c2cncc3n2->[Ir]<-NN3)ccn1,0.25,cis,charge,False
1794,uncond_bi-min10k-1528,1,1844,0.1167189999999999,0.2464690798853659,-1315.486258555144,0.9973,34.18749005252268,24,NCc1cnc(-c2ccccn2)cn1,"[0, 13]",c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,"['N([C])', 'N([C])([C])']",1,uncond_bi-min10k-1528-trans,Center,c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,,0.03076923076923077,cis,charge,True
1794,uncond_bi-min10k-1528,1,1844,0.1167189999999999,0.2464690798853659,-1315.486258555144,0.9973,34.18749005252268,24,NCc1cnc(-c2ccccn2)cn1,"[0, 13]",c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,"['N([C])', 'N([C])([C])']",1,uncond_bi-min10k-1528-trans,Center,c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,c1ccc(-c2ccc3c(c2)S->[Ir]2(<-Nc4ccncc4S->2)<-N3)cc1,0.17525773195876287,cis,both_opposite,False
1794,uncond_bi-min10k-1528,1,1844,0.1167189999999999,0.2464690798853659,-1315.486258555144,0.9973,34.18749005252268,24,NCc1cnc(-c2ccccn2)cn1,"[0, 13]",c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,"['N([C])', 'N([C])([C])']",1,uncond_bi-min10k-1528-trans,Center,c1ccc(-c2cn3->[Ir]<-NCc3cn2)nc1,c1cnc2c(c1)ncc1cc3n(->[Ir]<-n4ccncc4-3)cc12,0.2558139534883721,trans,both_opposite,True
2043,uncond_bi-min10k-1795,1,2100,0.122171,0.2250867083663629,-1283.434528567137,2.0724,41.03931243036766,25,c1ccc(CNc2ccccn2)nc1,"[5, 12]",c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-1795-trans,Center,c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,,0.05555555555555555,cis,homo_lumo_gap,False
2043,uncond_bi-min10k-1795,1,2100,0.122171,0.2250867083663629,-1283.434528567137,2.0724,41.03931243036766,25,c1ccc(CNc2ccccn2)nc1,"[5, 12]",c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-1795-trans,Center,c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,,0.19607843137254902,cis,homo_lumo_gap,True
2043,uncond_bi-min10k-1795,1,2100,0.122171,0.2250867083663629,-1283.434528567137,2.0724,41.03931243036766,25,c1ccc(CNc2ccccn2)nc1,"[5, 12]",c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-1795-trans,Center,c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,c1ccc(Nc2cccc3n2->[Ir]<-N2(c4ccccc4)CCNCC32)cc1,0.20588235294117646,cis,both,False
2043,uncond_bi-min10k-1795,1,2100,0.122171,0.2250867083663629,-1283.434528567137,2.0724,41.03931243036766,25,c1ccc(CNc2ccccn2)nc1,"[5, 12]",c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-1795-trans,Center,c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,c1ccc(NC2=S->[Ir]<-n3ccccc3N2)nc1,0.43283582089552236,trans,both,True
2043,uncond_bi-min10k-1795,1,2100,0.122171,0.2250867083663629,-1283.434528567137,2.0724,41.03931243036766,25,c1ccc(CNc2ccccn2)nc1,"[5, 12]",c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-1795-trans,Center,c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,c1ccc(N2->[Ir]<-N=NC2)nc1,0.39285714285714285,cis,charge,False
2043,uncond_bi-min10k-1795,1,2100,0.122171,0.2250867083663629,-1283.434528567137,2.0724,41.03931243036766,25,c1ccc(CNc2ccccn2)nc1,"[5, 12]",c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-1795-trans,Center,c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,,0.06944444444444445,cis,charge,True
2043,uncond_bi-min10k-1795,1,2100,0.122171,0.2250867083663629,-1283.434528567137,2.0724,41.03931243036766,25,c1ccc(CNc2ccccn2)nc1,"[5, 12]",c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-1795-trans,Center,c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,CN1CCCC1N1->[Ir]<-n2ccccc2C1,0.3484848484848485,cis,both_opposite,False
2043,uncond_bi-min10k-1795,1,2100,0.122171,0.2250867083663629,-1283.434528567137,2.0724,41.03931243036766,25,c1ccc(CNc2ccccn2)nc1,"[5, 12]",c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-1795-trans,Center,c1ccc(N2->[Ir]<-n3ccccc3C2)nc1,CNc1ccc2n(->[Ir]<-O=C2)c1,0.16666666666666666,cis,both_opposite,True
4597,uncond_bi-min10k-4861,0,4686,0.094177,0.4449611105593322,-3079.087349898567,2.805470000000001,40.20372433550852,30,CCOP(=O)(OCC)C1(Cl)C=NC=CC1=N,"[4, 15]",CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,"['N([C])', 'O([P])']",1,uncond_bi-min10k-4861-cis,High metal center charge,CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,CCOP1(OC(C)C)=O->[Ir]<-N=CC1C,0.22857142857142856,cis,homo_lumo_gap,False
4597,uncond_bi-min10k-4861,0,4686,0.094177,0.4449611105593322,-3079.087349898567,2.805470000000001,40.20372433550852,30,CCOP(=O)(OCC)C1(Cl)C=NC=CC1=N,"[4, 15]",CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,"['N([C])', 'O([P])']",1,uncond_bi-min10k-4861-cis,High metal center charge,CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,,0.11475409836065574,cis,homo_lumo_gap,True
4597,uncond_bi-min10k-4861,0,4686,0.094177,0.4449611105593322,-3079.087349898567,2.805470000000001,40.20372433550852,30,CCOP(=O)(OCC)C1(Cl)C=NC=CC1=N,"[4, 15]",CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,"['N([C])', 'O([P])']",1,uncond_bi-min10k-4861-cis,High metal center charge,CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,,0.10810810810810811,cis,both,False
4597,uncond_bi-min10k-4861,0,4686,0.094177,0.4449611105593322,-3079.087349898567,2.805470000000001,40.20372433550852,30,CCOP(=O)(OCC)C1(Cl)C=NC=CC1=N,"[4, 15]",CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,"['N([C])', 'O([P])']",1,uncond_bi-min10k-4861-cis,High metal center charge,CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,CCOP1(OCC)=O->[Ir]<-N=C(Cl)C1Cl,0.3870967741935484,cis,both,True
4597,uncond_bi-min10k-4861,0,4686,0.094177,0.4449611105593322,-3079.087349898567,2.805470000000001,40.20372433550852,30,CCOP(=O)(OCC)C1(Cl)C=NC=CC1=N,"[4, 15]",CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,"['N([C])', 'O([P])']",1,uncond_bi-min10k-4861-cis,High metal center charge,CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,CCOP1(=O)(OC(CCl)OCOCOCOC)=O->[Ir]<-N=CC12C=NC=C1C=CN=CC12Cl,0.1619047619047619,cis,charge,False
4597,uncond_bi-min10k-4861,0,4686,0.094177,0.4449611105593322,-3079.087349898567,2.805470000000001,40.20372433550852,30,CCOP(=O)(OCC)C1(Cl)C=NC=CC1=N,"[4, 15]",CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,"['N([C])', 'O([P])']",1,uncond_bi-min10k-4861-cis,High metal center charge,CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,CCOP1(CC)->[Ir]<-S(c2ccccc2)CC1(F)F,0.20987654320987653,cis,charge,True
4597,uncond_bi-min10k-4861,0,4686,0.094177,0.4449611105593322,-3079.087349898567,2.805470000000001,40.20372433550852,30,CCOP(=O)(OCC)C1(Cl)C=NC=CC1=N,"[4, 15]",CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,"['N([C])', 'O([P])']",1,uncond_bi-min10k-4861-cis,High metal center charge,CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,,0.09210526315789473,cis,both_opposite,False
4597,uncond_bi-min10k-4861,0,4686,0.094177,0.4449611105593322,-3079.087349898567,2.805470000000001,40.20372433550852,30,CCOP(=O)(OCC)C1(Cl)C=NC=CC1=N,"[4, 15]",CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,"['N([C])', 'O([P])']",1,uncond_bi-min10k-4861-cis,High metal center charge,CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,,0.0761904761904762,cis,both_opposite,True
6295,uncond_bi-min10k-7581,0,6402,0.167893,0.1084060217092012,-1300.683688813341,2.4846400000000006,38.22218685341397,33,Cc1cccc(NC(C)C(C)O)c1C,"[6, 11]",Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-7581-cis,High HOMO-LUMO gap (eV),Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,CCN1->[Ir]<-N(O)C(C)C1C,0.17543859649122806,cis,homo_lumo_gap,False
6295,uncond_bi-min10k-7581,0,6402,0.167893,0.1084060217092012,-1300.683688813341,2.4846400000000006,38.22218685341397,33,Cc1cccc(NC(C)C(C)O)c1C,"[6, 11]",Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-7581-cis,High HOMO-LUMO gap (eV),Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,CC1=N(Cc2ccccc2N2CNC(Nc3ccccc3C)C2)->[Ir]<-N(C)=C1,0.1782178217821782,trans,homo_lumo_gap,True
6295,uncond_bi-min10k-7581,0,6402,0.167893,0.1084060217092012,-1300.683688813341,2.4846400000000006,38.22218685341397,33,Cc1cccc(NC(C)C(C)O)c1C,"[6, 11]",Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-7581-cis,High HOMO-LUMO gap (eV),Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,CC1=N->[Ir]<-N(O)=C(C)C1(C)C,0.15,cis,both,False
6295,uncond_bi-min10k-7581,0,6402,0.167893,0.1084060217092012,-1300.683688813341,2.4846400000000006,38.22218685341397,33,Cc1cccc(NC(C)C(C)O)c1C,"[6, 11]",Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-7581-cis,High HOMO-LUMO gap (eV),Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,Cc1ccccc1N1->[Ir]<-O=CC=1c1ccccc1F,0.17073170731707318,cis,both,True
6295,uncond_bi-min10k-7581,0,6402,0.167893,0.1084060217092012,-1300.683688813341,2.4846400000000006,38.22218685341397,33,Cc1cccc(NC(C)C(C)O)c1C,"[6, 11]",Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-7581-cis,High HOMO-LUMO gap (eV),Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,,0.13793103448275862,cis,charge,False
6295,uncond_bi-min10k-7581,0,6402,0.167893,0.1084060217092012,-1300.683688813341,2.4846400000000006,38.22218685341397,33,Cc1cccc(NC(C)C(C)O)c1C,"[6, 11]",Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-7581-cis,High HOMO-LUMO gap (eV),Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,CCN1->[Ir]<-OC(C)C1C,0.32653061224489793,cis,charge,True
6295,uncond_bi-min10k-7581,0,6402,0.167893,0.1084060217092012,-1300.683688813341,2.4846400000000006,38.22218685341397,33,Cc1cccc(NC(C)C(C)O)c1C,"[6, 11]",Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-7581-cis,High HOMO-LUMO gap (eV),Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,CCCN1->[Ir]<-N(C)C(C)C1CC,0.15873015873015872,cis,both_opposite,False
6295,uncond_bi-min10k-7581,0,6402,0.167893,0.1084060217092012,-1300.683688813341,2.4846400000000006,38.22218685341397,33,Cc1cccc(NC(C)C(C)O)c1C,"[6, 11]",Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-7581-cis,High HOMO-LUMO gap (eV),Cc1cccc(N2->[Ir]<-OC(C)C2C)c1C,CC1=N(Cc2ccccc2N)->[Ir]<-N(c2ccccc2C)=C1,0.18823529411764706,trans,both_opposite,True
5130,uncond_bi-min10k-5603,0,5229,0.124655,0.2915259398634413,-1182.431282995527,2.3147,41.38150565016712,31,CC(C)NC(C)(C)c1ccccn1,"[3, 12]",CC(C)N1->[Ir]<-n2ccccc2C1(C)C,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-5603-cis,Center,CC(C)N1->[Ir]<-n2ccccc2C1(C)C,CCCN1->[Ir]<-NC(C)(N)C1(C)C,0.15,cis,homo_lumo_gap,False
5130,uncond_bi-min10k-5603,0,5229,0.124655,0.2915259398634413,-1182.431282995527,2.3147,41.38150565016712,31,CC(C)NC(C)(C)c1ccccn1,"[3, 12]",CC(C)N1->[Ir]<-n2ccccc2C1(C)C,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-5603-cis,Center,CC(C)N1->[Ir]<-n2ccccc2C1(C)C,,0.1271186440677966,cis,homo_lumo_gap,True
5130,uncond_bi-min10k-5603,0,5229,0.124655,0.2915259398634413,-1182.431282995527,2.3147,41.38150565016712,31,CC(C)NC(C)(C)c1ccccn1,"[3, 12]",CC(C)N1->[Ir]<-n2ccccc2C1(C)C,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-5603-cis,Center,CC(C)N1->[Ir]<-n2ccccc2C1(C)C,CC(C)c1cnn2(O)->[Ir]<-NC(C)(C)c12,0.20967741935483872,cis,both,False
5130,uncond_bi-min10k-5603,0,5229,0.124655,0.2915259398634413,-1182.431282995527,2.3147,41.38150565016712,31,CC(C)NC(C)(C)c1ccccn1,"[3, 12]",CC(C)N1->[Ir]<-n2ccccc2C1(C)C,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-5603-cis,Center,CC(C)N1->[Ir]<-n2ccccc2C1(C)C,CC(C)NC1=S->[Ir]<-n2ccccc2N1,0.3448275862068966,cis,both,True
5130,uncond_bi-min10k-5603,0,5229,0.124655,0.2915259398634413,-1182.431282995527,2.3147,41.38150565016712,31,CC(C)NC(C)(C)c1ccccn1,"[3, 12]",CC(C)N1->[Ir]<-n2ccccc2C1(C)C,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-5603-cis,Center,CC(C)N1->[Ir]<-n2ccccc2C1(C)C,CC1(c2cccnc2)C=[NH+][O-]->[Ir]<-N1,0.16923076923076924,cis,charge,False
5130,uncond_bi-min10k-5603,0,5229,0.124655,0.2915259398634413,-1182.431282995527,2.3147,41.38150565016712,31,CC(C)NC(C)(C)c1ccccn1,"[3, 12]",CC(C)N1->[Ir]<-n2ccccc2C1(C)C,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-5603-cis,Center,CC(C)N1->[Ir]<-n2ccccc2C1(C)C,CC(C)(C)N1->[Ir]<-NCC1(C)C,0.15789473684210525,cis,charge,True
5130,uncond_bi-min10k-5603,0,5229,0.124655,0.2915259398634413,-1182.431282995527,2.3147,41.38150565016712,31,CC(C)NC(C)(C)c1ccccn1,"[3, 12]",CC(C)N1->[Ir]<-n2ccccc2C1(C)C,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-5603-cis,Center,CC(C)N1->[Ir]<-n2ccccc2C1(C)C,CCC(C)N1->[Ir]<-NCC1(C)C,0.21818181818181817,cis,both_opposite,False
5130,uncond_bi-min10k-5603,0,5229,0.124655,0.2915259398634413,-1182.431282995527,2.3147,41.38150565016712,31,CC(C)NC(C)(C)c1ccccn1,"[3, 12]",CC(C)N1->[Ir]<-n2ccccc2C1(C)C,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-5603-cis,Center,CC(C)N1->[Ir]<-n2ccccc2C1(C)C,CCN1->[Ir]<-S=C2C=CC=CN2C1(C)NC(C)C(=O)O,0.2,cis,both_opposite,True
3769,uncond_bi-min10k-3845,0,3850,0.1105859999999999,0.3043395955322535,-1511.891753666049,2.7908000000000017,38.19831290784657,28,C=C(c1ccccn1)c1ncn2ccccc12,"[7, 9]",C=C1c2ccccn2->[Ir]<-n2cn3ccccc3c21,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-3845-cis,Center,C=C1c2ccccn2->[Ir]<-n2cn3ccccc3c21,,0.13095238095238096,cis,homo_lumo_gap,False
3769,uncond_bi-min10k-3845,0,3850,0.1105859999999999,0.3043395955322535,-1511.891753666049,2.7908000000000017,38.19831290784657,28,C=C(c1ccccn1)c1ncn2ccccc12,"[7, 9]",C=C1c2ccccn2->[Ir]<-n2cn3ccccc3c21,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-3845-cis,Center,C=C1c2ccccn2->[Ir]<-n2cn3ccccc3c21,C=C1c2ccccn2->[Ir]<-N2CC(C)(c3cccnc3)OC12,0.3103448275862069,cis,homo_lumo_gap,True
