tmQMg-L ligand ID,Decoded SMILES,Connection IDs,Encoded SMILES,log P,Exact cone angle ($^\circ$),M-L XYZ,Sampling region
ligand30117-0,[H]c1c([H])c(OC([H])([H])[H])c([H])c([H])c1/N=C(/C(=O)/C(=N/c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])C([H])([H])[H])C([H])([H])[H],"[[5], [6]]",COc1ccc(N2->[Ir]<-N(=C(C)C(=O)C=2C)c2ccc(OC)cc2)cc1,4.157900000000003,217.2327175309649,"45
ligand30117-0: GESVIM-subgraph-2. Original M-L.
Ru  -0.0003  0.2734  0.4054
O -0.37489 4.043338 -1.881478
C -0.218418 2.862301 -1.521121
C 1.159586 2.322117 -1.327165
C -1.383943 1.935606 -1.562006
C 2.28108 3.122003 -1.926553
N 1.362996 1.176369 -0.70388
N -1.370423 0.765379 -0.935757
C -2.547697 2.425842 -2.377227
H 3.044507 3.371217 -1.162713
H 1.867512 4.055772 -2.34661
H 2.803077 2.545576 -2.718054
C 2.677465 0.602435 -0.684185
C -2.495079 -0.118801 -1.052826
H -3.130397 1.589079 -2.804421
H -2.183843 3.102577 -3.172309
H -3.238363 3.030802 -1.751203
C 3.023586 -0.37397 -1.630029
C 3.599654 0.954103 0.322031
C -2.34005 -1.367603 -1.686851
C -3.733684 0.217055 -0.48389
C 4.272668 -1.01193 -1.574722
H 2.292815 -0.651822 -2.402677
H 3.314798 1.706543 1.070422
C 4.843575 0.324876 0.381241
C -3.415318 -2.252395 -1.762938
H -1.356251 -1.640698 -2.089185
H -3.842824 1.178122 0.038222
C -4.81558 -0.675631 -0.542582
C 5.189694 -0.669763 -0.560127
H 4.514687 -1.777717 -2.323495
H 5.575782 0.581314 1.160593
C -4.662388 -1.919412 -1.188869
H -3.314626 -3.229389 -2.257299
H -5.769401 -0.388868 -0.080292
O 6.419982 -1.235168 -0.407353
O -5.645077 -2.85568 -1.306238
C 6.805989 -2.250599 -1.311448
C -6.905552 -2.578614 -0.730077
H 7.818315 -2.575269 -1.006803
H 6.847186 -1.881127 -2.361338
H 6.11865 -3.126162 -1.271689
H -6.835727 -2.428448 0.371441
H -7.544282 -3.458615 -0.931666
H -7.381005 -1.677462 -1.179808",Center
ligand25920-0,[H]c1nn(-c2nc(O[C@]3([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]3([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2[H])c([H])c1[H],"[[0], [8]]",CC1CCC(C(C)C)C(Oc2cccc3-n4cccn4->[Ir]<-n23)C1,4.106900000000003,215.567521533741,"48
ligand25920-0: LECSOC-subgraph-0. Original M-L.
Mo  1.7031  -1.2692  0.5947
N 3.421095 0.079624 0.180041
C 4.731105 -0.138146 0.35342
N 3.291729 1.307671 -0.376292
H 5.053298 -1.089248 0.793478
C 5.471219 0.978307 -0.100728
C 1.993843 1.811159 -0.662807
C 4.520194 1.882458 -0.560208
H 6.5575 1.108998 -0.096732
N 1.008368 0.957376 -0.38593
C 1.796684 3.1003 -1.176832
H 4.625772 2.877757 -1.000852
C -0.271481 1.328475 -0.594815
H 2.628981 3.782043 -1.388091
C 0.464814 3.483236 -1.399444
O -1.142393 0.378898 -0.285793
C -0.586975 2.61054 -1.110306
H 0.247417 4.483861 -1.801336
C -2.568843 0.607895 -0.255196
H -1.628746 2.909313 -1.278297
H -2.860485 1.192996 -1.15765
C -3.22846 -0.775386 -0.319537
C -2.94144 1.370409 1.016876
C -2.756258 -1.612497 -1.536855
H -2.874249 -1.314571 0.588518
C -4.752027 -0.596132 -0.198204
H -2.536709 0.799152 1.880556
C -4.462708 1.538124 1.159741
H -2.442632 2.36302 1.031179
H -1.648573 -1.641765 -1.46282
C -3.240833 -3.063922 -1.437272
C -3.126039 -0.999503 -2.893905
H -5.242712 -1.589926 -0.214117
C -5.14617 0.164516 1.072333
H -5.13553 -0.047875 -1.087602
C -4.824043 2.286954 2.444247
H -4.819005 2.143075 0.292156
H -2.969799 -3.511114 -0.459093
H -2.772193 -3.68531 -2.22666
H -4.341419 -3.150425 -1.560154
H -2.727863 0.029028 -3.018518
H -4.225076 -0.957115 -3.048643
H -2.703291 -1.607879 -3.718721
H -4.856218 -0.433392 1.965713
H -6.248733 0.288925 1.122762
H -4.348082 3.288234 2.480903
H -4.48359 1.721936 3.337325
H -5.920386 2.42787 2.53333",Center
ligand27616-0,[H]C1=C([H])C([H])=C([H])C(N2CN(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])C3=C2C([H])=C([H])C([H])=C3[H])=N1,"[[0], [10]]",[Be]1->[Ir]<-n2ccccc2N2[C]=1N(Cc1ccccc1)c1ccccc12,4.236190000000002,216.17395747300404,"38
ligand27616-0: BEWRIH-subgraph-1. Original M-L.
Pd  -1.5390  -0.6678  -0.2578
N -2.272887 1.182967 0.238596
C -3.56131 1.455673 0.53943
C -1.343579 2.176167 0.287671
H -4.257975 0.608715 0.479621
C -3.980589 2.735915 0.904654
C -1.690165 3.48599 0.649972
N -0.061373 1.739838 -0.061147
H -5.037765 2.917705 1.140594
C -3.026542 3.762589 0.960752
H -0.936187 4.276829 0.689898
C 0.102669 0.395395 -0.412606
C 1.161895 2.429861 -0.177743
H -3.318019 4.783659 1.246523
N 1.394888 0.241759 -0.761056
C 1.571142 3.754199 0.043324
C 2.087588 1.456179 -0.620107
C 2.066333 -0.98952 -1.214074
H 0.89472 4.543877 0.387066
C 2.920615 4.057414 -0.190653
C 3.435787 1.756846 -0.850137
H 2.621717 -0.731381 -2.136966
H 1.263213 -1.709354 -1.465971
C 2.994576 -1.559253 -0.163313
H 3.267937 5.087016 -0.022978
C 3.837952 3.079814 -0.628061
H 4.147825 0.985995 -1.169881
C 2.491872 -1.929961 1.099727
C 4.358977 -1.755937 -0.446561
H 4.888534 3.358669 -0.792533
C 3.348003 -2.473402 2.06716
H 1.418742 -1.812646 1.315953
C 5.214138 -2.307736 0.51995
H 4.756302 -1.488107 -1.439442
C 4.710439 -2.661436 1.780535
H 2.94741 -2.763166 3.05013
H 6.278121 -2.46126 0.28596
H 5.379746 -3.091038 2.54075",Center
ligand25566-0,[H]C1=C([H])C([H])=C(S/C(C2=C([H])C([H])=C([H])C([H])=C2[H])=C(/[H])CN(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],"[[0], [10]]",CN(C)[C]1=[Be]->[Ir]<-S(C(=C1)c1ccccc1)c1ccccc1,4.420190000000003,216.8070909882909,"37
ligand25566-0: HALNAK-subgraph-0. Original M-L.
Cr  1.8107  0.5451  0.0137
S -0.348724 0.281407 -0.981158
C -0.859642 -1.263072 -0.240999
C -1.520663 1.470056 -0.313601
C -2.275362 -1.653626 -0.209518
C 0.199133 -2.024098 0.176101
C -1.829394 2.569965 -1.132239
C -2.066507 1.357692 0.976871
C -3.183581 -1.198116 -1.193956
C -2.76006 -2.492346 0.823166
H -0.026889 -3.05276 0.503432
C 1.57592 -1.523467 0.137247
C -2.693399 3.565736 -0.653006
H -1.387635 2.647989 -2.136919
C -2.942808 2.349731 1.436735
H -1.804665 0.50717 1.62028
H -2.818021 -0.54405 -1.999234
C -4.5287 -1.582327 -1.154818
C -4.106512 -2.873092 0.859254
H -2.074326 -2.820491 1.61876
N 2.516437 -2.487768 0.110989
H -2.928663 4.432038 -1.289208
C -3.256248 3.454338 0.627384
H -3.375386 2.261859 2.444673
H -5.21966 -1.222476 -1.931869
C -4.996137 -2.421081 -0.12985
H -4.468469 -3.518421 1.673882
C 2.224767 -3.919163 -0.056037
C 3.944002 -2.194397 0.174842
H -3.93824 4.233438 0.999415
H -6.055585 -2.716566 -0.096907
H 2.0112 -4.41058 0.917946
H 3.104846 -4.416833 -0.504008
H 1.365344 -4.07445 -0.73304
H 4.099151 -1.207262 0.634026
H 4.39119 -2.184738 -0.842348
H 4.454846 -2.969742 0.780298",Center
ligand30342-0,[H]c1nc(-c2nc3c([H])c([H])c([H])c([H])c3n2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1[H],"[[0], [11]]",CCCCn1c2-c3ccccn3->[Ir]<-n2c2ccccc21,3.8984000000000014,210.8473370434086,"37
ligand30342-0: RAGKIV-subgraph-2. Original M-L.
Zn  -2.4468  0.0807  0.1019
N -0.445172 0.741091 0.236876
C 0.155148 1.978464 0.243581
C 0.481434 -0.145219 -0.13526
C -0.388312 3.252752 0.494543
C 1.526533 1.821125 -0.107302
C 0.090437 -1.553741 -0.302586
N 1.703691 0.461657 -0.356652
C 0.483248 4.340984 0.415435
H -1.46338 3.359427 0.694064
C 2.40457 2.915447 -0.182212
C 0.948705 -2.67233 -0.299777
N -1.254647 -1.704707 -0.400805
C 2.95429 -0.130607 -0.813602
H 0.099037 5.355536 0.596787
C 1.855417 4.174046 0.091924
H 3.466278 2.800615 -0.443579
H 2.030701 -2.559516 -0.159636
C 0.386293 -3.949999 -0.427085
C -1.792951 -2.927228 -0.473803
H 3.443133 0.610029 -1.479771
H 2.713427 -1.003512 -1.45207
C 3.898688 -0.520413 0.327773
H 2.504786 5.060902 0.044674
H 1.037073 -4.837124 -0.429083
C -1.00563 -4.087553 -0.517952
H -2.894498 -2.960909 -0.463853
H 3.376626 -1.222204 1.015366
H 4.120776 0.383071 0.935732
C 5.20013 -1.151162 -0.174826
H -1.479997 -5.07547 -0.600732
H 5.703587 -0.445126 -0.871969
H 4.959601 -2.050796 -0.785025
C 6.156743 -1.533583 0.954627
H 7.087791 -1.988264 0.562419
H 6.444051 -0.646696 1.556268
H 5.691702 -2.265495 1.647113",Center
ligand15610-0,[H]C1=C([H])C([H])=C(C([H])([H])N2N=NC(C([H])([H])N3CN(C4=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C4C([H])([H])[H])C([H])=C3[H])=C2[H])C([H])=C1[H],"[[1], [27]]",Cc1cc(C)c(N2C=CN3Cc4cn(Cc5ccccc5)nn4->[Ir]<-[Be]=[C]32)c(C)c1,4.041350000000003,211.56439138223575,"51
ligand15610-0: ZIKYOJ-subgraph-0. Original M-L.
Rh  -0.3235  0.5398  -0.3594
N -2.327069 -1.86863 -0.389158
C -1.130945 -1.288223 -0.729049
C -2.337169 -3.22581 -0.704905
C -3.426642 -1.199525 0.257014
N -0.404876 -2.321946 -1.26664
C -1.119898 -3.513572 -1.260561
H -3.201823 -3.861422 -0.494245
C -4.60138 -0.952631 -0.489662
C -3.283358 -0.79481 1.602958
C 0.990711 -2.170196 -1.678561
H -0.713134 -4.451047 -1.651669
C -5.649053 -0.271346 0.153726
C -4.719996 -1.36862 -1.933858
C -2.006679 -1.030308 2.364995
C -4.362183 -0.113929 2.193637
H 1.035774 -1.477537 -2.545526
H 1.374255 -3.153048 -2.006715
C 1.817363 -1.627363 -0.552293
C -5.552678 0.156211 1.492108
H -6.567235 -0.057635 -0.415796
H -3.802767 -1.126489 -2.508156
H -5.574977 -0.863449 -2.420156
H -4.881137 -2.462055 -2.038663
H -2.149175 -0.851845 3.446906
H -1.207959 -0.341365 2.002226
H -1.62197 -2.060825 2.226743
H -4.26774 0.214888 3.240653
N 1.401366 -0.518891 0.140841
C 3.026408 -2.01513 0.006605
C -6.704554 0.858716 2.161811
N 2.265359 -0.211398 1.085786
H 3.729139 -2.820318 -0.228345
N 3.247381 -1.114695 1.00775
H -7.274459 1.483158 1.446476
H -6.364334 1.502594 2.995586
H -7.417594 0.120691 2.587733
C 4.434656 -0.980342 1.865245
H 4.670953 -1.980311 2.276793
H 4.116251 -0.327081 2.699918
C 5.610769 -0.403813 1.107539
C 5.557341 0.920566 0.627429
C 6.754152 -1.185085 0.860585
H 4.665761 1.537986 0.822937
C 6.635998 1.452448 -0.091425
C 7.836308 -0.649049 0.144567
H 6.805554 -2.217871 1.241201
H 6.591811 2.48864 -0.458704
C 7.77692 0.668273 -0.333636
H 8.730417 -1.263628 -0.037433
H 8.62526 1.089444 -0.893417",Center
ligand24956-0,[H]/N=c1\oc2c(C([H])([H])[H])c([H])c([H])c([H])c2c([H])c1-c1nc2c([H])c([H])c([H])c([H])c2n1[H],"[[0], [18]]",Cc1cccc2cc3-c4[nH]c5ccccc5n4->[Ir]<-N=c3oc12,3.7639900000000015,212.587367081814,"35
ligand24956-0: LIMLOL-subgraph-4. Original M-L.
Ru  1.0829  -0.6317  -0.2578
N 0.728159 1.424891 -0.130712
C 1.617402 2.49824 -0.151498
C -0.513979 1.944427 -0.11256
C 3.024069 2.535947 -0.212983
C 0.871393 3.712158 -0.11607
N -0.452769 3.323272 -0.10028
C -1.790245 1.24355 -0.079402
H 3.585006 1.596935 -0.334719
C 3.636411 3.793652 -0.201911
C 1.484759 4.974233 -0.102045
H -1.256276 3.941913 -0.012674
C -2.985384 1.910233 -0.286324
C -1.835981 -0.171266 0.26311
C 2.884093 4.992321 -0.13933
H 4.733385 3.853997 -0.259396
H 0.896758 5.902853 -0.069618
H -2.996371 2.966998 -0.592651
C -4.253272 1.25001 -0.145639
N -0.79554 -0.929637 0.414874
O -3.059673 -0.764176 0.459669
H 3.408542 5.959466 -0.133353
C -4.244559 -0.110601 0.248081
C -5.502923 1.878485 -0.363201
H -0.995981 -1.936303 0.596055
C -5.422735 -0.858115 0.436975
C -6.68716 1.160219 -0.185725
H -5.522963 2.934397 -0.673255
C -5.34455 -2.301124 0.85057
C -6.641358 -0.189916 0.210023
H -7.658309 1.64697 -0.356638
H -4.819507 -2.413331 1.82155
H -4.763821 -2.896299 0.116144
H -6.353428 -2.744169 0.944422
H -7.578829 -0.751217 0.345012",Center
ligand15606-0,[H]C([H])(P1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])P1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],"[[0], [21]]",C1CCP2(CCCP3(->[Ir]<-2)CCCC3)C1,3.927900000000003,214.89443586755604,"36
ligand15606-0: VOPRIC-subgraph-0. Original M-L.
Pt  0.0000  -0.6703  -0.0514
P -1.702733 0.782882 -0.128231
C -1.283887 2.561928 -0.452227
C -3.118771 0.437787 -1.295075
C -2.766477 0.823705 1.396912
H -1.20526 2.681181 -1.554158
H -2.162505 3.159599 -0.129281
C -0.000006 3.065525 0.222467
H -3.257458 1.32811 -1.943703
H -2.861214 -0.43237 -1.926037
C -4.339744 0.179224 -0.39073
C -4.194075 1.045158 0.872664
H -2.659146 -0.179346 1.855625
H -2.409095 1.586599 2.116765
H 0.000001 2.796653 1.302548
H -0.000003 4.175559 0.19077
C 1.283868 2.561925 -0.452243
H -5.290399 0.378232 -0.926154
H -4.326981 -0.890757 -0.098919
H -4.950059 0.783727 1.641424
H -4.351696 2.118449 0.622715
H 1.20522 2.681133 -1.554178
P 1.702736 0.782892 -0.128218
H 2.162479 3.159627 -0.129334
C 2.766434 0.823747 1.396951
C 3.118807 0.437784 -1.29502
H 2.409041 1.586664 2.116774
H 2.659093 -0.179286 1.855701
C 4.194048 1.045184 0.872735
H 2.861252 -0.432381 -1.92597
H 3.25752 1.328102 -1.943653
C 4.339751 0.179226 -0.390638
H 4.351672 2.11847 0.622769
H 4.950006 0.783772 1.641528
H 4.326979 -0.890751 -0.098809
H 5.290425 0.378225 -0.92603",Center
ligand14450-0,[H]C1=C([H])C(OC([H])([H])[H])=C(P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],"[[3], [7]]",CO1->[Ir]<-P(c2ccccc21)(C(C)(C)C)C(C)(C)C,4.399400000000004,212.78829425264937,"43
ligand14450-0: NICNOF-subgraph-2. Original M-L.
Pd  0.1182  0.0639  -0.4615
C 3.12071 -1.271642 -0.11653
C 4.493925 -1.51486 0.09641
C 2.340823 -2.339818 -0.640828
P 2.303058 0.365934 0.216676
H 5.127319 -0.710223 0.487718
C 5.08436 -2.75741 -0.174592
C 2.923692 -3.597268 -0.901857
O 1.022297 -2.09233 -0.887145
C 2.491231 0.5745 2.122222
C 3.360583 1.631366 -0.768488
H 6.159006 -2.906695 0.004416
C 4.289335 -3.800366 -0.667412
H 2.310835 -4.41884 -1.292825
C 0.189559 -3.11103 -1.451434
C 3.852854 0.164444 2.7038
C 1.404349 -0.347069 2.710466
C 2.194031 2.032246 2.514516
C 3.509734 1.02343 -2.176146
C 2.530078 2.922543 -0.886523
C 4.740095 1.971219 -0.185866
H 4.731064 -4.786153 -0.877973
H 0.60239 -3.458523 -2.421326
H -0.784061 -2.600142 -1.598862
H 0.086814 -3.964054 -0.749343
H 3.836568 0.349546 3.799329
H 4.694091 0.749669 2.286506
H 4.061312 -0.911614 2.55614
H 1.432902 -0.290389 3.819654
H 1.569818 -1.405456 2.421748
H 0.392135 -0.054646 2.366206
H 2.149707 2.104281 3.621962
H 1.219755 2.381225 2.123023
H 2.981978 2.730723 2.171085
H 2.523138 0.714702 -2.581422
H 4.177129 0.14028 -2.182738
H 3.937264 1.785827 -2.861248
H 3.08483 3.65352 -1.512366
H 2.337011 3.400187 0.092851
H 1.555817 2.724403 -1.368805
H 4.670702 2.432496 0.818186
H 5.236768 2.710412 -0.850642
H 5.411282 1.094362 -0.125878",Center
ligand18748-0,[H]C1=C([H])N(P(N2C([H])=C([H])C([H])=C2[H])N2C([H])=C([H])C([H])=C2C2=N[C@@]([H])([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])O2)C([H])=C1[H],"[[0], [25]]",CCC(C)C1COC2c3cccn3P(->[Ir]<-N=21)(n1cccc1)n1cccc1,4.454200000000004,210.4350500980979,"49
ligand18748-0: WAVCOM-subgraph-1. Original M-L.
Rh  0.2499  1.4461  -0.3969
P -1.291363 0.023038 0.105367
N -1.41376 -1.313556 -1.048327
N -2.967716 0.441884 0.237522
N -1.052844 -0.907965 1.560698
C -2.539899 -2.038017 -1.393353
C -0.30386 -1.891422 -1.670335
C -3.928285 -0.101262 1.097374
C -3.598309 1.299606 -0.667604
C -1.398398 -2.235436 1.830106
C -0.457746 -0.353934 2.69684
C -2.155185 -3.080959 -2.232711
H -3.526235 -1.744016 -1.016364
C -0.74748 -2.996479 -2.403499
C 1.036397 -1.378312 -1.517297
H -3.63712 -0.788694 1.898079
C -5.157003 0.420548 0.734809
H -3.012796 1.825598 -1.429888
C -4.950182 1.300782 -0.379107
H -1.862092 -2.863448 1.06257
C -1.025252 -2.510751 3.134014
C -0.434542 -1.323867 3.681687
H -0.088457 0.677656 2.671538
H -2.830281 -3.815526 -2.685194
H -0.102933 -3.645482 -3.005613
O 2.032971 -2.193946 -1.910019
N 1.400558 -0.220811 -1.024434
H -6.108605 0.207975 1.23563
H -5.712508 1.886417 -0.905183
H -1.150662 -3.475508 3.639306
H -0.022475 -1.199091 4.689367
C 3.265499 -1.42898 -1.770513
C 2.874016 -0.22914 -0.888914
H 3.592212 -1.129037 -2.787593
H 4.026201 -2.096291 -1.323038
H 3.253412 0.729608 -1.29432
C 3.280865 -0.312655 0.601265
H 2.768551 0.55565 1.074672
C 2.786654 -1.59113 1.284921
C 4.796643 -0.082237 0.739034
H 1.691382 -1.715462 1.173429
H 2.987054 -1.564149 2.373182
H 3.28276 -2.499025 0.880412
H 5.346864 -0.911289 0.236903
H 5.054171 0.842221 0.178136
C 5.288368 0.052431 2.180844
H 6.369403 0.294729 2.213287
H 5.142473 -0.88068 2.761484
H 4.74763 0.86395 2.710748",Center
ligand16249-0,[H]C1=C([H])C([H])=C([H])C(C(OP(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])(C([H])([H])[H])C([H])([H])[H])=N1,"[[0], [23]]",CC1(C)OP(->[Ir]<-n2ccccc21)(c1ccccc1)c1ccccc1,4.381200000000003,214.6307789959148,"44
ligand16249-0: EVACOT-subgraph-0. Original M-L.
Ni  -0.6987  -1.0186  -1.0039
P 0.68132 0.050938 0.187431
O 0.155445 0.075814 1.778543
C 0.746079 1.827024 -0.245773
C 2.423493 -0.438257 0.447544
C -1.061328 -0.631589 2.173155
C 0.61556 2.203105 -1.59795
C 0.895286 2.806797 0.755778
C 3.390914 -0.147944 -0.537155
C 2.803714 -1.103906 1.628427
C -1.181633 -0.317331 3.663367
C -2.230718 -0.085858 1.34662
C -0.91933 -2.144821 1.953898
C 0.655465 3.562129 -1.944647
H 0.492364 1.420364 -2.364184
C 0.922601 4.162512 0.399377
H 0.979522 2.499999 1.808941
H 3.093744 0.364363 -1.462274
C 4.724019 -0.528221 -0.336961
H 2.052443 -1.307879 2.403476
C 4.140667 -1.484634 1.819496
H -1.246677 0.773547 3.838056
H -0.276264 -0.692201 4.176675
H -2.06272 -0.815986 4.110166
N -2.165371 -0.269364 -0.00199
C -3.327752 0.5709 1.925635
H -0.027484 -2.526141 2.487368
H -0.827286 -2.384198 0.872051
H -1.817383 -2.670359 2.333798
H 0.559627 3.857656 -3.000463
C 0.807145 4.540714 -0.949099
H 1.036156 4.930696 1.179646
H 5.474686 -0.300703 -1.10871
C 5.101458 -1.199734 0.837844
H 4.431672 -2.004873 2.744704
C -3.17528 0.191797 -0.788868
C -4.365133 1.054767 1.118779
H -3.369977 0.701148 3.013501
H 0.831911 5.606211 -1.224277
H 6.149734 -1.499218 0.988925
H -3.076814 -0.038727 -1.858842
C -4.282946 0.859067 -0.265023
H -5.225159 1.572681 1.568537
H -5.06948 1.211734 -0.946804",Center
ligand1026-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C([H])([H])N2CN([H])C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C2[H])C([H])=C1[H],"[[0], [28]]",CC(C)(C)C1=CN2CCP(->[Ir]<-[Be]=[C]2N1)(c1ccccc1)c1ccccc1,3.9082900000000023,213.7126281978735,"50
ligand1026-0: ALEYOG-subgraph-0. Original M-L.
Ru  -0.0185  -1.2172  0.4443
P 1.37154 0.323966 -0.502247
C 3.106431 -0.18457 -0.802304
C 1.541003 1.93934 0.373273
C 0.716301 0.87371 -2.147335
C 3.949621 -0.354002 0.317888
C 3.607078 -0.459738 -2.090441
C 0.496447 2.39783 1.202991
C 2.664387 2.764945 0.153618
H 0.583536 -0.021442 -2.788255
C -0.598616 1.623166 -1.981215
H 1.446793 1.549119 -2.636403
H 3.577464 -0.120682 1.3274
C 5.269493 -0.791881 0.150195
C 4.929491 -0.904504 -2.253168
H 2.976208 -0.32783 -2.981605
H -0.379874 1.753511 1.372062
C 0.574687 3.661979 1.806784
H 3.487799 2.418286 -0.489034
C 2.74048 4.025633 0.764162
N -1.659358 0.868402 -1.304776
H -0.427156 2.568198 -1.422104
H -0.989324 1.902726 -2.979784
C 5.760476 -1.073074 -1.136313
H 5.92144 -0.911495 1.028359
H 5.311042 -1.116556 -3.262994
H -0.243819 4.011589 2.453758
C 1.698309 4.475588 1.59092
H 3.623091 4.660252 0.594198
C -1.536486 -0.13539 -0.373144
C -3.001004 1.220764 -1.49115
H 6.796257 -1.419702 -1.267222
H 1.763755 5.463538 2.070664
N -2.837477 -0.383466 -0.018725
H -3.29505 2.009413 -2.188341
C -3.761383 0.422033 -0.676657
H -3.075474 -1.133617 0.628571
C -5.251805 0.322959 -0.45003
C -5.969346 1.352597 -1.339211
C -5.559638 0.614857 1.036758
C -5.729504 -1.101676 -0.814257
H -5.772652 1.166365 -2.414024
H -5.652435 2.387025 -1.097865
H -7.063917 1.291335 -1.182573
H -6.650237 0.546829 1.220864
H -5.223654 1.631308 1.322718
H -5.065732 -0.113109 1.713321
H -5.512707 -1.337704 -1.874855
H -6.822962 -1.18874 -0.657076
H -5.244912 -1.876738 -0.184866",Center
ligand24761-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])[C@]2([H])C([H])([H])N(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])C([H])([H])C2([H])[H])C([H])=C1[H],"[[0], [21]]",c1ccc(CN23->[Ir]<-P(c4ccccc4)(c4ccccc4)C(CC2)C3)cc1,4.393800000000003,215.42090184723045,"50
ligand24761-0: TURKOG-subgraph-2. Original M-L.
Pd  0.4345  -0.6931  0.1423
P -1.459149 0.470638 0.575514
C -3.13823 -0.246715 0.668625
C -1.679365 2.039055 -0.347157
C -1.006526 0.988406 2.320349
C -3.777985 -0.619596 -0.534716
C -3.815344 -0.4184 1.89471
C -2.842917 2.823191 -0.203602
C -0.623792 2.488403 -1.166722
H -1.768996 1.65591 2.766479
C 0.355504 1.655281 2.14714
C -0.656399 -0.267684 3.182679
C -5.071567 -1.156306 -0.504708
H -3.247458 -0.502224 -1.491342
C -5.110662 -0.958496 1.915986
H -3.343689 -0.128931 2.844156
H -3.677204 2.463053 0.418369
C -2.937421 4.056107 -0.864835
C -0.721408 3.727244 -1.81738
H 0.272244 1.858961 -1.291172
H 0.424307 2.36794 1.305443
H 0.662178 2.187235 3.079485
N 1.235273 0.480755 1.933077
C 0.88482 -0.388738 3.087771
H -1.152655 -1.183564 2.805892
H -0.979974 -0.12382 4.232458
H -5.559047 -1.446799 -1.447454
C -5.739969 -1.329621 0.718315
H -5.629567 -1.087857 2.877775
H -3.846825 4.666385 -0.755295
C -1.87652 4.510478 -1.667284
H 0.111557 4.073855 -2.447093
C 2.674034 0.84069 1.839214
H 1.372831 0.018428 4.004828
H 1.25827 -1.414992 2.909913
H -6.754762 -1.755003 0.737909
H -1.956214 5.479037 -2.184089
C 2.934408 1.833024 0.727442
H 2.986807 1.272656 2.81918
H 3.228145 -0.105684 1.673765
C 3.01322 3.212797 1.004739
C 3.043651 1.402682 -0.611373
H 2.944684 3.560137 2.048576
C 3.171644 4.147401 -0.029959
H 3.002904 0.325184 -0.83674
C 3.202933 2.336055 -1.647055
H 3.22839 5.22118 0.20482
C 3.259561 3.70994 -1.361147
H 3.28648 1.981997 -2.685792
H 3.384881 4.440548 -2.175129",Center
ligand30383-0,[H]OC([H])(C([H])([H])Sc1c([H])c([H])c([H])c([H])c1[H])C([H])([H])Sc1c([H])c([H])c([H])c([H])c1[H],"[[0], [17]]",OC1CS(->[Ir]<-S(C1)c1ccccc1)c1ccccc1,3.9319000000000033,211.8478153357827,"35
ligand30383-0: NUVNAV-subgraph-0. Original M-L.
Pd  0.0643  -1.0041  0.1213
S 1.287648 0.672914 -0.898648
C 0.906928 2.326154 -0.155454
C 3.002211 0.547295 -0.352701
H 1.45765 2.425209 0.800781
H 1.325523 3.063251 -0.871646
C -0.589396 2.607846 0.046687
C 3.991034 1.092751 -1.187436
C 3.337182 -0.066433 0.86597
O -0.777733 4.007031 0.224928
H -1.171846 2.226412 -0.828774
C -1.151538 1.982663 1.324115
H 3.710929 1.543846 -2.151238
C 5.334878 1.038561 -0.785182
H 2.548156 -0.520316 1.484275
C 4.682571 -0.116508 1.254907
H -0.560169 4.44827 -0.616921
H -0.450882 2.119334 2.172984
S -1.538681 0.187492 1.296182
H -2.097568 2.501154 1.575017
H 6.115261 1.459846 -1.436582
C 5.680259 0.435817 0.433905
H 4.953448 -0.603998 2.203354
C -2.998938 0.225332 0.230274
H 6.735243 0.386066 0.742632
C -2.958108 -0.241992 -1.093656
C -4.199609 0.696312 0.791526
H -2.016432 -0.640392 -1.502511
C -4.129674 -0.215535 -1.865574
C -5.361514 0.727585 0.00719
H -4.227529 1.026244 1.841454
C -5.327789 0.271815 -1.320819
H -4.10142 -0.586289 -2.901103
H -6.302218 1.09567 0.443534
H -6.243657 0.287321 -1.930487",Center
