Ligand ID,Atom count,Decoded SMILES,Connection IDs,Encoded SMILES,Coordination environment
uncond_bi-min10k-891,22,Oc1cccc(-c2ncccc2O)n1,"[7, 13]",Oc1cccn2->[Ir]<-n3c(O)cccc3-c12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-892,22,[C]N1C=CNC1(N)N1[C]NC=C1N,"[0, 8]",NC1=CNC2=[Be]->[Ir]<-[Be]=CN3C=CNC3(N)N21,"['C_carb([N])', 'C_carb([N])([N])']"
uncond_bi-min10k-893,22,CC(O)Nc1ncccc1N,"[3, 10]",CC(O)N1->[Ir]<-Nc2cccnc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-894,22,Cc1ccnc(NP)c1NP,"[7, 10]",Cc1ccnc2c1NP->[Ir]<-PN2,"['P([N])', 'P([N])']"
uncond_bi-min10k-895,22,CCN(C)CC=NC,"[2, 6]",CCN1(C)->[Ir]<-N(C)=CC1,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-896,22,CN(C)C(C)(C)C=N,"[1, 7]",CC1(C)C=N->[Ir]<-N1(C)C,"['N([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-897,22,[C]N1C(Cl)=CNC1(N)c1ccccn1,"[0, 13]",NC12NC=C(Cl)N1C=[Be]->[Ir]<-n1ccccc12,"['C_carb([N])', 'N([C])([C])']"
uncond_bi-min10k-898,22,NNC(=O)C(=O)Nc1ccccc1,"[0, 3]",O=C(Nc1ccccc1)C1=O->[Ir]<-NN1,"['N([N])', 'O([C])']"
uncond_bi-min10k-899,22,[C]N1C(c2ccccn2)=C(Cl)NC1N,"[0, 8]",NC1NC(Cl)=C2c3ccccn3->[Ir]<-[Be]=CN21,"['C_carb([N])', 'N([C])([C])']"
uncond_bi-min10k-900,22,CCN(CC)C(=N)C=N,"[2, 8]",CCN1(CC)->[Ir]<-N=CC1=N,"['N([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-901,22,COc1ccc(C2=NC=NC2)nc1,"[7, 11]",COc1ccc2n(->[Ir]<-N3=C2CN=C3)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-902,22,N#Cc1cccc(-c2ncccc2C#N)n1,"[8, 15]",N#Cc1cccn2->[Ir]<-n3c(C#N)cccc3-c12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-903,22,Nc1cnc([Se][Se]c2ncc(N)[nH]2)[nH]1,"[3, 12]",Nc1cn2->[Ir]<-[nH]3c(N)cnc3[Se][Se]c2[nH]1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-904,22,CC(=O)c1nc(P)c(P)nc1C,"[6, 8]",CC(=O)c1nc2c(nc1C)P->[Ir]<-P2,"['P([C])', 'P([C])']"
uncond_bi-min10k-905,22,Nc1cccnc1-c1ccccn1,"[5, 12]",Nc1cccn2->[Ir]<-n3ccccc3-c12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-906,22,CN1C(=S)C(=S)NNC1(C)C,"[3, 5]",CN1C2=S->[Ir]<-S=C2NNC1(C)C,"['S([C])', 'S([C])']"
uncond_bi-min10k-907,22,Oc1ccnc(-c2cccc(O)n2)c1,"[4, 12]",Oc1ccn2->[Ir]<-n3c(O)cccc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-908,22,[C]N1C(Cl)=C(Cl)NC1(N)N1[C]NC(Cl)=C1N,"[0, 10]",NC1=C(Cl)NC2=[Be]->[Ir]<-[Be]=CN3C(Cl)=C(Cl)NC3(N)N21,"['C_carb([N])', 'C_carb([N])([N])']"
uncond_bi-min10k-909,22,BrCCNCc1ccccn1,"[3, 10]",BrCCN1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-910,22,O=C1C=C(Cl)CC1=Nc1ccc(Cl)c(Cl)c1,"[0, 7]",ClC1=CC2=O->[Ir]<-N(c3ccc(Cl)c(Cl)c3)=C2C1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-911,22,CC(=O)COC(=O)c1ccccn1,"[6, 12]",CC(=O)COC1=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-912,22,Nc1c[nH]c(C(=O)c2c[nH]c(N)n2)n1,"[12, 13]",Nc1c[nH]c2n1->[Ir]<-n1c(c[nH]c1N)C2=O,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-913,22,CN1[C]N(Cc2c[nH]cn2)C=C1,"[2, 9]",CN1C=CN2Cc3c[nH]cn3->[Ir]<-[Be]=C12,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-914,22,NC1(N)CNc2ccccc21,"[2, 4]",NC12CN(->[Ir]<-N1)c1ccccc12,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-915,22,NCCNCc1cc[nH]n1,"[0, 3]",c1cc(CN2->[Ir]<-NCC2)n[nH]1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-916,22,N#Cc1ccc(-c2cc(C#N)ccn2)nc1,"[13, 14]",N#Cc1ccn2->[Ir]<-n3cc(C#N)ccc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-917,22,CCN(C)C([SeH])CN,"[2, 7]",CCN1(C)->[Ir]<-NCC1[SeH],"['N([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-918,22,N=CSc1cncc(Cl)c1-n1nnnc1N,"[0, 10]",Nc1nnnn12->[Ir]<-N=CSc1cncc(Cl)c1-2,"['N([C])', 'N([N])([C])([C])']"
uncond_bi-min10k-919,22,c1ccc(Nc2ccncc2)nc1,"[4, 11]",c1ccn2->[Ir]<-N(c3ccncc3)c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-920,22,CC1=CCC(N)(C=N)C=C1,"[5, 7]",CC1=CCC2(C=C1)C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-921,22,CC1(O)C=NC=CC1(N)C(=O)O,"[2, 8]",CC12C=NC=CC1(C(=O)O)N->[Ir]<-O2,"['N([C])', 'O([C])']"
uncond_bi-min10k-922,22,Cc1cccnc1-c1nc(N)cs1,"[5, 8]",Cc1cccn2->[Ir]<-n3c(N)csc3-c12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-923,22,Cc1ccc(C2=NCCO2)nc1,"[6, 10]",Cc1ccc2n(->[Ir]<-N3=C2OCC3)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-924,22,Cc1cnc(OP)c(N)c1C,"[6, 8]",Cc1cnc2c(c1C)N->[Ir]<-PO2,"['N([C])', 'P([O])']"
uncond_bi-min10k-925,22,NNC1=NCCc2c(N)cnn21,"[0, 11]",Nc1cnn23->[Ir]<-NNC2=NCCc13,"['N([N])', 'N([N])([C])([C])']"
uncond_bi-min10k-926,22,NCCNc1ccccc1Cl,"[0, 3]",Clc1ccccc1N1->[Ir]<-NCC1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-927,22,Nc1ccncc1N=C1CSCS1,"[0, 7]",c1cc2c(cn1)N(=C1CSCS1)->[Ir]<-N2,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-928,22,CN(C=S)N=C(Cl)c1ccccc1,"[3, 4]",CN1C=S->[Ir]<-N1=C(Cl)c1ccccc1,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-929,22,Nc1cnc(C(=O)c2ncc(N)[nH]2)[nH]1,"[3, 12]",Nc1cn2->[Ir]<-[nH]3c(N)cnc3C(=O)c2[nH]1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-930,22,CNC(S)c1ccccc1S,"[1, 10]",CN1->[Ir]<-Sc2ccccc2C1S,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-931,22,Cc1cccc(-c2csc(N)n2)n1,"[11, 12]",Cc1cccc2n1->[Ir]<-n1c-2csc1N,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-932,22,Nc1nccc(Br)c1-c1ccccn1,"[0, 13]",Brc1ccnc2c1-c1ccccn1->[Ir]<-N2,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-933,22,N=CC(P)(P)c1ccccc1,"[0, 4]",PC1(c2ccccc2)C=N->[Ir]<-P1,"['N([C])', 'P([C])']"
uncond_bi-min10k-934,22,CN(C)c1ncccc1OP,"[1, 10]",CN1(C)->[Ir]<-POc2cccnc21,"['N([C])([C])([C])', 'P([O])']"
uncond_bi-min10k-935,22,C=C1C=CC(N)(C=N)CC1,"[5, 7]",C=C1C=CC2(C=N->[Ir]<-N2)CC1,"['N([C])', 'N([C])']"
uncond_bi-min10k-936,22,CC(=O)OC(=O)c1cccc(C(=O)O)n1,"[5, 14]",CC(=O)OC1=O->[Ir]<-n2c(C(=O)O)cccc21,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-937,22,[C]Nc1cnnn1Cc1cccnc1,"[0, 7]",[Be]1->[Ir]<-n2(Cc3cccnc3)nncc2NC=1,"['C_carb([N])', 'N([C])([N])([C])']"
uncond_bi-min10k-938,22,[C]NCC1(Cl)NC(Cl)=CN1CC,"[0, 9]",CCN12->[Ir]<-[Be]=CNCC1(Cl)NC(Cl)=C2,"['C_carb([N])', 'N([C])([C])([C])']"
uncond_bi-min10k-939,22,CONCCN(C)C,"[2, 5]",CON1->[Ir]<-N(C)(C)CC1,"['N([C])([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-940,22,CC(CNO)N(C)C,"[3, 5]",CC1CN(O)->[Ir]<-N1(C)C,"['N([C])([C])([C])', 'N([C])([O])']"
uncond_bi-min10k-941,22,CC(=N)C([SeH])=NNC1=NCCS1,"[2, 8]",CC1=N->[Ir]<-N2=C(NN=C1[SeH])SCC2,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-942,22,O=C(Cl)C=C=NCc1ccc(O)cc1,"[0, 5]",Oc1ccc(CN2->[Ir]<-O=C(Cl)C=C=2)cc1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-943,22,Nc1cncc(Cl)c1-c1ccc(Cl)cn1,"[0, 14]",Clc1ccc2n(->[Ir]<-Nc3cncc(Cl)c3-2)c1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-944,22,O=C1C=CC=CC1=C=NCC(O)O,"[0, 8]",OC(O)CN1->[Ir]<-O=c2ccccc2=C=1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-945,22,CCO[C]c1sccc1[C]OC,"[3, 9]",CCOC1=[Be]->[Ir]<-[Be]=C(OC)c2ccsc21,"['C_carb([O])([C])', 'C_carb([O])([C])']"
uncond_bi-min10k-946,22,N#CCn1nccc1-c1ccccn1,"[3, 13]",N#CCn12->[Ir]<-n3ccccc3-c1ccn2,"['N([C])([C])', 'N([C])([C])([N])']"
uncond_bi-min10k-947,22,C=C(C)Nc1ccncc1N,"[3, 10]",C=C(C)N1->[Ir]<-Nc2cnccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-948,22,CC(SC(S)(C=C(F)F)CS)=C(F)F,"[2, 10]",CC(=C(F)F)S1->[Ir]<-SCC1(S)C=C(F)F,"['S([C])', 'S([C])([C])']"
uncond_bi-min10k-949,22,O=CN(O)C(=O)Cc1ccccc1,"[0, 5]",ON1C=O->[Ir]<-O=C1Cc1ccccc1,"['O([C])', 'O([C])']"
uncond_bi-min10k-950,22,CSCC(C)(C)SC,"[1, 6]",CS1->[Ir]<-S(C)C(C)(C)C1,"['S([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-951,22,O=C(Cl)c1cccc(COC(=O)C(F)F)n1,"[0, 15]",O=C(OCc1cccc2n1->[Ir]<-O=C2Cl)C(F)F,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-952,22,CN1[C]N(C(=N)c2ccco2)C=C1,"[2, 5]",CN1C=CN2C1=[Be]->[Ir]<-N=C2c1ccco1,"['C_carb([N])([N])', 'N([C])']"
uncond_bi-min10k-953,22,CNCCN=C(C)C,"[1, 4]",CC(C)=N1->[Ir]<-N(C)CC1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-954,22,CC(O)Nc1cccnc1N,"[3, 10]",CC(O)N1->[Ir]<-Nc2ncccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-955,22,CC(=S)N=NC(Br)c1ccccc1,"[2, 4]",CC1=S->[Ir]<-N(C(Br)c2ccccc2)=N1,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-956,22,CC(=N)c1cc(C(=O)NO)ccn1,"[2, 12]",CC1=N->[Ir]<-n2ccc(C(=O)NO)cc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-957,22,CC1(N)CCCC1N,"[2, 7]",CC12CCCC1N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-958,22,Cn1nc(N2[C]C=CC=C2)cc1O,"[2, 5]",Cn1c(O)cc2n1->[Ir]<-[Be]=C1C=CC=CN12,"['C_carb([C])([N])', 'N([C])([N])']"
uncond_bi-min10k-959,22,Cn1ccn(-c2ccccn2)c1=S,"[10, 12]",CN1C=CN2C1=S->[Ir]<-n1ccccc12,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-960,22,C=Cc1c[nH]nc1-c1ccccn1,"[5, 12]",C=Cc1c[nH]n2->[Ir]<-n3ccccc3-c12,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-961,22,N=C(c1cccnc1)C(N)NO,"[0, 10]",NC1C(c2cccnc2)=N->[Ir]<-N1O,"['N([C])', 'N([O])([C])']"
uncond_bi-min10k-962,22,CN(O)C1(C=N)CC=CC=N1,"[1, 5]",CN1(O)->[Ir]<-N=CC12CC=CC=N2,"['N([C])', 'N([C])([O])([C])']"
uncond_bi-min10k-963,22,CN=C(N)c1cccc(C)n1,"[1, 10]",Cc1cccc2n1->[Ir]<-N(C)=C2N,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-964,22,CN=C1N=C(C(C)C)OC1=N,"[1, 10]",CC(C)c1nc2c(o1)=N->[Ir]<-N=2C,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-965,22,N#CC=NNC(=S)Nc1ccccc1,"[3, 6]",N#CC=N1->[Ir]<-S=C(Nc2ccccc2)N1,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-966,22,CC(C)=Nc1ncccc1N,"[3, 10]",CC(C)=N1->[Ir]<-Nc2cccnc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-967,22,Cc1cc(C)c(N)c(N)c1,"[6, 8]",Cc1cc(C)c2c(c1)N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-968,22,O=C(c1ccccn1)c1ccc(Cl)cn1,"[0, 7]",Clc1ccc(C2=O->[Ir]<-n3ccccc32)nc1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-969,22,[C]Nc1ccccc1N(C)C,"[0, 8]",CN1(C)->[Ir]<-[Be]=CNc2ccccc21,"['C_carb([N])', 'N([C])([C])([C])']"
uncond_bi-min10k-970,22,CC1CCC(N)C1N,"[5, 7]",CC1CCC2N->[Ir]<-NC12,"['N([C])', 'N([C])']"
uncond_bi-min10k-971,22,ClCc1cnc(-c2ccccn2)cn1,"[4, 11]",ClCc1cn2->[Ir]<-n3ccccc3-c2cn1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-972,22,Cc1cccc(-c2ccc(Cl)nn2)n1,"[12, 13]",Cc1cccc2n1->[Ir]<-n1nc(Cl)ccc1-2,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-973,22,CC(C)c1cccnc1N=N,"[7, 10]",CC(C)c1cccn2->[Ir]<-N=Nc12,"['N([C])([C])', 'N([N])']"
uncond_bi-min10k-974,22,Cc1ccc(C(S)[SeH])nc1C,"[6, 8]",Cc1ccc2n(->[Ir]<-SC2[SeH])c1C,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-975,22,Cc1cccc(C2=NCCS2)n1,"[7, 11]",Cc1cccc2n1->[Ir]<-N1=C2SCC1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-976,22,CN(C)n1nccc1CN,"[1, 9]",CN1(C)->[Ir]<-NCc2ccnn21,"['N([C])', 'N([C])([C])([N])']"
uncond_bi-min10k-977,22,N=CC1(N)C=CC2(C=CC=[S+]2)C1=O,"[0, 3]",O=C1C2(C=CC13C=CC=[S+]3)C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-978,22,CN=C1NC(N)=NC1(C)C=N,"[1, 10]",CN1->[Ir]<-N=CC2(C)N=C(N)NC=12,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-979,22,CN=C1C=Cc2ccccc2C1=O,"[1, 12]",CN1->[Ir]<-O=c2c=1ccc1ccccc21,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-980,22,C#Cc1cccc(-c2ccccn2)n1,"[12, 13]",C#Cc1cccc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-981,22,Oc1ccccc1SC(S)CS,"[7, 11]",Oc1ccccc1S1->[Ir]<-SCC1S,"['S([C])', 'S([C])([C])']"
uncond_bi-min10k-982,22,O=C1C=CC=NC1=Nc1ccc(Cl)cc1,"[0, 7]",Clc1ccc(N2->[Ir]<-O=c3cccnc3=2)cc1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-983,22,O=NCCN=C1CCCC1,"[1, 4]",O=N1->[Ir]<-N(=C2CCCC2)CC1,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-984,22,[C]N1C=C(Cl)NC1(N)c1ccccn1,"[0, 13]",NC12NC(Cl)=CN1C=[Be]->[Ir]<-n1ccccc12,"['C_carb([N])', 'N([C])([C])']"
uncond_bi-min10k-985,22,Cc1nccc(-c2ccccn2)n1,"[11, 12]",Cc1nccc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-986,22,C=CN(C)CN(C)C,"[2, 5]",C=CN1(C)->[Ir]<-N(C)(C)C1,"['N([C])([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-987,22,C=C(N)C1(C=N)CC=CC=N1,"[2, 5]",C=C1N->[Ir]<-N=CC12CC=CC=N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-988,22,[SeH]c1ccccc1C([SeH])C([SeH])[SeH],"[0, 11]",[SeH]C1[SeH]->[Ir]<-[SeH]c2ccccc2C1[SeH],"['Se([C])', 'Se([C])']"
uncond_bi-min10k-989,22,[C]N1C=C(N)NC1c1ccccn1,"[0, 12]",NC1=CN2C=[Be]->[Ir]<-n3ccccc3C2N1,"['C_carb([N])', 'N([C])([C])']"
uncond_bi-min10k-990,22,CC(=S)Nn1ncc(C)c1C,"[2, 4]",CC1=S->[Ir]<-n2(ncc(C)c2C)N1,"['N([N])([N])([C])', 'S([C])']"
uncond_bi-min10k-991,22,C[C]NC1(N)NC=CN1C,"[1, 8]",CC1=[Be]->[Ir]<-N2(C)C=CNC2(N)N1,"['C_carb([C])([N])', 'N([C])([C])([C])']"
uncond_bi-min10k-992,22,Nc1ccncc1Nn1cccn1,"[0, 8]",c1cnn2(->[Ir]<-Nc3ccncc3N2)c1,"['N([C])', 'N([N])([C])([N])']"
uncond_bi-min10k-993,22,C=CC(S)(S)CSC(=C)C,"[4, 6]",C=CC1(S)CS(C(=C)C)->[Ir]<-S1,"['S([C])', 'S([C])([C])']"
uncond_bi-min10k-994,22,Cc1ccnc(N(C)C)c1,"[4, 6]",Cc1ccn2->[Ir]<-N(C)(C)c2c1,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-995,22,Cc1cnn(Nc2nnccc2Cl)c1,"[4, 7]",Cc1cnn2(->[Ir]<-n3nccc(Cl)c3N2)c1,"['N([N])([C])', 'N([N])([C])([N])']"
uncond_bi-min10k-996,22,FC(Cl)C(F)(F)NCc1ccccn1,"[6, 13]",FC(Cl)C(F)(F)N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-997,22,CN1[C]N(c2ccc(O)cn2)C=C1,"[2, 10]",CN1C=CN2C1=[Be]->[Ir]<-n1cc(O)ccc12,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-998,22,CC(C)=NNc1ccccn1,"[3, 10]",CC(C)=N1->[Ir]<-n2ccccc2N1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-999,22,CCN=Nc1ccc(C)cn1,"[2, 10]",CCN1->[Ir]<-n2cc(C)ccc2N=1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-1000,22,CC(=S)NN=C(N)C1=NCCS1,"[2, 8]",CC1=S->[Ir]<-N2=C(SCC2)C(N)=NN1,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-1001,22,CN=C1C(=O)C=Cc2ccccc21,"[1, 4]",CN1->[Ir]<-O=c2ccc3ccccc3c2=1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-1002,22,N=CC1=c2ccccc2=CC(=O)C1=N,"[11, 13]",N=Cc1c2c(cc3ccccc13)=O->[Ir]<-N=2,"['N([C])', 'O([C])']"
uncond_bi-min10k-1003,22,C=C(C)Nc1cnccc1N,"[3, 10]",C=C(C)N1->[Ir]<-Nc2ccncc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1004,22,CONC1(C=N)C=CC=NC1,"[2, 5]",CON1->[Ir]<-N=CC12C=CC=NC2,"['N([C])', 'N([O])([C])']"
uncond_bi-min10k-1005,22,S=CC=S1CCCSCC1,"[0, 3]",C1=S->[Ir]<-S2(=C1)CCCSCC2,"['S([C])', 'S([C])([C])([C])']"
uncond_bi-min10k-1006,22,CN=Cc1ncc(C)nc1C,"[1, 4]",Cc1cn2->[Ir]<-N(C)=Cc2c(C)n1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1007,22,C=C(C)[N+]([O-])=Cc1ccccn1,"[4, 11]",C=C(C)[N+]1=Cc2ccccn2->[Ir]<-[O-]1,"['N([C])([C])', 'O([N])']"
uncond_bi-min10k-1008,22,CC(=S)C1(C(F)(F)F)CN=C(C(F)(F)F)N1,"[2, 15]",CC1=S->[Ir]<-N2C(C(F)(F)F)=NCC12C(F)(F)F,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-1009,22,Clc1sc(-c2ccccc2)nc1C[SeH],"[10, 13]",Clc1sc(-c2ccccc2)n2->[Ir]<-[SeH]Cc12,"['N([C])([C])', 'Se([C])']"
uncond_bi-min10k-1010,22,CC(CN)(N=CC(F)F)C(F)F,"[3, 4]",CC1(C(F)F)CN->[Ir]<-N1=CC(F)F,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1011,22,COC(=O)c1ccc(C(C)=O)cn1,"[3, 12]",COC1=O->[Ir]<-n2cc(C(C)=O)ccc21,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-1012,22,Nc1ccncc1NC(F)(F)C(F)=C(F)F,"[0, 7]",FC(F)=C(F)C(F)(F)N1->[Ir]<-Nc2ccncc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1013,22,C=CCSCCSCC=O,"[3, 6]",C=CCS1->[Ir]<-S(CC=O)CC1,"['S([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-1014,22,c1cnc(-c2nnc3[nH]cccc2-3)nc1,"[2, 5]",c1c[nH]c2nn3->[Ir]<-n4cccnc4-c3c-2c1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-1015,22,CNC(=O)C(=N)c1ccccc1,"[3, 5]",CNC1=O->[Ir]<-N=C1c1ccccc1,"['N([C])', 'O([C])']"
uncond_bi-min10k-1016,22,CNC(C(=S)[S-])c1ccccc1,"[4, 5]",CNC(C1=S->[Ir]<-[S-]1)c1ccccc1,"['S([C])', 'S([C])']"
uncond_bi-min10k-1017,22,N=CC1(C=N)CC=CCC1,"[0, 4]",C1=CCC2(C=N->[Ir]<-N=C2)CC1,"['N([C])', 'N([C])']"
uncond_bi-min10k-1018,22,CC(N)(C=N)c1cccnc1,"[2, 4]",CC1(c2cccnc2)C=N->[Ir]<-N1,"['N([C])', 'N([C])']"
uncond_bi-min10k-1019,22,COC(=O)C(N)c1ccccn1,"[5, 11]",COC(=O)C1N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1020,22,CC(=O)N=C(C)c1cccc(Br)n1,"[3, 12]",CC(=O)N1->[Ir]<-n2c(Br)cccc2C=1C,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1021,22,FC(F)CNCc1ccccn1,"[4, 11]",FC(F)CN1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1022,22,N=C(C(P)=NN)c1cccc(F)c1,"[0, 4]",NN1->[Ir]<-N=C(c2cccc(F)c2)C=1P,"['N([C])', 'N([N])([C])']"
uncond_bi-min10k-1023,22,CC(=O)c1c(N[C]N)n[nH]c1C,"[6, 8]",CC(=O)c1c(C)[nH]n2->[Ir]<-[Be]=C(N)Nc12,"['C_carb([N])([N])', 'N([N])([C])']"
uncond_bi-min10k-1024,22,N=C(N)c1ccc2ccccc2n1,"[0, 12]",NC1=N->[Ir]<-n2c1ccc1ccccc12,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1025,22,O=C(O)C(=NO)c1ncc2ccccn12,"[4, 7]",O=C(O)C1=N(O)->[Ir]<-n2cc3ccccn3c21,"['N([C])([C])', 'N([C])([O])']"
uncond_bi-min10k-1026,22,[C]N1C(c2ccccn2)=CNC1N,"[0, 8]",NC1NC=C2c3ccccn3->[Ir]<-[Be]=CN21,"['C_carb([N])', 'N([C])([C])']"
uncond_bi-min10k-1027,22,CC(=N)C1(C=N)CC=CC=N1,"[2, 5]",CC1=N->[Ir]<-N=CC12CC=CC=N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-1028,22,Cc1ccc(C)c(N)c1N,"[7, 9]",Cc1ccc(C)c2c1N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-1029,22,ON=Cc1cccc(-c2cc[nH]n2)n1,"[12, 13]",ON=Cc1cccc2n1->[Ir]<-n1[nH]ccc1-2,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-1030,22,CN1CCCC1CN,"[1, 7]",CN12->[Ir]<-NCC1CCC2,"['N([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-1031,22,NN(C=S)Cc1ccc(O)cc1,"[0, 3]",Oc1ccc(CN2C=S->[Ir]<-N2)cc1,"['N([N])', 'S([C])']"
uncond_bi-min10k-1032,22,CC(C)(N)c1ccccn1,"[3, 9]",CC1(C)N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1033,22,CSC(=S)C(=S)N1CCCC1,"[3, 5]",CSC1=S->[Ir]<-S=C1N1CCCC1,"['S([C])', 'S([C])']"
uncond_bi-min10k-1034,22,NC(=O)CSCC(S)(S)C(N)=O,"[4, 7]",NC(=O)CS1->[Ir]<-SC(S)(C(N)=O)C1,"['S([C])', 'S([C])([C])']"
uncond_bi-min10k-1035,22,CC(=O)CN=C(S)C(C)N,"[4, 9]",CC(=O)CN1->[Ir]<-NC(C)C=1S,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1036,22,CC(C)c1ccc(N=N)nc1,"[8, 9]",CC(C)c1ccc2n(->[Ir]<-N=N2)c1,"['N([C])([C])', 'N([N])']"
