Unnamed: 0,name,smiles,stoichiometry,occurrence,parent_metal_occurrences,metal_bond_node_idx_groups,charge,custom_mol,connect_id,enriched_mol,enriched_smiles
3450,ligand3651-0,P(c1ccccc1)(CC)c1ccccc1,C14H15P,12,"{'Ni': ['KARMIC-subgraph-1', 'KOMHEZ-subgraph-1', 'KARMIC-subgraph-0', 'TIRKAG-subgraph-1', 'LOBRIE-subgraph-1', 'KOMHEZ-subgraph-3', 'TIRKAG-subgraph-0'], 'Co': ['COCDAZ-subgraph-0', 'LENTUV-subgraph-0'], 'Mo': ['DOPXOX-subgraph-0'], 'Ag': ['MELYOR-subgraph-1'], 'Re': ['DOKFUH-subgraph-0'], 'Pt': ['MIGCIP-subgraph-0', 'MIGCIP-subgraph-1'], 'Ru': ['NOWQOF-subgraph-0', 'NOWQOF-subgraph-1'], 'Fe': ['KAVVOS-subgraph-0']}","{'TIRKAG-subgraph-0': [[0]], 'TIRKAG-subgraph-1': [[0]], 'COCDAZ-subgraph-0': [[0]], 'DOPXOX-subgraph-0': [[0]], 'LOBRIE-subgraph-1': [[0]], 'MELYOR-subgraph-1': [[0]], 'LENTUV-subgraph-0': [[0]], 'DOKFUH-subgraph-0': [[0]], 'MIGCIP-subgraph-0': [[0]], 'MIGCIP-subgraph-1': [[0]], 'NOWQOF-subgraph-0': [[0]], 'NOWQOF-subgraph-1': [[0]], 'KARMIC-subgraph-0': [[0]], 'KARMIC-subgraph-1': [[0]], 'KAVVOS-subgraph-0': [[0]], 'KOMHEZ-subgraph-1': [[0]], 'KOMHEZ-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364590>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad260>,[Li]<-P(CC)(c1ccccc1)c1ccccc1
3459,ligand3662-0,c12ccccc2ncn1CCN1CCCCC1,C14H19N3,1,"{'Zn': ['PADYOL-subgraph-0', 'PADYOL-subgraph-1']}","{'PADYOL-subgraph-0': [[8]], 'PADYOL-subgraph-1': [[7]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c33645e0>,[[8]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b52b0>,[Li]<-n1cn(CCN2CCCCC2)c2ccccc21
3461,ligand3664-0,[Si](C)([N]c1ccccc1F)C,C8H10FNSi,1,"{'Ti': ['GANLUD-subgraph-0', 'GANLUD-subgraph-2', 'GANLUD-subgraph-1']}","{'GANLUD-subgraph-0': [[2]], 'GANLUD-subgraph-1': [[3]], 'GANLUD-subgraph-2': [[1]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333c630>,[[2]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad300>,[Li]<-N(c1ccccc1F)=[Si](C)C
3467,ligand3671-0,n1c2c(n(c1)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO)nc([nH]c2=O)N,C10H13N5O5,1,{'Pt': ['HEKJAI-subgraph-3']},{'HEKJAI-subgraph-3': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364680>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad350>,[Li]<-n1cn(C2OC(CO)C(O)C2O)c2nc(N)[nH]c(=O)c21
3468,ligand3672-0,N1(C=CN([C]1)c1c(C)cc(cc1C)C)CCn1c(cc(n1)C)C,C19H24N4,1,{'Ag': ['FOJLAS-subgraph-1']},{'FOJLAS-subgraph-1': [[3]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c33646d0>,[[3]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b53a0>,[Be]=[C]1N(CCn2nc(C)cc2C)C=CN1c1c(C)cc(C)cc1C
3470,ligand3674-0,N#CN(C)C,C3H6N2,6,"{'Mn': ['GEQNIA-subgraph-2'], 'Pd': ['LIHLOG-subgraph-3', 'LIHLOG-subgraph-1'], 'W': ['LUMGIK-subgraph-3'], 'Pt': ['MADZUO-subgraph-3', 'PAHNUJ-subgraph-3'], 'Zn': ['COQVAH-subgraph-3', 'COQVAH-subgraph-1']}","{'GEQNIA-subgraph-2': [[0]], 'LIHLOG-subgraph-1': [[7]], 'LIHLOG-subgraph-3': [[10]], 'LUMGIK-subgraph-3': [[1]], 'MADZUO-subgraph-3': [[0]], 'PAHNUJ-subgraph-3': [[0]], 'COQVAH-subgraph-1': [[0]], 'COQVAH-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364720>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad3f0>,[Li]<-N#CN(C)C
3486,ligand3691-0,O=C(O)c1ccccn1,C6H5NO2,1,{'Zn': ['TOHTIV-subgraph-1']},{'TOHTIV-subgraph-1': [[6]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c333c770>,[[6]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad440>,[Li]<-n1ccccc1C(=O)O
3489,ligand3694-0,n1c2c([nH]c1C)cccc2,C8H8N2,3,"{'Cd': ['QIPDEA-subgraph-1', 'QIPDEA-subgraph-0'], 'Pd': ['LOFTOS-subgraph-3', 'LOFTOS-subgraph-1'], 'Zn': ['LULREQ-subgraph-2', 'LULREQ-subgraph-3']}","{'QIPDEA-subgraph-0': [[0]], 'QIPDEA-subgraph-1': [[0]], 'LOFTOS-subgraph-1': [[0]], 'LOFTOS-subgraph-3': [[0]], 'LULREQ-subgraph-2': [[5]], 'LULREQ-subgraph-3': [[5]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c336c7c0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba5490>,[Li]<-n1c(C)[nH]c2ccccc21
3491,ligand3696-0,P1(N2c3ccccc3C=Cc3c2cccc3)[N@@]2[C@H](C(=O)O1)CCC2,C19H17N2O2P,1,{'Rh': ['IKUKAB-subgraph-2']},{'IKUKAB-subgraph-2': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364810>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad4e0>,[Li]<-P1(N2c3ccccc3C=Cc3ccccc32)OC(=O)C2CCCN21
3499,ligand3706-0,S=C(Nc1ccccc1)C(n1nc(cc1C)C)n1c(cc(n1)C)C,C18H21N5S,1,{'W': ['YIBCAO-subgraph-0']},{'YIBCAO-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364860>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba5530>,[Li]<-S=C(Nc1ccccc1)C(n1nc(C)cc1C)n1nc(C)cc1C
3503,ligand3710-0,FC(C1(O[C@@H]2N(c3c1cc(cc3)C)[C]N(C2)c1c(C)cc(cc1C)C)C(F)(F)F)(F)F,C22H20F6N2O,1,{'Ru': ['GIKGIT-subgraph-2']},{'GIKGIT-subgraph-2': [[20]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c33648b0>,[[20]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad580>,[Be]=[C]1N(c2c(C)cc(C)cc2C)CC2OC(C(F)(F)F)(C(F)(F)F)c3cc(C)ccc3N12
3506,ligand3713-0,[C]1N(C(=O)C(C(=O)N1c1c(C(C)C)cccc1C(C)C)(C)C)c1c(cccc1C(C)C)C(C)C,C30H40N2O2,1,{'Au': ['XIRTID-subgraph-0']},{'XIRTID-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c333c900>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad5d0>,[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C(=O)C(C)(C)C(=O)N1c1c(C(C)C)cccc1C(C)C
3509,ligand3716-0,S=C(NC(=O)c1ccccc1)NCCC,C11H14N2OS,5,"{'Pt': ['LAMJOY-subgraph-2', 'QAPSOQ-subgraph-4', 'QAPSOQ-subgraph-5', 'EYIPEH-subgraph-3', 'EYIPIL-subgraph-1', 'EYIPIL-subgraph-3', 'LAMJOY-subgraph-3', 'EYIPEH-subgraph-1'], 'Pd': ['FAXXIL-subgraph-1', 'FAXXIL-subgraph-3']}","{'QAPSOQ-subgraph-4': [[0]], 'QAPSOQ-subgraph-5': [[0]], 'EYIPEH-subgraph-1': [[0]], 'EYIPEH-subgraph-3': [[0]], 'EYIPIL-subgraph-1': [[0]], 'EYIPIL-subgraph-3': [[0]], 'LAMJOY-subgraph-2': [[15]], 'LAMJOY-subgraph-3': [[16]], 'FAXXIL-subgraph-1': [[0]], 'FAXXIL-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333c950>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba5620>,[Li]<-S=C(NCCC)NC(=O)c1ccccc1
3511,ligand3718-0,S=c1n(C)c(c(n1C)C)C,C7H12N2S,4,"{'Cu': ['ZOQTOQ-subgraph-1', 'ZOQTOQ-subgraph-2'], 'W': ['DIGDUT-subgraph-5'], 'Ni': ['HUDXOV-subgraph-1', 'HUDXOV-subgraph-3'], 'Mo': ['DIGDON-subgraph-0']}","{'ZOQTOQ-subgraph-1': [[0]], 'ZOQTOQ-subgraph-2': [[0]], 'DIGDUT-subgraph-5': [[3]], 'HUDXOV-subgraph-1': [[0]], 'HUDXOV-subgraph-3': [[0]], 'DIGDON-subgraph-0': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c33649a0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad670>,[Li]<-S=c1n(C)c(C)c(C)n1C
3513,ligand3720-0,Nc1c(cc(cc1C)C)C,C9H13N,6,"{'Pd': ['GUQDIG-subgraph-2'], 'Fe': ['SOQWIG-subgraph-1', 'SOQWOM-subgraph-3'], 'Ru': ['LIYJUY-subgraph-2'], 'Re': ['UDEPAV-subgraph-5'], 'Cu': ['TEFNOJ-subgraph-1']}","{'GUQDIG-subgraph-2': [[0]], 'SOQWIG-subgraph-1': [[10]], 'LIYJUY-subgraph-2': [[0]], 'SOQWOM-subgraph-3': [[1]], 'UDEPAV-subgraph-5': [[0]], 'TEFNOJ-subgraph-1': [[11]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333ca40>,[[11]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba56c0>,[Li]<-Nc1c(C)cc(C)cc1C
3514,ligand3721-0,[C](NC1CCCCC1)c1occc1,C11H15NO,5,"{'W': ['SIMXIX-subgraph-5'], 'Mo': ['SUGMUE-subgraph-3', 'SUGNAL-subgraph-5', 'XUHTIF-subgraph-1'], 'Cr': ['EYORIV-subgraph-5']}","{'SIMXIX-subgraph-5': [[0]], 'SUGNAL-subgraph-5': [[5]], 'SUGMUE-subgraph-3': [[1]], 'EYORIV-subgraph-5': [[0]], 'XUHTIF-subgraph-1': [[2]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c336ca90>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b5710>,[Be]=[C](NC1CCCCC1)c1ccco1
3519,ligand3726-0,n1c(n(c2c1c1ccccc1c1c2cccc1)c1ccccc1)c1c(cc(cc1C)C)C,C30H24N2,1,{'Pd': ['POMZUP-subgraph-2']},{'POMZUP-subgraph-2': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364ae0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad760>,[Li]<-n1c(-c2c(C)cc(C)cc2C)n(-c2ccccc2)c2c3ccccc3c3ccccc3c21
3526,ligand3732-0,[C](C(=O)OC)c1ccc(cc1)OC,C10H10O3,2,"{'Rh': ['OKEWEI-subgraph-0'], 'Ir': ['BERZOQ-subgraph-0']}","{'OKEWEI-subgraph-0': [[0]], 'BERZOQ-subgraph-0': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364b30>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad7b0>,[Be]=[C](C(=O)OC)c1ccc(OC)cc1
3532,ligand3738-0,O1[C@H]2[C@@H](OC1(C)C)[C@@H](N([C]2)C)[C@H]1COC(O1)(C)C,C13H21NO4,1,{'Cr': ['REHSEC-subgraph-5']},{'REHSEC-subgraph-5': [[5]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c336cb80>,[[5]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad800>,[Be]=[C]1C2OC(C)(C)OC2C(C2COC(C)(C)O2)N1C
3547,ligand3753-0,[N]1[C]2NCCC[N@@]2CC1,C6H11N3,1,"{'Zn': ['TEZWOM-subgraph-3', 'TEZWOM-subgraph-2']}","{'TEZWOM-subgraph-2': [[0]], 'TEZWOM-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364bd0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad850>,[Li]<-N1=C2NCCCN2CC1
3554,ligand3760-0,n1ccc(cc1)Cc1ccccc1,C12H11N,3,"{'Zn': ['PESJIJ-subgraph-2', 'PESJIJ-subgraph-3'], 'Re': ['OZIWEB-subgraph-4', 'DAZTOO-subgraph-4', 'OZIWEB-subgraph-5']}","{'PESJIJ-subgraph-2': [[0]], 'PESJIJ-subgraph-3': [[0]], 'DAZTOO-subgraph-4': [[0]], 'OZIWEB-subgraph-4': [[0]], 'OZIWEB-subgraph-5': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364c20>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad8a0>,[Li]<-n1ccc(Cc2ccccc2)cc1
3572,ligand3778-0,n1cc(Br)ccc1,C5H4BrN,9,"{'Pt': ['RANSUV-subgraph-3', 'RANSUV-subgraph-1'], 'Ir': ['YEDLIF-subgraph-0'], 'Ru': ['YUSLEF-subgraph-4', 'MIXTEU-subgraph-0', 'YUSLEF-subgraph-3'], 'Pd': ['RANTOQ-subgraph-1', 'BOYKEH-subgraph-1', 'RANTOQ-subgraph-3'], 'Zn': ['TIGXIS-subgraph-1', 'TIGXAK-subgraph-4', 'TIGXAK-subgraph-5', 'TIGXAK-subgraph-2', 'TIGXAK-subgraph-1', 'TIGXIS-subgraph-3'], 'Cd': ['TIGWEN-subgraph-5', 'TIGWEN-subgraph-1', 'TIGWEN-subgraph-4', 'TIGWEN-subgraph-2']}","{'RANSUV-subgraph-1': [[0]], 'RANSUV-subgraph-3': [[0]], 'YEDLIF-subgraph-0': [[5]], 'MIXTEU-subgraph-0': [[4]], 'BOYKEH-subgraph-1': [[1]], 'YUSLEF-subgraph-3': [[0]], 'YUSLEF-subgraph-4': [[8]], 'TIGXIS-subgraph-1': [[0]], 'TIGXIS-subgraph-3': [[0]], 'TIGXAK-subgraph-1': [[6]], 'TIGXAK-subgraph-2': [[5]], 'TIGXAK-subgraph-4': [[6]], 'TIGXAK-subgraph-5': [[4]], 'RANTOQ-subgraph-1': [[0]], 'RANTOQ-subgraph-3': [[0]], 'TIGWEN-subgraph-1': [[6]], 'TIGWEN-subgraph-2': [[5]], 'TIGWEN-subgraph-4': [[6]], 'TIGWEN-subgraph-5': [[4]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c336cc70>,[[6]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad8f0>,[Li]<-n1cccc(Br)c1
3584,ligand3790-0,P(c1ccco1)(c1ccco1)c1occc1,C12H9O3P,9,"{'Ag': ['OGUQAI-subgraph-0', 'OGUQAI-subgraph-1', 'OGUQAI-subgraph-2'], 'Pt': ['WUNYEJ-subgraph-2'], 'Pd': ['MIYCOP-subgraph-0', 'MIYCAB-subgraph-1', 'MIYCIJ-subgraph-0', 'FERGAL-subgraph-1'], 'Mn': ['NASMUR-subgraph-1', 'NASMUR-subgraph-0'], 'Rh': ['JAVVOS-subgraph-2', 'CEWBAK-subgraph-2', 'CEWBAK-subgraph-1']}","{'OGUQAI-subgraph-0': [[0]], 'OGUQAI-subgraph-1': [[0]], 'OGUQAI-subgraph-2': [[0]], 'WUNYEJ-subgraph-2': [[0]], 'MIYCAB-subgraph-1': [[6]], 'MIYCIJ-subgraph-0': [[0]], 'NASMUR-subgraph-0': [[0]], 'NASMUR-subgraph-1': [[0]], 'CEWBAK-subgraph-1': [[0]], 'CEWBAK-subgraph-2': [[0]], 'MIYCOP-subgraph-0': [[0]], 'JAVVOS-subgraph-2': [[0]], 'FERGAL-subgraph-1': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364cc0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad940>,[Li]<-P(c1ccco1)(c1ccco1)c1ccco1
3589,ligand3795-0,n1[nH]c(cc1)c1ccccc1,C9H8N2,5,"{'Pd': ['DAFQAE-subgraph-3', 'DAFQAE-subgraph-1'], 'Ir': ['WIXRAW-subgraph-1'], 'Zn': ['LECVOF-subgraph-3', 'PUVZEM-subgraph-2', 'PUVZEM-subgraph-3', 'PUVZUC-subgraph-2', 'PUVZUC-subgraph-3', 'PUVZUC-subgraph-1', 'LECVOF-subgraph-2']}","{'DAFQAE-subgraph-1': [[0]], 'DAFQAE-subgraph-3': [[0]], 'WIXRAW-subgraph-1': [[1]], 'LECVOF-subgraph-2': [[0]], 'LECVOF-subgraph-3': [[0]], 'PUVZUC-subgraph-1': [[0]], 'PUVZUC-subgraph-2': [[0]], 'PUVZUC-subgraph-3': [[0]], 'PUVZEM-subgraph-2': [[0]], 'PUVZEM-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364d10>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad990>,[Li]<-n1ccc(-c2ccccc2)[nH]1
3598,ligand3806-0,N1=C(c2cccc(c2)C)OCC1,C10H11NO,1,"{'Zn': ['YOQBIQ-subgraph-2', 'YOQBIQ-subgraph-3']}","{'YOQBIQ-subgraph-2': [[0]], 'YOQBIQ-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364d60>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bad9e0>,[Li]<-N1=C(c2cccc(C)c2)OCC1
3606,ligand3814-0,O(N(CC)CC)C(=N)C,C6H14N2O,1,"{'Pt': ['QAGWEA-subgraph-2', 'QAGWEA-subgraph-5']}","{'QAGWEA-subgraph-2': [[5]], 'QAGWEA-subgraph-5': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364db0>,[[5]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bada30>,[Li]<-N=C(C)ON(CC)CC
3612,ligand3821-0,P(c1ccccc1)(CCCN(C)C)c1ccccc1,C17H22NP,1,"{'Pt': ['QOKRAJ-subgraph-3', 'QOKRAJ-subgraph-2']}","{'QOKRAJ-subgraph-2': [[0]], 'QOKRAJ-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333ce00>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bada80>,[Li]<-P(CCCN(C)C)(c1ccccc1)c1ccccc1
3616,ligand3825-0,P1(CC1)c1ccccc1,C8H9P,2,"{'Fe': ['ZOZGIE-subgraph-1'], 'W': ['EADJIC-subgraph-0']}","{'ZOZGIE-subgraph-1': [[0]], 'EADJIC-subgraph-0': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3364e50>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2badad0>,[Li]<-P1(c2ccccc2)CC1
3619,ligand3828-0,NC(=N)n1c(C)cc(n1)C,C6H10N4,1,{'Cd': ['WUJRAV-subgraph-3']},{'WUJRAV-subgraph-3': [[7]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c336cea0>,[[7]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b5b20>,[Li]<-n1c(C)cc(C)n1C(=N)N
3642,ligand3852-0,c1(ccc(cc1)F)P(c1ccc(cc1)F)c1ccc(cc1)F,C18H12F3P,24,"{'Ru': ['TOMSIA-subgraph-0', 'GEXFEX-subgraph-0', 'MAKLIW-subgraph-2', 'PABYOJ-subgraph-3', 'GEXFEX-subgraph-2'], 'Os': ['KUSGEL-subgraph-1'], 'Au': ['LAQBUB-subgraph-1'], 'Pt': ['MAKGEK-subgraph-1', 'MAKGEK-subgraph-2'], 'Ir': ['SULPUL-subgraph-2', 'ILUYAR-subgraph-1'], 'Pd': ['ADUGOY-subgraph-2', 'UFIBOD-subgraph-1', 'NEZREQ-subgraph-1', 'NACTUH-subgraph-0', 'MEHHEP-subgraph-2', 'ULOHUY-subgraph-0'], 'Rh': ['SIRKEJ-subgraph-3', 'AXIYOX-subgraph-0'], 'Cu': ['YIMYEB-subgraph-1', 'NOQSES-subgraph-0', 'NOQSES-subgraph-1'], 'Fe': ['ULANEB-subgraph-0', 'ULANEB-subgraph-1', 'NAXPOS-subgraph-2'], 'Mo': ['LESWOV-subgraph-0', 'LESWOV-subgraph-3'], 'Cr': ['AYOHIG-subgraph-0', 'AYOHIG-subgraph-4'], 'Co': ['DEDBAQ-subgraph-4']}","{'GEXFEX-subgraph-0': [[3]], 'GEXFEX-subgraph-2': [[3]], 'KUSGEL-subgraph-1': [[0]], 'LAQBUB-subgraph-1': [[0]], 'MAKGEK-subgraph-1': [[0]], 'MAKGEK-subgraph-2': [[0]], 'PABYOJ-subgraph-3': [[0]], 'SULPUL-subgraph-2': [[2]], 'NEZREQ-subgraph-1': [[0]], 'SIRKEJ-subgraph-3': [[4]], 'YIMYEB-subgraph-1': [[1]], 'NACTUH-subgraph-0': [[0]], 'UFIBOD-subgraph-1': [[2]], 'TOMSIA-subgraph-0': [[0]], 'MAKLIW-subgraph-2': [[0]], 'AXIYOX-subgraph-0': [[11]], 'NAXPOS-subgraph-2': [[1]], 'ULANEB-subgraph-0': [[0]], 'ULANEB-subgraph-1': [[0]], 'LESWOV-subgraph-0': [[0]], 'LESWOV-subgraph-3': [[0]], 'AYOHIG-subgraph-0': [[0]], 'AYOHIG-subgraph-4': [[0]], 'ILUYAR-subgraph-1': [[0]], 'ADUGOY-subgraph-2': [[0]], 'DEDBAQ-subgraph-4': [[0]], 'ULOHUY-subgraph-0': [[0]], 'NOQSES-subgraph-0': [[0]], 'NOQSES-subgraph-1': [[0]], 'MEHHEP-subgraph-2': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333cf40>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2badb70>,[Li]<-P(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1
3645,ligand3855-0,P1([C@@]2(C(=C([C@@]1(C)C(=C2C)C)C#N)C#N)C)c1ccccc1,C18H17N2P,1,{'W': ['LESNON-subgraph-0']},{'LESNON-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c333cf90>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2badbc0>,[Li]<-P1(c2ccccc2)C2(C)C(C)=C(C)C1(C)C(C#N)=C2C#N
3649,ligand3859-0,s1c2ccccc2nn1,C6H4N2S,1,{'Mn': ['VIRGIM-subgraph-0']},{'VIRGIM-subgraph-0': [[2]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c333cfe0>,[[2]],<rdkit.Chem.rdchem.Mol object at 0x7710c2badc10>,[Li]<-n1nc2ccccc2s1
3660,ligand3871-0,p1(c(nc(n1)c1ccsc1)c1ccccc1)C([Si](C)(C)C)[Si](C)(C)C,C19H27N2PSSi2,1,{'W': ['HISJID-subgraph-0']},{'HISJID-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365030>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2badc60>,[Li]<-p1(C([Si](C)(C)C)[Si](C)(C)C)nc(-c2ccsc2)nc1-c1ccccc1
3661,ligand3872-0,[S][P](OCC)(Nc1ccc(cc1)N(=O)=O)OCC,C10H15N2O4PS,1,"{'Pd': ['TONRUJ-subgraph-1', 'TONRUJ-subgraph-3']}","{'TONRUJ-subgraph-1': [[0]], 'TONRUJ-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c336d080>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2badcb0>,[Li]<-S=P(Nc1ccc([N+](=O)[O-])cc1)(OCC)OCC
3665,ligand3876-0,c1([B])c(c2c(C)cc(cc2C)C)cccc1c1c(cc(cc1C)C)C,C24H25B,2,"{'Cr': ['LEGZOP-subgraph-0'], 'W': ['HICKOW-subgraph-0']}","{'LEGZOP-subgraph-0': [[1]], 'HICKOW-subgraph-0': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333d0d0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2badd00>,[Li]<-[B+]=C1C(c2c(C)cc(C)cc2C)=CC=C[C-]1c1c(C)cc(C)cc1C
3674,ligand3886-0,Clc1c2ccccc2nc2c1CCCC2,C13H12ClN,1,{'Pt': ['VICFIZ-subgraph-2']},{'VICFIZ-subgraph-2': [[11]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365120>,[[11]],<rdkit.Chem.rdchem.Mol object at 0x7710c2badd50>,[Li]<-n1c2c(c(Cl)c3ccccc31)CCCC2
3675,ligand3887-0,P(c1ccccc1)(Cc1c2c(cc3c1cccc3)cccc2)c1ccccc1,C27H21P,1,{'Au': ['TOHVOB-subgraph-0']},{'TOHVOB-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c336d170>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba5da0>,[Li]<-P(Cc1c2ccccc2cc2ccccc12)(c1ccccc1)c1ccccc1
3678,ligand3891-0,n1ccc(cc1)C(=O)c1ccccc1,C12H9NO,2,"{'Zn': ['PESJEF-subgraph-1', 'PESJEF-subgraph-3'], 'Re': ['SABGAE-subgraph-1']}","{'PESJEF-subgraph-1': [[0]], 'PESJEF-subgraph-3': [[0]], 'SABGAE-subgraph-1': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c33651c0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b5df0>,[Li]<-n1ccc(C(=O)c2ccccc2)cc1
3679,ligand3892-0,N1=C2SCC(=O)N2CC1,C5H6N2OS,1,{'Pt': ['NIHNIB-subgraph-2']},{'NIHNIB-subgraph-2': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c333d210>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bade40>,[Li]<-N1=C2SCC(=O)N2CC1
3681,ligand3895-0,Clc1ccncc1,C5H4ClN,6,"{'Co': ['COPQAA-subgraph-1', 'WABNIY-subgraph-0', 'BOXYOC-subgraph-2', 'WABNIY-subgraph-1'], 'Ir': ['VEBWOQ-subgraph-0'], 'Pd': ['DEJBOK-subgraph-1', 'DEJBOK-subgraph-3'], 'Pt': ['DEJBEA-subgraph-1', 'DEJBEA-subgraph-3']}","{'BOXYOC-subgraph-2': [[8]], 'COPQAA-subgraph-1': [[9]], 'VEBWOQ-subgraph-0': [[9]], 'DEJBOK-subgraph-1': [[8]], 'DEJBOK-subgraph-3': [[9]], 'DEJBEA-subgraph-1': [[8]], 'DEJBEA-subgraph-3': [[9]], 'WABNIY-subgraph-0': [[8]], 'WABNIY-subgraph-1': [[9]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710d97cd260>,[[8]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba5e90>,[Li]<-n1ccc(Cl)cc1
