Ligand ID,Isomer,Label ID,HOMO-LUMO gap (Eh),Metal center charge,XYZ,Final single point energy (Eh),log P,G parameter,Sampling region
uncond_bi-min10k-2366,trans,2584,0.112515,0.2004584211863988,"53
uncond_bi-min10k-2366-trans
Ir 0.006506 0.001205 -0.521592
C -0.50799 3.380821 0.937404
N -1.596149 2.510955 0.527045
C -1.453557 1.313495 -0.112578
N -2.765304 0.795003 -0.192399
C -2.882504 -0.49407 -0.681839
C -4.069305 -1.136414 -1.055558
C -3.954261 -2.43134 -1.574168
N -2.764346 -3.03338 -1.75654
C -1.684559 -2.36214 -1.389584
N -1.666764 -1.125013 -0.815052
C -3.702917 1.675234 0.37381
C -5.089625 1.636724 0.564778
C -5.684811 2.741003 1.198237
C -4.923058 3.843335 1.630432
C -3.530899 3.878587 1.454025
C -2.939018 2.77781 0.825631
H -0.695078 3.737516 1.968777
H 0.430404 2.80085 0.935919
H -0.415011 4.260015 0.268145
H -5.042296 -0.639737 -0.977395
H -4.852568 -2.997004 -1.873512
H -0.694156 -2.812681 -1.558937
H -5.708649 0.788642 0.249568
H -6.772824 2.739835 1.356773
H -5.425978 4.691762 2.116455
H -2.936667 4.737626 1.794508
C 0.473339 -3.379247 0.949375
N 1.57455 -2.510681 0.57255
C 1.452604 -1.312072 -0.069167
N 2.766513 -0.794373 -0.107758
C 2.899347 0.495664 -0.590673
C 4.097416 1.138262 -0.926102
C 3.998989 2.434097 -1.445793
N 2.815511 3.036789 -1.664263
C 1.724622 2.365307 -1.332214
N 1.688528 1.127369 -0.760346
C 3.685681 -1.676274 0.485525
C 5.06592 -1.639495 0.718948
C 5.640443 -2.74547 1.368347
C 4.864889 -3.847881 1.775006
C 3.478768 -3.881491 1.555959
C 2.907419 -2.779005 0.911783
H 0.628428 -3.73644 1.985891
H -0.46361 -2.797671 0.919633
H 0.399048 -4.258133 0.277389
H 5.067407 0.641207 -0.818633
H 4.90635 3.000029 -1.71591
H 0.740159 2.816402 -1.532006
H 5.695276 -0.791592 0.424507
H 6.723092 -2.74558 1.560113
H 5.351959 -4.697693 2.274565
H 2.873593 -4.740668 1.87621",-1467.853754134685,2.06079,39.67849753302563,Center
uncond_bi-min10k-4642,trans,4533,0.117287,0.47403299215599,"59
uncond_bi-min10k-4642-trans
Ir 0.018258 -0.021152 -2.750051
C -1.036925 0.967217 -1.423859
N -2.294644 0.442596 -1.278287
C -3.306604 1.090069 -0.487156
C -2.973797 1.629608 0.761765
C -3.976776 2.261704 1.50632
C -5.303118 2.359679 1.04239
C -6.358224 3.038896 1.872702
C -5.628774 1.810862 -0.229557
C -7.028467 1.915462 -0.773819
C -4.61895 1.186284 -0.982673
C -2.555316 -0.775617 -1.905465
N -1.608733 -1.269654 -2.704446
C -1.926974 -2.592442 -2.962892
C -3.120744 -2.890647 -2.313275
N -3.955909 -3.987083 -2.360131
N -3.492511 -1.727101 -1.63673
H -1.941983 1.549594 1.130094
H -3.724537 2.687359 2.489887
H -5.949516 3.401526 2.834348
H -7.204298 2.355573 2.096721
H -6.796028 3.909305 1.339621
H -7.352602 2.974149 -0.855887
H -7.115976 1.456984 -1.777046
H -7.763741 1.419492 -0.105545
H -4.854678 0.803557 -1.98865
H -1.309616 -3.228894 -3.602328
H -3.607551 -4.749048 -2.944805
H -4.284102 -4.339472 -1.455555
H -4.357143 -1.574974 -1.113819
C 1.061395 -0.985327 -1.396842
N 2.317301 -0.457418 -1.248016
C 3.321326 -1.089403 -0.434544
C 2.975388 -1.607701 0.819792
C 3.971104 -2.224333 1.586702
C 5.302906 -2.327187 1.139722
C 6.350099 -2.988274 1.994327
C 5.641865 -1.800263 -0.137965
C 7.047996 -1.911081 -0.664056
C 4.639368 -1.19149 -0.913492
C 2.583595 0.749517 -1.894361
N 1.644615 1.228386 -2.711371
C 1.964628 2.546504 -2.990472
C 3.151787 2.857312 -2.334659
N 3.986715 3.953374 -2.392968
N 3.517579 1.706374 -1.633739
H 1.939303 -1.52327 1.174878
H 3.708658 -2.633271 2.574672
H 5.931334 -3.333851 2.957931
H 7.19191 -2.29866 2.215082
H 6.796152 -3.867475 1.482901
H 7.375705 -2.970215 -0.722787
H 7.146346 -1.471115 -1.674572
H 7.774187 -1.400929 0.003482
H 4.885733 -0.82609 -1.923341
H 1.353124 3.170909 -3.647177
H 3.643828 4.704366 -2.99482
H 4.305611 4.322316 -1.491671
H 4.376773 1.564463 -1.09913",-1471.295617113344,2.29243,38.914531274868686,Center
uncond_bi-min10k-9322,trans,7052,0.130258,0.1399507382613508,"71
uncond_bi-min10k-9322-trans
Ir 0.000327 0.000504 -0.840096
C 0.048162 3.981498 1.819594
O -0.388064 3.209036 0.70455
C -1.651324 2.542401 0.900368
C -2.832559 3.485565 1.07153
P -1.793086 1.380985 -0.581698
C -2.518261 2.416733 -1.905811
C -3.700234 2.066949 -2.586378
C -4.163313 2.867815 -3.641765
C -3.455973 4.018197 -4.021814
C -2.277665 4.371377 -3.343473
C -1.804969 3.572826 -2.293961
C -3.101289 0.165962 -0.095195
N -4.293163 0.565898 0.372822
C -5.179557 -0.372617 0.737233
C -4.920103 -1.750971 0.638631
C -3.680557 -2.169724 0.137558
C -2.746512 -1.192715 -0.235619
N -1.432497 -1.542469 -0.756461
H -0.602159 4.864832 1.993662
H 1.069759 4.339616 1.587317
H 0.081891 3.368522 2.749311
H -1.566389 1.85257 1.775171
H -3.768798 2.892253 1.064268
H -2.779056 4.033834 2.033528
H -2.879208 4.217676 0.242433
H -4.272871 1.17681 -2.288839
H -5.089654 2.591299 -4.167485
H -3.824646 4.643702 -4.848466
H -1.723157 5.276098 -3.635281
H -0.888234 3.85726 -1.754436
H -6.146441 -0.011425 1.127304
H -5.68001 -2.483053 0.948656
H -3.441994 -3.240813 0.038647
H -0.974497 -2.273319 -0.162214
H -1.535466 -1.956644 -1.699368
C -0.048182 -3.982179 1.818806
O 0.387888 -3.20915 0.704093
C 1.651206 -2.542663 0.900129
C 2.832361 -3.48598 1.070954
P 1.793103 -1.380714 -0.581441
C 2.517735 -2.415997 -1.906225
C 3.699766 -2.066275 -2.586724
C 4.162408 -2.866696 -3.642642
C 3.454587 -4.016591 -4.023265
C 2.276238 -4.36973 -3.344969
C 1.803972 -3.571614 -2.294935
C 3.101875 -0.166408 -0.094761
N 4.293789 -0.566985 0.372606
C 5.180591 0.371065 0.737231
C 4.921503 1.749552 0.639516
C 3.681847 2.168959 0.139258
C 2.747376 1.192427 -0.234103
N 1.43316 1.542785 -0.753975
H 0.602142 -4.865623 1.992315
H -1.069828 -4.340158 1.586518
H -0.081747 -3.369692 2.748854
H 1.566339 -1.853205 1.775234
H 3.768612 -2.892679 1.064094
H 2.778711 -4.034684 2.032698
H 2.879066 -4.217714 0.24153
H 4.272775 -1.176526 -2.28872
H 5.088789 -2.590225 -4.168314
H 3.82292 -4.641751 -4.850329
H 1.721362 -5.274079 -3.637229
H 0.887183 -3.855989 -1.755469
H 6.147505 0.009368 1.126758
H 5.68176 2.481233 0.949627
H 3.443523 3.240173 0.041133
H 0.975367 2.272761 -0.158469
H 1.535866 1.958515 -1.69625",-2242.54689209379,2.0889,38.3495145631068,Center
uncond_bi-min10k-401,cis,540,0.117428,0.2079330523032697,"39
uncond_bi-min10k-401-cis
Ir -0.021003 -0.193833 0.554547
Br -2.989278 -5.401589 0.366672
C -3.010853 -3.518282 0.367055
C -4.218459 -2.797722 0.350801
C -4.174187 -1.4018 0.374771
C -2.921933 -0.761122 0.399295
N -2.751348 0.612052 0.482833
C -1.456731 1.076569 0.67554
S -1.475349 2.80974 0.813819
C -3.255246 2.946976 0.343038
C -3.857194 1.56845 0.614549
N -1.7518 -1.463614 0.37969
C -1.801679 -2.811554 0.383584
H -5.182601 -3.325438 0.334215
H -5.104958 -0.820459 0.387813
H -3.302701 3.226718 -0.728048
H -3.73369 3.742318 0.94372
H -4.284311 1.499347 1.639962
H -4.659733 1.336378 -0.113808
H -0.843398 -3.347032 0.416305
Br 2.707012 -5.060511 -1.657674
C 2.812299 -3.382183 -0.809798
C 4.04686 -2.832472 -0.42048
C 4.066321 -1.57058 0.178021
C 2.849909 -0.895483 0.384475
N 2.747075 0.387688 0.901894
C 1.471295 0.919767 1.018448
S 1.559172 2.476345 1.789066
C 3.395813 2.571736 1.641315
C 3.864649 1.122007 1.507905
N 1.648999 -1.461536 0.064569
C 1.639346 -2.663565 -0.547221
H 4.982569 -3.381883 -0.5963
H 5.020418 -1.114968 0.472178
H 3.809335 3.067752 2.538974
H 3.639149 3.180683 0.748004
H 4.106644 0.673734 2.496717
H 4.765452 1.057965 0.865977
H 0.661272 -3.064355 -0.845724",-6884.623699699921,2.393590000000001,39.02594302084991,Center
uncond_bi-min10k-2525,cis,2722,0.111424,0.1320391590796564,"53
uncond_bi-min10k-2525-cis
Ir -0.536322 -0.239129 0.544664
S -2.194766 1.33785 0.717547
C -3.47696 0.787071 -0.243955
N -4.4815 1.611042 -0.671175
C -4.494441 3.021017 -0.788388
C -5.729467 3.684522 -0.666691
C -5.760093 5.07709 -0.832194
N -4.6759 5.819048 -1.09802
C -3.506562 5.171521 -1.219156
C -3.349221 3.784823 -1.079558
N -3.639931 -0.52801 -0.617255
C -3.174555 -1.698291 0.003438
C -4.049138 -2.802008 0.024996
C -3.654855 -4.000286 0.621287
C -2.385547 -4.050822 1.218533
C -1.567089 -2.927991 1.159554
N -1.914482 -1.758748 0.531052
H -5.399453 1.173909 -0.803597
H -6.653966 3.129455 -0.441464
H -6.719371 5.616088 -0.738279
H -2.623067 5.792342 -1.450705
H -2.361634 3.322254 -1.201644
H -4.380371 -0.697874 -1.303904
H -5.051978 -2.697441 -0.414949
H -4.334121 -4.86419 0.642882
H -2.025415 -4.951705 1.734127
H -0.576464 -2.923161 1.630572
S 0.905797 1.529906 0.796709
C 2.256339 0.924198 1.622273
N 3.147001 1.736968 2.267434
C 2.970708 3.061969 2.732449
C 1.737791 3.561978 3.190195
C 1.705192 4.87804 3.673612
N 2.771492 5.691076 3.733842
C 3.941521 5.196947 3.305729
C 4.099589 3.899293 2.796582
N 2.59211 -0.410122 1.658437
C 2.275421 -1.43539 0.752598
C 3.286565 -2.373342 0.467965
C 3.04283 -3.422855 -0.418735
C 1.781138 -3.486806 -1.030727
C 0.823803 -2.532307 -0.704257
N 1.025971 -1.524285 0.204145
H 4.116311 1.405297 2.308406
H 0.826891 2.949944 3.180126
H 0.749966 5.292776 4.041186
H 4.815025 5.870233 3.362626
H 5.086361 3.551861 2.451649
H 3.353376 -0.652016 2.299222
H 4.274085 -2.252867 0.937425
H 3.828907 -4.156621 -0.646513
H 1.533488 -4.267514 -1.76302
H -0.166943 -2.538492 -1.175004",-2187.829320773453,2.2855,38.3733885086742,Center
uncond_bi-min10k-4268,cis,4197,0.13533,0.3260279042100313,"59
uncond_bi-min10k-4268-cis
Ir 0.250465 -0.075206 0.153852
F -1.416569 -0.102854 3.047724
C -2.741726 -0.122607 3.274837
C -3.198069 -0.079443 4.594899
C -4.577684 -0.101244 4.845594
C -5.487749 -0.166263 3.779183
C -5.009359 -0.208154 2.462651
C -3.629016 -0.186487 2.183898
C -3.170777 -0.228294 0.728683
N -2.532154 1.02127 0.306612
C -3.259369 2.187835 0.29016
C -2.370424 3.240261 0.424685
C -1.100479 2.636099 0.541463
N -1.197236 1.291031 0.46449
N -2.41356 -1.441466 0.410423
C -3.008153 -2.67476 0.53463
C -2.00496 -3.606845 0.738573
C -0.805661 -2.862897 0.751127
N -1.054923 -1.550687 0.54607
H -2.460194 -0.029254 5.408218
H -4.941473 -0.067755 5.883182
H -6.569944 -0.184889 3.971478
H -5.723162 -0.260831 1.623994
H -4.090147 -0.29597 0.111657
H -4.352016 2.165735 0.220522
H -2.60357 4.309208 0.432256
H -0.116417 3.101079 0.649568
H -4.098125 -2.776721 0.503784
H -2.119088 -4.688215 0.85986
H 0.226429 -3.19904 0.887942
F 2.285599 -2.406735 2.412207
C 2.065889 -1.207065 2.999543
C 1.454333 -1.195203 4.253755
C 1.207964 0.029181 4.888863
C 1.578337 1.228419 4.260801
C 2.186545 1.198753 3.001449
C 2.416864 -0.018788 2.326971
C 3.203769 -0.008721 1.019615
N 2.914944 1.181613 0.223534
C 3.767917 2.117733 -0.292141
C 3.020335 2.922958 -1.143926
C 1.71372 2.386689 -1.117349
N 1.654442 1.327743 -0.281076
N 2.980741 -1.169869 0.174327
C 3.867855 -2.077921 -0.326685
C 3.147494 -2.931288 -1.154995
C 1.817432 -2.458083 -1.117983
N 1.72476 -1.387568 -0.300197
H 1.183293 -2.155974 4.714012
H 0.733871 0.042865 5.881419
H 1.399261 2.193369 4.756504
H 2.475625 2.141085 2.51278
H 4.293668 0.015546 1.228264
H 4.82508 2.14198 -0.006101
H 3.375301 3.782885 -1.720115
H 0.82059 2.687841 -1.674804
H 4.926588 -2.053992 -0.047431
H 3.535055 -3.782946 -1.722213
H 0.929097 -2.812538 -1.650914",-1744.67751176692,2.3138999999999994,39.46363202291899,Center
uncond_bi-min10k-6111,cis,5619,0.1186169999999999,0.3305002385453063,"63
uncond_bi-min10k-6111-cis
Ir -0.138825 -0.046042 -0.080451
O -5.221894 5.122586 -2.138309
C -4.921252 3.832272 -2.414375
C -5.844959 2.930213 -2.983862
C -5.461555 1.609821 -3.253154
C -4.1647 1.169334 -2.952902
C -3.240016 2.067161 -2.379489
C -1.863188 1.587169 -2.001631
N -1.771511 1.27437 -0.516077
N -1.778097 2.523692 0.267154
N -2.673755 2.431456 1.156266
C -3.343927 1.216507 1.0961
C -2.794075 0.471972 0.084963
C -2.83248 -0.925498 -0.319282
C -3.96771 -1.709004 -0.548543
C -3.798149 -3.038201 -0.959305
C -2.494328 -3.527423 -1.146127
C -1.398624 -2.696993 -0.898159
N -1.551703 -1.417307 -0.467433
C -3.615776 3.393108 -2.113016
H -6.140899 5.306621 -2.409898
H -6.864402 3.272055 -3.22631
H -6.186191 0.920961 -3.712808
H -3.86234 0.135716 -3.180674
H -1.585632 0.660973 -2.538402
H -1.073555 2.343449 -2.168394
H -4.102845 0.943709 1.837236
H -4.963188 -1.261374 -0.423232
H -4.670428 -3.67957 -1.150206
H -2.317465 -4.554811 -1.494437
H -0.365627 -3.038809 -1.051431
H -2.90774 4.107612 -1.668613
O 4.374749 5.777115 1.492205
C 4.19677 4.496366 1.891364
C 5.194153 3.748149 2.552368
C 4.935722 2.428561 2.945927
C 3.692633 1.836135 2.681532
C 2.694534 2.58005 2.017916
C 1.376407 1.933728 1.681525
N 1.333125 1.483161 0.229174
N 1.208081 2.652925 -0.658595
N 2.113653 2.582904 -1.539877
C 2.912297 1.458815 -1.377005
C 2.441519 0.749107 -0.302594
C 2.634696 -0.592189 0.227077
C 3.849572 -1.219003 0.520826
C 3.828021 -2.515339 1.052876
C 2.586463 -3.128239 1.29162
C 1.405708 -2.452396 0.974442
N 1.416349 -1.209051 0.426292
C 2.944872 3.904438 1.62621
H 5.267497 6.076502 1.748437
H 6.171781 4.209418 2.76749
H 5.716022 1.861399 3.475496
H 3.488005 0.804519 3.006684
H 0.512452 2.617495 1.777475
H 1.187087 1.036661 2.299681
H 3.701647 1.207338 -2.093469
H 4.789217 -0.675835 0.350334
H 4.765849 -3.034669 1.296697
H 2.524459 -4.132597 1.733855
H 0.416837 -2.892129 1.164306
H 2.177816 4.500213 1.110412",-1772.747707436338,2.0939999999999994,38.67579181919465,Center
uncond_bi-min10k-6811,cis,6006,0.0973259999999999,0.3361028967491077,"65
uncond_bi-min10k-6811-cis
Ir 0.341019 -0.111892 -0.549683
O -1.04252 1.303041 -1.049494
C -2.158796 0.816076 -1.412901
N -2.324151 -0.52963 -1.279541
N -1.30113 -1.221953 -0.604358
C -1.685849 -2.406078 -0.150321
C -0.967929 -3.21891 0.807875
C -0.178562 -2.708265 1.885529
C 0.502841 -3.563944 2.75015
C 0.450789 -4.976217 2.609448
C -0.350944 -5.467987 1.589308
C -1.059044 -4.615852 0.726736
O -1.712779 -5.350881 -0.218616
C -1.618661 -6.710743 0.241035
O -0.543208 -6.767469 1.182765
C -3.237316 1.648979 -1.953089
C -4.343068 1.097306 -2.641446
C -5.350334 1.935621 -3.130967
C -5.261614 3.325449 -2.943463
C -4.157949 3.87908 -2.271955
C -3.146185 3.049047 -1.780061
H -3.258583 -0.951209 -1.284842
H -2.65017 -2.801125 -0.522093
H -0.112481 -1.617103 2.008085
H 1.093137 -3.136553 3.573539
H 1.008464 -5.648087 3.275638
H -2.575041 -6.999053 0.739417
H -1.4028 -7.376952 -0.618013
H -4.407349 0.015111 -2.835111
H -6.205035 1.504807 -3.672759
H -6.055813 3.981669 -3.329792
H -4.088128 4.967709 -2.130939
H -2.276429 3.463719 -1.251168
O 1.907894 1.188387 -0.504987
C 3.035589 0.649128 -0.270251
N 3.057453 -0.698908 -0.085688
N 1.850106 -1.374249 -0.282464
C 1.902531 -2.696076 -0.302517
C 2.960157 -3.588506 0.109258
C 4.074944 -3.298412 0.97
C 4.977993 -4.288872 1.359658
C 4.846222 -5.635947 0.94191
C 3.748651 -5.930634 0.142494
C 2.836018 -4.942443 -0.25932
O 1.864888 -5.500093 -1.03369
C 2.101213 -6.924477 -0.994109
O 3.37797 -7.131236 -0.387279
C 4.272209 1.432669 -0.195534
C 5.495617 0.877057 0.247324
C 6.646981 1.669659 0.294885
C 6.588909 3.019344 -0.092577
C 5.374432 3.578177 -0.525792
C 4.219055 2.792719 -0.577614
H 3.921859 -1.245067 -0.167778
H 0.975839 -3.163174 -0.655357
H 4.178597 -2.301216 1.418625
H 5.805152 -4.021093 2.032947
H 5.558874 -6.414266 1.245315
H 1.308009 -7.401113 -0.373158
H 2.10692 -7.323928 -2.029532
H 5.560315 -0.171442 0.578069
H 7.595655 1.235303 0.6426
H 7.496906 3.639537 -0.053465
H 5.33042 4.635262 -0.826528
H 3.260717 3.211344 -0.915721",-1930.817187993574,2.1792,39.21693458538915,Center
uncond_bi-min10k-5461,trans,5132,0.125971,0.2259237632072636,"61
uncond_bi-min10k-5461-trans
Ir 0.003742 0.000884 0.8418
C -3.001122 -4.260299 -1.946865
C -3.313506 -4.261813 -0.430069
C -4.805179 -4.560447 -0.205324
C -2.452201 -5.33235 0.277828
C -2.982019 -2.895789 0.132897
C -3.790404 -1.853883 0.607352
C -2.909877 -0.79291 0.908288
C -3.159109 0.598738 1.375583
S -1.526774 1.500562 1.576213
C -1.930662 3.136322 0.653167
C -1.677923 3.013591 -0.810611
O -0.554792 3.113671 -1.298097
N -1.634685 -1.17882 0.65267
N -1.697643 -2.448334 0.196091
H -3.241995 -5.250786 -2.382436
H -1.930483 -4.052142 -2.145402
H -3.604122 -3.49671 -2.477426
H -5.066081 -4.551148 0.871993
H -5.052697 -5.562788 -0.606183
H -5.450328 -3.825783 -0.727619
H -2.625946 -5.332223 1.372452
H -1.369366 -5.173911 0.09506
H -2.705673 -6.338848 -0.110472
H -4.878983 -1.861382 0.706628
H -3.782644 1.161794 0.653836
H -3.662778 0.635548 2.363715
H -2.973219 3.397106 0.91798
H -1.226558 3.851232 1.121804
H -2.556688 2.780342 -1.471014
H -0.851991 -2.857904 -0.262207
C 2.960993 4.264129 -1.978679
C 3.309802 4.260189 -0.469797
C 4.807902 4.550126 -0.279718
C 2.471664 5.333737 0.261284
C 2.983595 2.895157 0.098695
C 3.795797 1.855104 0.570448
C 2.917809 0.795033 0.882054
C 3.171134 -0.595547 1.350403
S 1.540767 -1.497818 1.56426
C 1.937633 -3.134214 0.639127
C 1.66846 -3.014023 -0.821927
O 0.540242 -3.117192 -1.296886
N 1.640448 1.180307 0.636241
N 1.699701 2.448131 0.174378
H 3.195768 5.25464 -2.417436
H 1.885013 4.06123 -2.15198
H 3.547542 3.49917 -2.525484
H 5.09337 4.539743 0.791339
H 5.051806 5.551076 -0.686223
H 5.436638 3.811567 -0.81634
H 2.672215 5.330236 1.351282
H 1.38393 5.180393 0.105341
H 2.720449 6.33985 -0.131093
H 4.885184 1.862839 0.660333
H 3.789869 -1.159416 0.625166
H 3.681901 -0.630317 2.334962
H 2.983479 -3.392558 0.893054
H 1.239894 -3.849612 1.116464
H 2.539243 -2.779256 -1.492305
H 0.850223 2.855776 -0.278609",-2050.358245304041,2.1393,39.68645551488142,Center
uncond_bi-min10k-1067,cis,1356,0.153029,0.0815405032874787,"47
uncond_bi-min10k-1067-cis
Ir -0.133109 0.549172 -0.013534
C -2.362808 1.802779 -2.56483
C -2.147545 2.869482 -1.502718
C -3.273328 3.889185 -1.392154
S -1.764159 2.110397 0.195741
C -3.202234 1.066748 0.472943
C -4.449113 1.571837 0.891421
N -5.495119 0.78514 1.166851
C -5.338581 -0.541784 1.053763
C -4.13274 -1.151474 0.663868
C -3.044617 -0.322244 0.370101
N -1.744894 -0.859634 -0.039499
H -3.285446 1.217469 -2.367922
H -1.493487 1.115874 -2.609869
H -2.484791 2.284545 -3.556975
H -1.177022 3.385577 -1.669904
H -4.257832 3.399875 -1.249518
H -3.108877 4.608955 -0.566411
H -3.333674 4.467988 -2.336732
H -4.587129 2.658464 1.02746
H -6.216109 -1.1654 1.297147
H -4.054676 -2.248203 0.599561
H -1.810544 -1.154967 -1.030571
H -1.567768 -1.721994 0.499425
C 3.06655 3.792092 1.46169
C 1.921297 2.791598 1.542883
C 2.117713 1.689042 2.571335
S 1.519429 2.093083 -0.177297
C 2.94081 1.038214 -0.494494
C 4.192727 1.538307 -0.903832
N 5.225845 0.745833 -1.209567
C 5.050706 -0.581614 -1.137178
C 3.838204 -1.185955 -0.759749
C 2.76366 -0.350898 -0.434259
N 1.458221 -0.88203 -0.034264
H 3.139932 4.339147 2.424108
H 4.041041 3.288384 1.301417
H 2.915029 4.541013 0.659739
H 0.961297 3.320961 1.728336
H 3.029927 1.093846 2.356173
H 2.248151 2.137767 3.577774
H 1.236349 1.016599 2.595771
H 4.345572 2.626621 -1.006529
H 5.917834 -1.209747 -1.404992
H 3.744741 -2.282955 -0.729442
H 1.524137 -1.206572 0.947754
H 1.268318 -1.726529 -0.596644",-1742.891763521878,2.1643,38.460926309088016,Center
uncond_bi-min10k-9266,cis,7025,0.129762,0.3282376067253697,"71
uncond_bi-min10k-9266-cis
Ir -0.055595 -0.021015 -0.594031
C -10.30824 0.803067 -1.461625
O -9.23872 0.561694 -0.532486
C -7.998287 0.567141 -1.05775
O -7.750106 0.760842 -2.235987
C -6.946086 0.306915 -0.020403
C -7.242577 0.080532 1.337865
C -6.202552 -0.155259 2.246977
C -4.870018 -0.165594 1.808597
C -4.566089 0.059834 0.451953
C -3.12379 0.048534 0.008764
N -2.686694 1.34353 -0.533801
C -3.373548 2.497945 -0.795326
C -2.449614 3.430581 -1.253973
C -1.206026 2.765667 -1.246638
N -1.356641 1.501448 -0.795795
N -2.82996 -1.009561 -0.964903
C -3.646585 -1.885884 -1.626631
C -2.832204 -2.680421 -2.424976
C -1.51559 -2.226918 -2.200187
N -1.521539 -1.218622 -1.301043
C -5.611146 0.295703 -0.458643
H -10.188914 1.793606 -1.943812
H -10.318921 0.027102 -2.252606
H -11.239449 0.768047 -0.870319
H -8.290286 0.092238 1.668556
H -6.429221 -0.332751 3.308506
H -4.056208 -0.350261 2.526665
H -2.44228 -0.148903 0.867306
H -4.450044 2.574198 -0.622147
H -2.654282 4.461725 -1.557444
H -0.214027 3.11427 -1.551962
H -4.727941 -1.889612 -1.467567
H -3.148807 -3.487809 -3.091989
H -0.582157 -2.551487 -2.676091
H -5.429172 0.478514 -1.52892
C -0.236728 -2.437595 -7.329496
O 0.440105 -1.410016 -6.588922
C 0.72076 -1.701108 -5.305183
O 0.437591 -2.766484 -4.772276
C 1.398173 -0.571868 -4.598183
C 1.488808 0.727814 -5.133699
C 2.084904 1.746176 -4.377484
C 2.577902 1.480417 -3.090903
C 2.478176 0.18417 -2.552092
C 3.035258 -0.106064 -1.158512
N 2.713076 0.956227 -0.214487
C 3.541006 1.842044 0.419266
C 2.730927 2.691977 1.163805
C 1.410017 2.245457 0.93874
N 1.406647 1.190583 0.094404
N 2.574942 -1.379639 -0.630838
C 3.276249 -2.53076 -0.396221
C 2.357185 -3.488354 0.015864
C 1.10517 -2.834746 0.013857
N 1.244527 -1.552682 -0.386622
C 1.910629 -0.840923 -3.319341
H -0.388846 -2.031852 -8.344583
H 0.376833 -3.359515 -7.367104
H -1.209368 -2.682371 -6.85775
H 1.086716 0.929907 -6.135917
H 2.163833 2.762419 -4.791292
H 3.026084 2.293342 -2.498631
H 4.142301 -0.164389 -1.18803
H 4.627494 1.797644 0.287362
H 3.053804 3.521076 1.800776
H 0.464208 2.60815 1.354046
H 4.360511 -2.575323 -0.544922
H 2.565302 -4.526139 0.293079
H 0.114868 -3.209167 0.292314
H 1.832062 -1.869437 -2.941942",-2001.786498275167,1.9614,38.3495145631068,Center
uncond_bi-min10k-1541,cis,1851,0.1307849999999999,0.2056843133944978,"49
uncond_bi-min10k-1541-cis
Ir -0.084321 0.212056 0.250677
C -2.072777 2.936022 1.244379
P -1.895278 1.538521 0.082441
O -3.263024 0.70442 0.620793
C -3.597866 -0.527941 0.030185
C -2.597864 -1.636179 0.192491
N -1.328553 -1.461718 0.382846
C -2.380419 2.150594 -1.565342
C -1.765702 1.564679 -2.691101
C -2.112467 1.987815 -3.981021
C -3.07401 2.99627 -4.151057
C -3.696688 3.576427 -3.032649
C -3.356774 3.153649 -1.740609
H -1.431552 3.779755 0.928738
H -1.763841 2.594312 2.249954
H -3.128545 3.266908 1.279389
H -3.806267 -0.424634 -1.068158
H -4.556396 -0.853459 0.487665
H -3.002178 -2.66367 0.102368
H -0.831675 -2.362165 0.456453
H -0.995733 0.791294 -2.532596
H -1.623627 1.536384 -4.85694
H -3.343929 3.333536 -5.163312
H -4.454638 4.362304 -3.169545
H -3.854924 3.611493 -0.872682
C 1.871912 3.023104 1.123185
P 1.42187 1.825936 -0.182925
O 2.958763 1.188981 -0.444682
C 3.157994 -0.172733 -0.804393
C 2.681656 -1.145716 0.243925
N 1.469729 -1.092305 0.696531
C 1.156492 2.843663 -1.680576
C 1.690923 2.430244 -2.916715
C 1.410993 3.156041 -4.083048
C 0.596354 4.297797 -4.026097
C 0.071219 4.721248 -2.796052
C 0.350965 3.998748 -1.627955
H 2.716137 3.653258 0.781786
H 2.160188 2.457211 2.029325
H 1.004393 3.663197 1.371856
H 2.650682 -0.427794 -1.76662
H 4.247969 -0.289429 -0.960063
H 3.387354 -1.905902 0.630681
H 1.283528 -1.792164 1.432697
H 2.340639 1.54494 -2.971996
H 1.839038 2.830585 -5.043116
H 0.376912 4.864895 -4.942967
H -0.559564 5.620772 -2.743117
H -0.063964 4.351188 -0.672044",-1746.387629864543,2.00477,39.415884131784175,Center
